ID,householdID,communityID,parentID,HHmemberID,ca001,ca003,ca004,ca005,ca006,ca007,ca008_1,ca008_2,ca009,ca010,ca011,ca012,ca013,ca014,ca015_1,ca015_2,ca016,ca017,ca018,ca019,ca020,ca021,ca022,ca022_a,a002,a003_1,a003_2,a004,a005,a006,a009,a010,a011,a012,a013,a014,a015,a016,a017,a018,a019,versionID
01010410102,010104101,0101041,1,,1,1,1,2,12,1935,,,1,1,,2,2,5,,,2,,1,,1,2,,,,,,,,,,,,,,,,,,,,20170920
01010410102,010104101,0101041,4,,1,1,1,2,1,1935,,,1,1,,2,2,5,,,2,,1,,1,2,,,,,,,,,,,,,,,,,,,,20170920
01010410102,010104101,0101041,2,,1,1,1,2,8,1930,,,1,1,,2,4,5,,,2,,1,,1,2,,,,,,,,,,,,,,,,,,,,20170920
01010410102,010104101,0101041,3,,1,1,1,2,3,1937,,,4,1,,2,2,5,,,2,,1,,1,2,,,,,,,,,,,,,,,,,,,,20170920
01010410202,010104102,0101041,2,,2,1,,,,1927,,82,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010410202,010104102,0101041,1,,2,1,,,,9999,,70,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010410202,010104102,0101041,4,,1,1,1,2,,9999,,,1,5,,2,2,5,,,2,,1,,1,2,,,,,,,,,,,,,,,,,,,,20170920
01010410202,010104102,0101041,3,,2,1,,,,9999,,70,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010410301,010104103,0101041,1,,2,1,,,,1929,2001,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010410301,010104103,0101041,2,,2,1,,,,1940,1993,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010410301,010104103,0101041,4,,1,1,1,2,3,1939,,,1,5,2,1,4,5,100,,2,,1,,1,2,,,,,,,,,,,,,,,,,,,,20170920
01010410301,010104103,0101041,3,,2,1,,,,1934,2005,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010410401,010104104,0101041,2,,2,1,,,,1919,,85,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010410401,010104104,0101041,3,,2,1,,,,1925,,87,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010410401,010104104,0101041,1,,2,1,,,,1916,,84,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010410401,010104104,0101041,4,,1,1,1,2,2,1925,,,1,5,2,2,3,5,,,4,4,1,,1,2,,,,,,,,,,,,,,,,,,,,20170920
01010410502,010104105,0101041,2,,2,1,,,,1922,1999,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010410502,010104105,0101041,1,,2,1,,,,1919,1982,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010410502,010104105,0101041,4,,2,1,,,,1926,1980,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010410502,010104105,0101041,3,,2,1,2,2,12,1910,1978,,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010410602,010104106,0101041,1,,2,1,,,,1900,1973,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010410602,010104106,0101041,3,,2,1,,,,1900,1975,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010410602,010104106,0101041,4,,2,1,,,,1900,1978,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010410602,010104106,0101041,2,,2,1,,,,1900,1960,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010410701,010104107,0101041,1,,2,1,,,,1895,1962,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010410701,010104107,0101041,3,,2,1,,,,1894,,56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010410701,010104107,0101041,2,,2,1,,,,1898,1957,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010410701,010104107,0101041,4,,2,1,,,,1897,,68,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010410802,010104108,0101041,3,,1,1,1,2,9,1932,,,1,1,,2,4,5,,,2,,1,,1,2,,,,,,,,,,,,,,,,,,,,20170920
01010410802,010104108,0101041,2,,2,1,,,,1924,,83,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010410802,010104108,0101041,4,,1,1,1,2,8,1931,,,1,1,,2,2,5,,,2,,1,,1,2,,,,,,,,,,,,,,,,,,,,20170920
01010410802,010104108,0101041,1,,2,1,,,,1925,,76,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010410901,010104109,0101041,1,,1,1,1,2,6,1941,,,4,1,,2,2,1,,,2,,1,,2,2,,,,,,,,,,,,,,,,,,,,20170920
01010410901,010104109,0101041,2,,1,1,1,2,8,1943,,,1,1,,2,4,5,,,2,,1,,1,2,,,,,,,,,,,,,,,,,,,,20170920
01010410901,010104109,0101041,3,,1,1,1,2,10,1945,,,1,1,,2,4,5,,,4,3,2,1,1,2,,,,,,,,,,,,,,,,,,,,20170920
01010410901,010104109,0101041,4,,1,1,3,2,1,1948,,,1,1,,2,2,5,,,4,3,2,1,1,2,,,,,,,,,,,,,,,,,,,,20170920
01010411002,010104110,0101041,2,,2,1,,,,1928,1986,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010411002,010104110,0101041,4,,2,1,,,,1922,1974,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010411002,010104110,0101041,3,,2,1,,,,1919,1977,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010411002,010104110,0101041,1,,2,1,,,,1926,1982,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010411101,010104111,0101041,1,,1,1,1,2,9,1932,,,5,1,,2,2,3,,,2,,1,,1,1,3.0,1,,,,,,,,,,,,,,,,,,20170920
01010411101,010104111,0101041,3,,1,1,2,2,11,1934,,,4,1,,2,2,5,,,3,4,1,,1,2,,,,,,,,,,,,,,,,,,,,20170920
01010411101,010104111,0101041,2,,1,1,1,2,8,1931,,,1,1,,2,2,5,,,2,,1,,1,2,,,,,,,,,,,,,,,,,,,,20170920
01010411101,010104111,0101041,4,,1,1,2,2,11,1934,,,1,1,,2,3,5,,,3,4,1,,1,2,,,,,,,,,,,,,,,,,,,,20170920
01010411201,010104112,0101041,4,,1,1,1,2,12,1933,,,1,5,2,2,2,5,,,2,,1,,1,2,,,,,,,,,,,,,,,,,,,,20170920
01010411201,010104112,0101041,1,,2,1,,,,1933,2001,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010411201,010104112,0101041,3,,2,1,,,,1937,2007,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010411201,010104112,0101041,2,,2,1,,,,1928,1988,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010411301,010104113,0101041,2,,1,1,1,2,12,1937,,,1,5,2,2,4,6,,,2,,1,,1,2,,,,,,,,,,,,,,,,,,,,20170920
01010411301,010104113,0101041,3,,2,1,,,,,2008,67,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010411301,010104113,0101041,4,,1,1,2,2,9,1944,,,1,5,2,1,3,5,350,,3,4,1,,1,2,,,,,,,,,,,,,,,,,,,,20170920
01010411301,010104113,0101041,1,,2,1,,,,1932,2001,70,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010411401,010104114,0101041,2,,2,1,,,,1924,1985,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010411401,010104114,0101041,3,,2,1,,,,1921,1976,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010411401,010104114,0101041,1,,2,1,1,2,4,1932,1965,,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010411401,010104114,0101041,4,,2,1,,,,1925,1978,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010411501,010104115,0101041,2,,1,1,2,2,3,1938,,,1,5,2,2,2,5,,,2,,1,,1,2,,,,,,,,,,,,,,,,,,,,20170920
01010411501,010104115,0101041,3,,2,1,,,,1938,,73,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010411501,010104115,0101041,1,,2,1,,,,1938,,66,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010411501,010104115,0101041,4,,1,1,1,2,12,1935,,,1,5,2,2,2,5,,,4,2,2,1,1,2,,,,,,,,,,,,,,,,,,,,20170920
01010411601,010104116,0101041,2,,2,1,,,,1916,2006,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010411601,010104116,0101041,4,,2,1,,,,1936,2005,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010411601,010104116,0101041,3,,2,1,,,,1928,1980,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010411601,010104116,0101041,1,,2,1,,,,1922,1997,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010411701,010104117,0101041,1,,2,1,,,,9999,1950,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010411701,010104117,0101041,4,,2,1,,,,1931,,65,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010411701,010104117,0101041,2,,2,1,,,,9999,1950,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010411701,010104117,0101041,3,,2,1,,,,1924,,72,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010411801,010104118,0101041,1,4,,5,1,2,,1936,,,,,,2,3,5,,,,,,,,,,,1,1936,3,1,,2,1,,,1,2,,1,2,,,,20170920
01010411801,010104118,0101041,4,,2,1,,,,1931,2010,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010411801,010104118,0101041,3,,2,1,,,,1928,2003,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010411801,010104118,0101041,2,5,,5,1,2,,1934,,,,,,2,3,5,,,,,,,,,,,2,1934,7,1,,1,1,,,1,2,,1,2,,,,20170920
01010411901,010104119,0101041,3,,2,1,,,,1926,2006,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010411901,010104119,0101041,2,,2,1,,,,1921,2004,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010411901,010104119,0101041,1,,2,1,,,,1922,,78,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010411901,010104119,0101041,4,,1,1,1,2,1,1938,,,1,5,2,2,2,5,,,2,,1,,1,2,,,,,,,,,,,,,,,,,,,,20170920
01010420102,010104201,0101042,1,,2,1,,,,1926,,63,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010420102,010104201,0101042,4,,1,1,2,2,4,1937,,,2,5,2,2,4,5,,,3,4,1,,1,2,,,,,,,,,,,,,,,,,,,,20170920
01010420102,010104201,0101042,2,,2,1,,,,1928,,68,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010420102,010104201,0101042,3,,2,1,,,,-9999,,71,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010420202,010104202,0101042,2,,2,1,,,,1923,,85,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010420202,010104202,0101042,1,,2,1,,,,1919,2005,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010420202,010104202,0101042,3,,2,1,,,,1916,,93,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010420202,010104202,0101042,4,,2,1,,,,1917,,80,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010420301,010104203,0101042,1,,2,1,,,,-9999,1959,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010420301,010104203,0101042,2,,2,1,,,,-9999,,52,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010420301,010104203,0101042,4,,2,1,,,,-9999,,62,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010420301,010104203,0101042,3,,2,1,,,,-9999,,78,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010420401,010104204,0101042,4,,1,1,2,2,6,1929,,,1,1,,2,4,5,,,3,4,1,,1,2,,,,,,,,,,,,,,,,,,,,20170920
01010420401,010104204,0101042,1,,2,1,,,,1928,,70,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010420401,010104204,0101042,3,,1,1,2,2,5,1928,,,1,1,,2,4,5,,,3,4,1,,1,2,,,,,,,,,,,,,,,,,,,,20170920
01010420401,010104204,0101042,2,,2,1,,,,1930,,70,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010420502,010104205,0101042,4,,1,1,2,2,7,1942,,,1,5,2,2,2,5,,,3,4,1,,1,2,,,,,,,,,,,,,,,,,,,,20170920
01010420502,010104205,0101042,1,,1,1,2,2,11,1934,,,1,5,2,2,2,5,,,3,4,1,,1,1,5.0,2,,,,,,,,,,,,,,,,,,20170920
01010420502,010104205,0101042,2,,2,1,,,,1928,,75,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010420502,010104205,0101042,3,,2,1,,,,-9999,1967,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010420602,010104206,0101042,4,,2,1,,,,1938,2008,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010420602,010104206,0101042,2,,2,1,,,,-9999,2003,88,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010420602,010104206,0101042,3,,1,1,2,2,11,1934,,,1,5,2,2,3,5,,,2,,1,,1,2,,,,,,,,,,,,,,,,,,,,20170920
01010420602,010104206,0101042,1,,2,1,,,,-9999,1974,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010420701,010104207,0101042,4,,2,1,,,,1918,,44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010420701,010104207,0101042,3,,2,1,,,,1918,,77,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010420701,010104207,0101042,1,,2,1,,,,1914,,66,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010420701,010104207,0101042,2,,2,1,,,,1916,,69,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010420801,010104208,0101042,1,,2,1,,,,-9999,1962,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010420801,010104208,0101042,2,,1,1,2,1,4,1927,,,1,5,2,2,4,4,,,2,,1,,2,2,,,,,,,,,,,,,,,,,,,,20170920
01010420901,010104209,0101042,1,,2,2,,,,-9999,,70,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010420901,010104209,0101042,2,,2,1,,,,-9999,,80,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010421001,010104210,0101042,2,,2,1,,,,-9999,1952,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010421001,010104210,0101042,1,,2,1,,,,-9999,1944,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010421102,010104211,0101042,1,,2,1,,,,1919,,76,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010421102,010104211,0101042,2,,2,1,,,,1922,,78,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010421102,010104211,0101042,3,,2,1,,,,1922,,76,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010421102,010104211,0101042,4,,2,1,,,,1921,,73,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010421201,010104212,0101042,3,,2,1,,,,1925,2005,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010421201,010104212,0101042,4,,1,1,2,2,9,1932,,,1,5,2,2,4,5,,,3,4,1,,2,2,,,,,,,,,,,,,,,,,,,,20170920
01010421201,010104212,0101042,1,,2,1,,,,1929,,60,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010421201,010104212,0101042,2,,1,1,2,2,11,1934,,,1,5,2,2,4,5,,,2,,1,,1,2,,,,,,,,,,,,,,,,,,,,20170920
01010421301,010104213,0101042,1,,2,1,,,,-9999,1940,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010421301,010104213,0101042,2,,2,1,,,,-9999,1980,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010421402,010104214,0101042,2,,2,1,,,,1915,,86,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010421402,010104214,0101042,3,,2,1,,,,1913,,76,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010421402,010104214,0101042,1,,2,1,,,,1914,,81,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010421402,010104214,0101042,4,,2,1,,,,1915,,82,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010421501,010104215,0101042,1,,2,1,,,,1911,1979,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010421501,010104215,0101042,4,,2,1,,,,-9999,,70,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010421501,010104215,0101042,3,,2,1,,,,-9999,1960,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010421501,010104215,0101042,2,,2,1,,,,1910,1945,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010421601,010104216,0101042,2,,2,1,,,,-9999,1943,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010421601,010104216,0101042,1,,2,1,,,,-9999,1947,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010421701,010104217,0101042,3,,2,1,,,,-9999,1956,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010421701,010104217,0101042,4,,2,1,,,,-9999,2002,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010421701,010104217,0101042,1,,2,1,,,,-9999,1990,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010421701,010104217,0101042,2,,2,1,,,,-9999,1993,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010421802,010104218,0101042,3,,2,1,,,,-9999,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010421802,010104218,0101042,1,,2,1,,,,1936,,71,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010421802,010104218,0101042,4,,2,1,,,,-9999,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010421802,010104218,0101042,2,,1,1,2,2,6,1941,,,2,5,2,2,2,5,,,3,4,1,,1,2,,,,,,,,,,,,,,,,,,,,20170920
01010421901,010104219,0101042,2,2,,1,1,1,,1930,,,,,,1,2,2,,400,,,,,,,,,2,1930,0,2,,1,2,,,3,2,,1,2,,,,20170920
01010421901,010104219,0101042,1,,1,1,2,1,2,1937,,,4,1,,2,2,2,,,2,,1,,2,2,,,,,,,,,,,,,,,,,,,,20170920
01010422001,010104220,0101042,1,,2,1,,,,1918,2001,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010422001,010104220,0101042,2,,2,1,,,,1922,2011,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010422101,010104221,0101042,2,,2,1,,,,1943,,63,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010422101,010104221,0101042,4,,2,1,,,,-9999,,40,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010422101,010104221,0101042,1,,2,1,,,,-9999,1960,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010422101,010104221,0101042,3,,2,1,,,,-9999,1957,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010422202,010104222,0101042,3,,1,1,2,2,12,1935,,,2,1,,2,3,5,,,2,,1,,1,2,,,,,,,,,,,,,,,,,,,,20170920
01010422202,010104222,0101042,4,,1,1,2,2,12,1935,,,1,1,,2,3,5,,,2,,1,,1,2,,,,,,,,,,,,,,,,,,,,20170920
01010422202,010104222,0101042,2,,2,1,,,,1911,,77,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010422202,010104222,0101042,1,,2,1,,,,1909,,77,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010422301,010104223,0101042,1,,2,1,,,,-9999,2001,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010422301,010104223,0101042,4,,1,1,2,2,,-9999,,,4,1,,2,3,5,,,2,,1,,1,2,,,,,,,,,,,,,,,,,,,,20170920
01010422301,010104223,0101042,3,,1,1,2,1,9,1932,,,2,1,,2,3,7,,,2,,1,,1,2,,,,,,,,,,,,,,,,,,,,20170920
01010422301,010104223,0101042,2,,1,1,2,1,8,1931,,,6,5,2,2,3,1,,,2,,1,,2,2,,,,,,,,,,,,,,,,,,,,20170920
01010422401,010104224,0101042,1,,1,1,2,1,5,1928,,,1,1,,2,5,1,,,3,1,1,,2,2,,,,,,,,,,,,,,,,,,,,20170920
01010422401,010104224,0101042,2,,1,1,2,1,12,1935,,,1,1,,2,2,1,,,3,1,1,,2,2,,,,,,,,,,,,,,,,,,,,20170920
01010422401,010104224,0101042,3,,1,1,2,1,3,1938,,,5,5,2,2,3,1,,,3,4,1,,1,1,1.0,2,,,,,,,,,,,,,,,,,,20170920
01010422401,010104224,0101042,4,,2,1,,,,1937,,70,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010422501,010104225,0101042,1,,2,1,,,,1896,1948,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010422501,010104225,0101042,4,,2,1,,,,1910,1980,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010422501,010104225,0101042,2,,2,1,,,,1900,,78,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010422501,010104225,0101042,3,,2,1,,,,1899,1977,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010422602,010104226,0101042,4,,2,1,,,,1915,,88,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010422602,010104226,0101042,3,,2,1,,,,1910,,60,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010422602,010104226,0101042,1,,2,1,,,,1911,1963,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010422602,010104226,0101042,2,,2,1,,,,1913,1993,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010422701,010104227,0101042,2,,2,1,,,,-9999,1942,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010422701,010104227,0101042,1,,2,1,,,,1913,,60,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010422802,010104228,0101042,4,,2,1,,,,-9999,,70,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010422802,010104228,0101042,1,,2,1,,,,-9999,1982,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010422802,010104228,0101042,2,,2,2,,,,-9999,,55,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010422802,010104228,0101042,3,,2,1,,,,-9999,1975,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010422902,010104229,0101042,2,,2,1,,,,1914,,73,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010422902,010104229,0101042,3,,2,1,,,,-9999,1986,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010422902,010104229,0101042,1,,2,1,,,,1911,,79,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010422902,010104229,0101042,4,,2,1,,,,-9999,1987,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010423001,010104230,0101042,2,,1,1,2,2,1,1936,,,1,5,2,2,5,6,,,2,,1,,2,2,,,,,,,,,,,,,,,,,,,,20170920
01010423001,010104230,0101042,1,,2,1,,,,-9999,1963,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010423101,010104231,0101042,2,,1,1,2,1,12,1935,,,2,5,2,2,3,6,,,2,,2,2,2,2,,,,,,,,,,,,,,,,,,,,20170920
01010423101,010104231,0101042,1,,2,1,,,,1928,1998,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010423201,010104232,0101042,3,,2,1,,,,1923,2008,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010423201,010104232,0101042,1,,2,1,,,,1921,,66,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010423201,010104232,0101042,2,,2,1,,,,1921,,72,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010423201,010104232,0101042,4,,1,1,2,2,5,1928,,,1,5,2,2,2,5,,,3,4,1,,1,1,1.0,2,,,,,,,,,,,,,,,,,,20170920
01010430101,010104301,0101043,2,,2,1,,,,1921,,90,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010430101,010104301,0101043,3,,2,1,,,,1916,,55,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010430101,010104301,0101043,4,,2,1,,,,1922,,82,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010430101,010104301,0101043,1,,2,1,,,,1920,,85,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010430201,010104302,0101043,2,,1,1,2,2,4,1939,,,1,5,2,2,4,5,,,3,4,1,,1,2,,,,,,,,,,,,,,,,,,,,20170920
01010430201,010104302,0101043,3,,2,1,,,,1929,2008,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010430201,010104302,0101043,1,,2,1,,,,1936,,56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010430201,010104302,0101043,4,,2,1,,,,1928,,67,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010430301,010104303,0101043,3,,2,1,,,,1920,,82,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010430301,010104303,0101043,4,,2,1,,,,1915,,88,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
01010430301,010104303,0101043,2,,2,1,,,,1933,,72,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170920
