communityID,householdID,ID,HH_weight,HH_weight_ad1,ind_weight,ind_weight_ad1,ind_weight_ad2,bio_weight1,bio_weight2,iyear,imonth,urID,mainr
0101041,010104110,01010411002,48865.7421875,61725.14453125,48865.7421875,61725.14453125,61993.7265625,92434.359375,92836.5625,2011,07,479,1
0101041,010104111,01010411101,24432.87109375,30862.572265625,24432.87109375,30862.572265625,30870.96875,62536.859375,62553.87109375,2011,07,480,1
0101041,010104112,01010411201,24432.87109375,30862.572265625,24432.87109375,30862.572265625,31075.64453125,62536.859375,62968.60546875,2011,08,480,1
0101041,010104112,01010411202,24432.87109375,30862.572265625,24432.87109375,30862.572265625,31002.712890625,,,2011,08,480,0
0101041,010104113,01010411301,24432.87109375,30862.572265625,24432.87109375,30862.572265625,31090.166015625,67414.8515625,67912.0,2011,07,479,1
0101041,010104113,01010411302,24432.87109375,30862.572265625,24432.87109375,30862.572265625,31039.091796875,,,2011,07,479,0
0101041,010104114,01010411401,24432.87109375,30862.572265625,24432.87109375,30862.572265625,30998.166015625,48783.72265625,48998.05078125,2011,08,479,1
0101041,010104114,01010411402,24432.87109375,30862.572265625,24432.87109375,30862.572265625,31010.830078125,,,2011,08,479,0
0101041,010104115,01010411501,24432.87109375,30862.572265625,24432.87109375,30862.572265625,31082.78515625,55452.71875,55848.390625,2011,08,480,0
0101041,010104115,01010411502,24432.87109375,30862.572265625,24432.87109375,30862.572265625,31082.78515625,55808.734375,56206.9453125,2011,08,480,1
0101041,010104116,01010411601,24432.87109375,30862.572265625,24432.87109375,30862.572265625,31062.046875,62536.859375,62941.0546875,2011,08,479,0
0101041,010104116,01010411602,24432.87109375,30862.572265625,24432.87109375,30862.572265625,30989.51171875,,,2011,08,479,1
0101041,010104117,01010411701,24432.87109375,30862.572265625,24432.87109375,30862.572265625,30989.51171875,,,2011,08,480,1
0101041,010104117,01010411702,24432.87109375,30862.572265625,24432.87109375,30862.572265625,30992.51171875,47254.9765625,47453.93359375,2011,08,480,0
0101041,010104118,01010411801,24432.87109375,30862.572265625,48865.7421875,61725.14453125,62111.1484375,110905.4375,111598.9921875,2011,08,479,1
0101041,010104118,01010411802,24432.87109375,30862.572265625,48865.7421875,61725.14453125,62034.56640625,,,2011,08,479,0
0101041,010104119,01010411901,24432.87109375,30862.572265625,24432.87109375,30862.572265625,31037.400390625,57114.7421875,57438.28125,2011,07,479,1
0101041,010104119,01010411902,24432.87109375,30862.572265625,24432.87109375,30862.572265625,,,,2011,07,479,0
0101042,010104201,01010420101,25788.09765625,31429.244140625,25788.09765625,31429.244140625,32084.654296875,,,2011,11,488,0
0101042,010104201,01010420102,25788.09765625,31429.244140625,25788.09765625,31429.244140625,31874.7734375,34957.55859375,35453.1015625,2011,11,488,1
0101042,010104202,01010420201,25788.09765625,31429.244140625,25788.09765625,31429.244140625,31672.990234375,35070.609375,35342.59765625,2011,12,488,0
0101042,010104202,01010420202,25788.09765625,31429.244140625,25788.09765625,31429.244140625,31683.60546875,35253.46484375,35538.77734375,2011,12,488,1
0101042,010104203,01010420301,25788.09765625,31429.244140625,25788.09765625,31429.244140625,31856.1796875,34656.58203125,35127.35546875,2011,11,488,0
0101042,010104203,01010420302,25788.09765625,31429.244140625,25788.09765625,31429.244140625,31832.8125,35142.27734375,35593.51953125,2011,11,488,1
0101042,010104204,01010420401,25788.09765625,31429.244140625,25788.09765625,31429.244140625,31448.625,34957.55859375,34979.11328125,2011,12,488,1
0101042,010104205,01010420501,25788.09765625,31429.244140625,25788.09765625,31429.244140625,32009.24609375,34948.28515625,35593.2265625,2011,11,488,0
0101042,010104205,01010420502,25788.09765625,31429.244140625,25788.09765625,31429.244140625,32129.333984375,37665.2734375,38504.2734375,2011,11,488,1
0101042,010104206,01010420601,25788.09765625,31429.244140625,25788.09765625,31429.244140625,31990.43359375,34948.28515625,35572.30859375,2011,11,488,0
0101042,010104206,01010420602,25788.09765625,31429.244140625,25788.09765625,31429.244140625,32042.830078125,37665.2734375,38400.60546875,2011,11,488,1
0101042,010104207,01010420701,25788.09765625,31429.244140625,25788.09765625,31429.244140625,31779.548828125,34889.45703125,35278.33203125,2011,11,488,1
0101042,010104207,01010420702,25788.09765625,31429.244140625,25788.09765625,31429.244140625,31710.048828125,33991.65625,34295.3515625,2011,11,488,0
0101042,010104208,01010420801,25788.09765625,31429.244140625,25788.09765625,31429.244140625,31447.388671875,34907.20703125,34927.359375,2011,11,488,1
0101042,010104209,01010420901,25788.09765625,31429.244140625,25788.09765625,31429.244140625,31438.62890625,35308.83203125,35319.375,2011,11,488,1
0101042,010104210,01010421001,25788.09765625,31429.244140625,25788.09765625,31429.244140625,31440.3125,35308.83203125,35321.26953125,2011,11,488,1
0101042,010104211,01010421101,25788.09765625,31429.244140625,25788.09765625,31429.244140625,31819.720703125,35142.27734375,35578.8828125,2011,11,488,0
0101042,010104211,01010421102,25788.09765625,31429.244140625,25788.09765625,31429.244140625,31949.572265625,36597.76953125,37203.6640625,2011,11,488,1
0101042,010104212,01010421201,25788.09765625,31429.244140625,25788.09765625,31429.244140625,31446.232421875,33991.65625,34010.02734375,2011,11,488,1
0101042,010104213,01010421301,25788.09765625,31429.244140625,25788.09765625,31429.244140625,31438.943359375,35511.94140625,35522.8984375,2011,11,488,1
0101042,010104214,01010421401,25788.09765625,31429.244140625,25788.09765625,31429.244140625,31782.947265625,,,2011,08,479,1
0101042,010104214,01010421402,25788.09765625,31429.244140625,25788.09765625,31429.244140625,31870.4921875,,,2011,08,479,0
0101042,010104215,01010421501,25788.09765625,31429.244140625,25788.09765625,31429.244140625,31736.267578125,35822.6953125,36172.63671875,2011,11,488,0
0101042,010104215,01010421502,25788.09765625,31429.244140625,25788.09765625,31429.244140625,31659.6484375,35308.83203125,35567.6796875,2011,11,488,1
0101042,010104216,01010421601,25788.09765625,31429.244140625,25788.09765625,31429.244140625,31441.87109375,36355.1796875,36369.7890625,2011,11,488,1
0101042,010104217,01010421701,25788.09765625,31429.244140625,38682.14453125,47143.86328125,47958.34375,53943.11328125,54875.0625,2011,11,488,0
0101042,010104217,01010421702,25788.09765625,31429.244140625,38682.14453125,47143.86328125,48005.5078125,54405.82421875,55400.1953125,2011,11,488,1
0101042,010104218,01010421801,25788.09765625,31429.244140625,25788.09765625,31429.244140625,32152.798828125,,,2011,11,488,0
0101042,010104218,01010421802,25788.09765625,31429.244140625,25788.09765625,31429.244140625,31972.232421875,35962.078125,36583.37890625,2011,11,488,1
0101042,010104219,01010421901,25788.09765625,31429.244140625,51576.1953125,62858.48828125,62907.3203125,71818.328125,71874.1171875,2011,11,488,1
0101042,010104220,01010422001,25788.09765625,31429.244140625,25788.09765625,31429.244140625,31444.630859375,33991.65625,34008.296875,2011,11,488,1
0101042,010104221,01010422101,25788.09765625,31429.244140625,25788.09765625,31429.244140625,31832.8125,35909.1640625,36370.2578125,2011,11,488,0
0101042,010104221,01010422102,25788.09765625,31429.244140625,25788.09765625,31429.244140625,31967.017578125,36270.55078125,36891.1640625,2011,11,488,1
0101042,010104222,01010422201,25788.09765625,31429.244140625,25788.09765625,31429.244140625,31905.140625,34907.20703125,35435.765625,2011,11,488,1
0101042,010104222,01010422202,25788.09765625,31429.244140625,25788.09765625,31429.244140625,32063.400390625,37665.2734375,38425.2578125,2011,11,488,0
0101042,010104223,01010422301,25788.09765625,31429.244140625,25788.09765625,31429.244140625,32152.798828125,40112.0,41035.4453125,2011,11,488,1
0101042,010104223,01010422302,25788.09765625,31429.244140625,25788.09765625,31429.244140625,32290.75390625,35962.078125,36947.8359375,2011,11,488,0
0101042,010104224,01010422401,25788.09765625,31429.244140625,25788.09765625,31429.244140625,31972.232421875,35962.078125,36583.37890625,2011,11,488,1
0101042,010104224,01010422402,25788.09765625,31429.244140625,25788.09765625,31429.244140625,32177.0546875,,,2011,11,488,0
0101042,010104225,01010422501,25788.09765625,31429.244140625,25788.09765625,31429.244140625,31757.193359375,,,2011,08,479,1
0101042,010104225,01010422502,25788.09765625,31429.244140625,25788.09765625,31429.244140625,,,,2011,08,479,0
0101042,010104226,01010422601,25788.09765625,31429.244140625,25788.09765625,31429.244140625,31832.8125,35909.1640625,36370.2578125,2011,11,488,0
0101042,010104226,01010422602,25788.09765625,31429.244140625,25788.09765625,31429.244140625,32003.673828125,36270.55078125,36933.46484375,2011,11,488,1
0101042,010104227,01010422701,25788.09765625,31429.244140625,25788.09765625,31429.244140625,31441.064453125,35308.83203125,35322.11328125,2011,11,488,1
0101042,010104228,01010422801,25788.09765625,31429.244140625,25788.09765625,31429.244140625,31932.697265625,,,2011,11,488,0
0101042,010104228,01010422802,25788.09765625,31429.244140625,25788.09765625,31429.244140625,31819.720703125,34957.55859375,35391.87109375,2011,11,488,1
0101042,010104229,01010422901,25788.09765625,31429.244140625,25788.09765625,31429.244140625,31771.474609375,34125.8046875,34497.3984375,2011,11,488,0
0101042,010104229,01010422902,25788.09765625,31429.244140625,25788.09765625,31429.244140625,31856.1796875,35323.15234375,35802.984375,2011,11,488,1
0101042,010104230,01010423001,25788.09765625,31429.244140625,25788.09765625,31429.244140625,31463.994140625,40112.0,40156.3515625,2011,11,488,1
0101042,010104231,01010423101,25788.09765625,31429.244140625,25788.09765625,31429.244140625,31454.478515625,35962.078125,35990.953125,2011,11,488,1
0101042,010104232,01010423201,25788.09765625,31429.244140625,25788.09765625,31429.244140625,31443.181640625,33991.65625,34006.7265625,2011,11,488,1
0101043,010104301,01010430101,21904.02734375,22634.1640625,21904.02734375,22634.1640625,22732.650390625,24131.626953125,24236.62890625,2011,09,477,0
0101043,010104301,01010430102,21904.02734375,22634.1640625,21904.02734375,22634.1640625,22721.318359375,24271.279296875,24364.73828125,2011,09,477,1
0101043,010104302,01010430201,21904.02734375,22634.1640625,21904.02734375,22634.1640625,22736.94140625,24271.279296875,24381.490234375,2011,09,477,1
0101043,010104302,01010430202,21904.02734375,22634.1640625,21904.02734375,22634.1640625,22795.6640625,,,2011,09,477,0
0101043,010104303,01010430301,21904.02734375,22634.1640625,32856.0390625,33951.2421875,34193.4921875,37548.484375,37816.40234375,2011,09,477,1
0101043,010104303,01010430302,21904.02734375,22634.1640625,32856.0390625,33951.2421875,34121.43359375,36406.9140625,36589.41796875,2011,09,477,0
0101043,010104304,01010430401,21904.02734375,22634.1640625,21904.02734375,22634.1640625,22638.17578125,24216.767578125,24221.060546875,2011,09,477,1
0101043,010104305,01010430501,21904.02734375,22634.1640625,21904.02734375,22634.1640625,22641.189453125,24913.01953125,24920.751953125,2011,09,477,1
0101043,010104306,01010430601,21904.02734375,22634.1640625,32856.0390625,33951.2421875,34090.88671875,36371.87109375,36521.46875,2011,09,477,0
0101043,010104306,01010430602,21904.02734375,22634.1640625,32856.0390625,33951.2421875,34163.55859375,37548.484375,37783.296875,2011,09,477,1
0101043,010104307,01010430701,21904.02734375,22634.1640625,21904.02734375,22634.1640625,22742.892578125,24131.626953125,24247.548828125,2011,09,477,0
0101043,010104307,01010430702,21904.02734375,22634.1640625,21904.02734375,22634.1640625,22721.318359375,24271.279296875,24364.73828125,2011,09,477,1
0101043,010104308,01010430801,21904.02734375,22634.1640625,21904.02734375,22634.1640625,22638.490234375,24247.916015625,24252.55078125,2011,09,477,1
0101043,010104309,01010430901,21904.02734375,22634.1640625,21904.02734375,22634.1640625,22806.673828125,25807.13671875,26003.830078125,2011,09,477,1
0101043,010104309,01010430902,21904.02734375,22634.1640625,21904.02734375,22634.1640625,22781.87109375,24290.615234375,24449.130859375,2011,09,477,0
0101043,010104310,01010431001,21904.02734375,22634.1640625,21904.02734375,22634.1640625,22718.494140625,23806.13671875,23894.833984375,2011,09,477,0
0101043,010104310,01010431002,21904.02734375,22634.1640625,21904.02734375,22634.1640625,22742.892578125,24036.822265625,24152.2890625,2011,09,477,1
0101043,010104311,01010431101,21904.02734375,22634.1640625,32856.0390625,33951.2421875,34103.92578125,36055.23046875,36217.375,2011,09,477,1
0101043,010104311,01010431102,21904.02734375,22634.1640625,32856.0390625,33951.2421875,34062.10546875,,,2011,09,477,0
0101043,010104312,01010431201,21904.02734375,22634.1640625,21904.02734375,22634.1640625,22724.240234375,24271.279296875,24367.87109375,2011,09,477,0
0101043,010104312,01010431202,21904.02734375,22634.1640625,21904.02734375,22634.1640625,22735.953125,24131.626953125,24240.1484375,2011,09,477,1
0101043,010104313,01010431301,21904.02734375,22634.1640625,21904.02734375,22634.1640625,22743.9453125,24271.279296875,24389.001953125,2011,09,477,1
0101043,010104313,01010431302,21904.02734375,22634.1640625,21904.02734375,22634.1640625,22790.427734375,25527.640625,25703.880859375,2011,09,477,0
0101043,010104314,01010431401,21904.02734375,22634.1640625,21904.02734375,22634.1640625,22732.650390625,24131.626953125,24236.62890625,2011,09,477,1
0101043,010104314,01010431402,21904.02734375,22634.1640625,21904.02734375,22634.1640625,22715.7578125,23823.10546875,23908.984375,2011,09,477,0
0101043,010104315,01010431501,21904.02734375,22634.1640625,21904.02734375,22634.1640625,22736.94140625,24271.279296875,24381.490234375,2011,09,477,1
0101043,010104315,01010431502,21904.02734375,22634.1640625,21904.02734375,22634.1640625,22742.892578125,24036.822265625,24152.2890625,2011,09,477,0
0101043,010104316,01010431601,21904.02734375,22634.1640625,21904.02734375,22634.1640625,22717.68359375,24672.697265625,24763.73828125,2011,09,477,1
0101043,010104316,01010431602,21904.02734375,22634.1640625,21904.02734375,22634.1640625,22690.9375,24434.267578125,24495.556640625,2011,09,477,0
0101043,010104317,01010431701,21904.02734375,22634.1640625,32856.0390625,33951.2421875,34170.6796875,37548.484375,37791.171875,2011,09,477,0
0101043,010104317,01010431702,21904.02734375,22634.1640625,32856.0390625,33951.2421875,34100.40625,36371.87109375,36531.66796875,2011,09,477,1
0101043,010104318,01010431801,21904.02734375,22634.1640625,21904.02734375,22634.1640625,22818.431640625,,,2011,09,477,1
0101043,010104318,01010431802,21904.02734375,22634.1640625,21904.02734375,22634.1640625,22781.87109375,24377.3359375,24536.41796875,2011,09,477,0
0101043,010104319,01010431901,21904.02734375,22634.1640625,21904.02734375,22634.1640625,22750.302734375,24131.626953125,24255.44921875,2011,09,477,0
0101043,010104319,01010431902,21904.02734375,22634.1640625,21904.02734375,22634.1640625,22713.11328125,,,2011,09,477,1
0101043,010104320,01010432001,21904.02734375,22634.1640625,21904.02734375,22634.1640625,22771.119140625,25527.640625,25682.103515625,2011,09,477,0
0101043,010104320,01010432002,21904.02734375,22634.1640625,21904.02734375,22634.1640625,22763.62109375,24290.615234375,24429.546875,2011,09,477,1
0101043,010104321,01010432101,21904.02734375,22634.1640625,21904.02734375,22634.1640625,22763.62109375,24290.615234375,24429.546875,2011,09,477,0
0101043,010104321,01010432102,21904.02734375,22634.1640625,21904.02734375,22634.1640625,22790.427734375,25527.640625,25703.880859375,2011,09,477,1
0101043,010104322,01010432201,21904.02734375,22634.1640625,21904.02734375,22634.1640625,22755.361328125,24290.615234375,24420.681640625,2011,09,477,0
0101043,010104322,01010432202,21904.02734375,22634.1640625,21904.02734375,22634.1640625,22775.708984375,25032.326171875,25188.869140625,2011,09,477,1
0101043,010104323,01010432301,21904.02734375,22634.1640625,21904.02734375,22634.1640625,22682.30859375,24434.267578125,24486.240234375,2011,09,477,1
0101043,010104323,01010432302,21904.02734375,22634.1640625,21904.02734375,22634.1640625,22702.693359375,24239.677734375,24313.068359375,2011,09,477,0
0101043,010104324,01010432401,21904.02734375,22634.1640625,21904.02734375,22634.1640625,22801.078125,25973.251953125,26164.7890625,2011,09,477,0
0101043,010104324,01010432402,21904.02734375,22634.1640625,21904.02734375,22634.1640625,22743.9453125,24271.279296875,24389.001953125,2011,09,477,1
0101043,010104325,01010432501,21904.02734375,22634.1640625,21904.02734375,22634.1640625,22636.5546875,24434.267578125,24436.84765625,2011,09,477,1
0101043,010104326,01010432601,21904.02734375,22634.1640625,21904.02734375,22634.1640625,22637.955078125,23806.13671875,23810.123046875,2011,09,477,1
0101043,010104327,01010432701,21904.02734375,22634.1640625,21904.02734375,22634.1640625,22739.365234375,24131.626953125,24243.787109375,2011,09,477,1
0101043,010104327,01010432702,21904.02734375,22634.1640625,21904.02734375,22634.1640625,22710.552734375,23885.349609375,23965.9609375,2011,09,477,0
0101043,010104328,01010432801,21904.02734375,22634.1640625,21904.02734375,22634.1640625,22723.376953125,24131.626953125,24226.740234375,2011,09,477,1
0101043,010104328,01010432802,21904.02734375,22634.1640625,21904.02734375,22634.1640625,22698.943359375,23823.10546875,23891.287109375,2011,09,477,0
0101043,010104329,01010432901,21904.02734375,22634.1640625,21904.02734375,22634.1640625,22775.708984375,24880.498046875,25036.091796875,2011,09,477,1
0101043,010104329,01010432902,21904.02734375,22634.1640625,21904.02734375,22634.1640625,22743.9453125,24271.279296875,24389.001953125,2011,09,477,0
0101043,010104330,01010433001,21904.02734375,22634.1640625,21904.02734375,22634.1640625,22636.001953125,24434.267578125,24436.251953125,2011,09,477,1
0102061,010206101,01020610101,23349.546875,24183.458984375,23349.546875,24183.458984375,24285.27734375,24565.33203125,24668.759765625,2011,08,488,1
0102061,010206101,01020610102,23349.546875,24183.458984375,23349.546875,24183.458984375,24262.427734375,24482.328125,24562.2734375,2011,08,488,0
0102061,010206102,01020610201,23349.546875,24183.458984375,35024.31640625,36275.18359375,36449.44140625,36847.99609375,37025.00390625,2011,08,488,1
0102061,010206102,01020610202,23349.546875,24183.458984375,35024.31640625,36275.18359375,36429.390625,36892.47265625,37049.3046875,2011,08,488,0
0102061,010206103,01020610301,23349.546875,24183.458984375,23349.546875,24183.458984375,24262.427734375,24486.65625,24566.615234375,2011,08,489,1
0102061,010206103,01020610302,23349.546875,24183.458984375,23349.546875,24183.458984375,24288.6875,24546.333984375,24653.142578125,2011,08,489,0
0102061,010206104,01020610401,23349.546875,24183.458984375,23349.546875,24183.458984375,24264.2890625,24614.322265625,24696.591796875,2011,08,488,1
0102061,010206104,01020610402,23349.546875,24183.458984375,23349.546875,24183.458984375,24270.63671875,24486.65625,24574.92578125,2011,08,488,0
0102061,010206105,01020610501,23349.546875,24183.458984375,35024.31640625,36275.18359375,36404.69921875,,,2011,08,488,1
0102061,010206105,01020610502,23349.546875,24183.458984375,35024.31640625,36275.18359375,36372.37890625,36963.76171875,37062.80078125,2011,08,488,0
0102061,010206106,01020610601,23349.546875,24183.458984375,23349.546875,24183.458984375,24238.40625,24642.509765625,24698.5,2011,08,488,0
0102061,010206106,01020610602,23349.546875,24183.458984375,23349.546875,24183.458984375,24264.2890625,24614.322265625,24696.591796875,2011,08,488,1
0102061,010206107,01020610701,23349.546875,24183.458984375,23349.546875,24183.458984375,24249.783203125,24587.04296875,24654.474609375,2011,08,488,1
0102061,010206107,01020610702,23349.546875,24183.458984375,23349.546875,24183.458984375,24267.8125,24482.328125,24567.724609375,2011,08,488,0
0102061,010206108,01020610801,23349.546875,24183.458984375,23349.546875,24183.458984375,24352.037109375,24605.876953125,24777.400390625,2011,08,489,0
0102061,010206108,01020610802,23349.546875,24183.458984375,23349.546875,24183.458984375,24380.33984375,24981.0625,25184.4375,2011,08,489,1
0102061,010206109,01020610901,23349.546875,24183.458984375,23349.546875,24183.458984375,24373.955078125,25210.84375,25409.43359375,2011,08,489,1
0102061,010206109,01020610902,23349.546875,24183.458984375,23349.546875,24183.458984375,24341.27734375,24605.876953125,24766.453125,2011,08,489,0
0102061,010206110,01020611001,23349.546875,24183.458984375,23349.546875,24183.458984375,24189.419921875,24565.33203125,24571.388671875,2011,08,488,1
0102061,010206111,01020611101,23349.546875,24183.458984375,23349.546875,24183.458984375,24380.33984375,25034.97265625,25238.787109375,2011,08,489,1
0102061,010206111,01020611102,23349.546875,24183.458984375,23349.546875,24183.458984375,24346.5703125,24605.876953125,24771.837890625,2011,08,489,0
0102061,010206112,01020611201,23349.546875,24183.458984375,23349.546875,24183.458984375,24244.1171875,24642.509765625,24704.3203125,2011,08,488,1
0102061,010206112,01020611202,23349.546875,24183.458984375,23349.546875,24183.458984375,24252.005859375,24614.322265625,24684.08984375,2011,08,488,0
0102061,010206113,01020611301,23349.546875,24183.458984375,23349.546875,24183.458984375,24312.953125,24627.9921875,24759.8671875,2011,08,489,0
0102061,010206113,01020611302,23349.546875,24183.458984375,23349.546875,24183.458984375,24334.693359375,24921.3359375,25077.18359375,2011,08,489,1
0102061,010206114,01020611401,23349.546875,24183.458984375,23349.546875,24183.458984375,24186.16015625,24592.88671875,24595.634765625,2011,08,488,1
0102061,010206115,01020611501,23349.546875,24183.458984375,23349.546875,24183.458984375,24186.470703125,24642.509765625,24645.580078125,2011,08,489,1
0102061,010206116,01020611601,23349.546875,24183.458984375,23349.546875,24183.458984375,24312.953125,24599.849609375,24731.57421875,2011,08,489,0
0102061,010206116,01020611602,23349.546875,24183.458984375,23349.546875,24183.458984375,24361.796875,24981.0625,25165.283203125,2011,08,489,1
0102061,010206117,01020611701,23349.546875,24183.458984375,23349.546875,24183.458984375,24299.630859375,24541.15625,24659.046875,2011,08,488,0
0102061,010206117,01020611702,23349.546875,24183.458984375,23349.546875,24183.458984375,24279.701171875,24600.947265625,24698.8515625,2011,08,488,1
0102061,010206118,01020611801,23349.546875,24183.458984375,46699.09375,48366.91796875,48727.0546875,49255.984375,49622.7421875,2011,08,489,0
0102061,010206118,01020611802,23349.546875,24183.458984375,46699.09375,48366.91796875,48760.6796875,50421.6875,50832.1796875,2011,08,489,1
0102061,010206119,01020611901,23349.546875,24183.458984375,23349.546875,24183.458984375,24326.416015625,24605.876953125,24751.33203125,2011,08,489,1
0102061,010206119,01020611902,23349.546875,24183.458984375,23349.546875,24183.458984375,24299.630859375,24565.33203125,24683.33984375,2011,08,489,0
0102061,010206120,01020612001,23349.546875,24183.458984375,46699.09375,48366.91796875,48704.07421875,49211.75390625,49554.80078125,2011,08,489,0
0102061,010206120,01020612002,23349.546875,24183.458984375,46699.09375,48366.91796875,48747.91015625,50069.9453125,50464.35546875,2011,08,489,1
0102061,010206121,01020612101,23349.546875,24183.458984375,46699.09375,48366.91796875,48773.87890625,50421.6875,50845.9375,2011,08,488,1
0102061,010206121,01020612102,23349.546875,24183.458984375,46699.09375,48366.91796875,48739.12890625,49255.984375,49635.0390625,2011,08,488,0
0102061,010206122,01020612201,23349.546875,24183.458984375,46699.09375,48366.91796875,48372.19921875,49285.01953125,49290.40234375,2011,08,489,1
0102061,010206123,01020612301,23349.546875,24183.458984375,23349.546875,24183.458984375,24267.8125,24482.328125,24567.724609375,2011,08,488,1
0102061,010206123,01020612302,23349.546875,24183.458984375,23349.546875,24183.458984375,24299.630859375,24565.33203125,24683.33984375,2011,08,488,0
0102061,010206124,01020612401,23349.546875,24183.458984375,23349.546875,24183.458984375,24276.580078125,24622.802734375,24717.615234375,2011,08,489,0
0102061,010206124,01020612402,23349.546875,24183.458984375,23349.546875,24183.458984375,24307.546875,24541.15625,24667.080078125,2011,08,489,1
0102061,010206125,01020612501,23349.546875,24183.458984375,46699.09375,48366.91796875,48371.109375,49285.01953125,49289.29296875,2011,08,489,1
0102061,010206126,01020612601,23349.546875,24183.458984375,23349.546875,24183.458984375,24228.544921875,24642.509765625,24688.453125,2011,08,488,1
0102061,010206126,01020612602,23349.546875,24183.458984375,23349.546875,24183.458984375,24272.6953125,24592.88671875,24683.634765625,2011,08,488,0
0102061,010206127,01020612701,23349.546875,24183.458984375,23349.546875,24183.458984375,24241.5859375,24592.88671875,24651.998046875,2011,08,488,0
0102061,010206127,01020612702,23349.546875,24183.458984375,23349.546875,24183.458984375,24244.1171875,24642.509765625,24704.3203125,2011,08,488,1
0102061,010206128,01020612801,23349.546875,24183.458984375,23349.546875,24183.458984375,24325.041015625,24764.59765625,24909.58203125,2011,08,488,1
0102061,010206128,01020612802,23349.546875,24183.458984375,23349.546875,24183.458984375,24296.953125,24594.986328125,24710.412109375,2011,08,488,0
0102062,010206201,01020620101,24943.7109375,26791.392578125,24943.7109375,26791.392578125,26928.86328125,28877.236328125,29025.41015625,2011,09,489,1
0102062,010206201,01020620102,24943.7109375,26791.392578125,24943.7109375,26791.392578125,26913.046875,29191.142578125,29323.6953125,2011,09,489,0
0102062,010206202,01020620201,24943.7109375,26791.392578125,24943.7109375,26791.392578125,26794.318359375,29430.060546875,29433.275390625,2011,08,488,1
0102062,010206203,01020620301,24943.7109375,26791.392578125,24943.7109375,26791.392578125,26798.92578125,30306.716796875,30315.23828125,2011,08,489,1
0102062,010206204,01020620401,24943.7109375,26791.392578125,24943.7109375,26791.392578125,26800.275390625,30306.716796875,30316.763671875,2011,09,489,1
0102062,010206205,01020620501,24943.7109375,26791.392578125,49887.421875,53582.78515625,53886.31640625,60263.67578125,60605.05078125,2011,09,489,0
0102062,010206205,01020620502,24943.7109375,26791.392578125,49887.421875,53582.78515625,53826.09375,,,2011,09,489,1
0102062,010206206,01020620601,24943.7109375,26791.392578125,24943.7109375,26791.392578125,,,,2011,09,489,0
0102062,010206206,01020620602,24943.7109375,26791.392578125,24943.7109375,26791.392578125,26887.046875,,,2011,09,489,1
0102062,010206207,01020620701,24943.7109375,26791.392578125,24943.7109375,26791.392578125,26795.458984375,28509.318359375,28513.646484375,2011,08,488,1
