communityID,province,province_eng,city,city_eng,urban_nbs,areatype,versionID
1774023,É½Î÷Ê¡,Shanxi,ÁÙ·ÚÊÐ,Linfen,0,210,20151118
1840371,ÉÏº£ÊÐ,Shanghai,ÉÏº£ÊÐ,Shanghai,1,111,20151118
1840372,ÉÏº£ÊÐ,Shanghai,ÉÏº£ÊÐ,Shanghai,1,111,20151118
1840373,ÉÏº£ÊÐ,Shanghai,ÉÏº£ÊÐ,Shanghai,1,111,20151118
1940371,Ìì½ò,Tianjin,Ìì½ò,Tianjin,1,112,20151118
1940372,Ìì½ò,Tianjin,Ìì½ò,Tianjin,1,111,20151118
1940373,Ìì½ò,Tianjin,Ìì½ò,Tianjin,1,112,20151118
2001041,Õã½­Ê¡,Zhejiang,ºþÖÝÊÐ,Huzhou,1,111,20151118
2001042,Õã½­Ê¡,Zhejiang,ºþÖÝÊÐ,Huzhou,1,111,20151118
2001043,Õã½­Ê¡,Zhejiang,ºþÖÝÊÐ,Huzhou,0,220,20151118
2024541,Õã½­Ê¡,Zhejiang,Äþ²¨ÊÐ,Ningbo,0,220,20151118
2024542,Õã½­Ê¡,Zhejiang,Äþ²¨ÊÐ,Ningbo,1,122,20151118
2024543,Õã½­Ê¡,Zhejiang,Äþ²¨ÊÐ,Ningbo,0,220,20151118
2040281,Õã½­Ê¡,Zhejiang,º¼ÖÝÊÐ,Hangzhou,1,111,20151118
2040282,Õã½­Ê¡,Zhejiang,º¼ÖÝÊÐ,Hangzhou,1,111,20151118
2040283,Õã½­Ê¡,Zhejiang,º¼ÖÝÊÐ,Hangzhou,1,111,20151118
2049061,Õã½­Ê¡,Zhejiang,ÀöË®ÊÐ,Lishui,0,220,20151118
2049062,Õã½­Ê¡,Zhejiang,ÀöË®ÊÐ,Lishui,0,220,20151118
2049063,Õã½­Ê¡,Zhejiang,ÀöË®ÊÐ,Lishui,0,220,20151118
2053041,Õã½­Ê¡,Zhejiang,¼ÎÐËÊÐ,Jiaxing,1,111,20151118
2053042,Õã½­Ê¡,Zhejiang,¼ÎÐËÊÐ,Jiaxing,1,111,20151118
2053043,Õã½­Ê¡,Zhejiang,¼ÎÐËÊÐ,Jiaxing,1,121,20151118
2074061,Õã½­Ê¡,Zhejiang,Ì¨ÖÝÊÐ,Taizhou,0,220,20151118
2074062,Õã½­Ê¡,Zhejiang,Ì¨ÖÝÊÐ,Taizhou,0,220,20151118
2074063,Õã½­Ê¡,Zhejiang,Ì¨ÖÝÊÐ,Taizhou,1,121,20151118
2074281,Õã½­Ê¡,Zhejiang,Ì¨ÖÝÊÐ,Taizhou,0,220,20151118
2074282,Õã½­Ê¡,Zhejiang,Ì¨ÖÝÊÐ,Taizhou,0,220,20151118
2074283,Õã½­Ê¡,Zhejiang,Ì¨ÖÝÊÐ,Taizhou,0,220,20151118
2111541,¼ªÁÖÊ¡,Jilin,ËÄÆ½ÊÐ,Siping,1,111,20151118
2111542,¼ªÁÖÊ¡,Jilin,ËÄÆ½ÊÐ,Siping,1,111,20151118
2111543,¼ªÁÖÊ¡,Jilin,ËÄÆ½ÊÐ,Siping,0,220,20151118
2111761,¼ªÁÖÊ¡,Jilin,ËÄÆ½ÊÐ,Siping,0,220,20151118
2111762,¼ªÁÖÊ¡,Jilin,ËÄÆ½ÊÐ,Siping,0,220,20151118
2111763,¼ªÁÖÊ¡,Jilin,ËÄÆ½ÊÐ,Siping,1,121,20151118
2124281,¼ªÁÖÊ¡,Jilin,¼ªÁÖÊÐ,Jilin,1,111,20151118
2124282,¼ªÁÖÊ¡,Jilin,¼ªÁÖÊÐ,Jilin,1,111,20151118
2124283,¼ªÁÖÊ¡,Jilin,¼ªÁÖÊÐ,Jilin,1,121,20151118
2411161,¹ãÎ÷Ê¡,Guangxi,¹ðÁÖÊÐ,Guilin,1,111,20151118
2411162,¹ãÎ÷Ê¡,Guangxi,¹ðÁÖÊÐ,Guilin,1,111,20151118
2411163,¹ãÎ÷Ê¡,Guangxi,¹ðÁÖÊÐ,Guilin,1,111,20151118
2427021,¹ãÎ÷Ê¡,Guangxi,ºÓ³ØÊÐ,Hechi,0,220,20151118
2427022,¹ãÎ÷Ê¡,Guangxi,ºÓ³ØÊÐ,Hechi,0,220,20151118
2427023,¹ãÎ÷Ê¡,Guangxi,ºÓ³ØÊÐ,Hechi,0,220,20151118
2440561,¹ãÎ÷Ê¡,Guangxi,ÄÏÄþÊÐ,Nanning,1,111,20151118
2440562,¹ãÎ÷Ê¡,Guangxi,ÄÏÄþÊÐ,Nanning,1,112,20151118
2440563,¹ãÎ÷Ê¡,Guangxi,ÄÏÄþÊÐ,Nanning,0,220,20151118
2446041,¹ãÎ÷Ê¡,Guangxi,ÓñÁÖÊÐ,Yulin,1,111,20151118
2446042,¹ãÎ÷Ê¡,Guangxi,ÓñÁÖÊÐ,Yulin,0,220,20151118
2446043,¹ãÎ÷Ê¡,Guangxi,ÓñÁÖÊÐ,Yulin,0,220,20151118
2446761,¹ãÎ÷Ê¡,Guangxi,ÓñÁÖÊÐ,Yulin,0,220,20151118
2446762,¹ãÎ÷Ê¡,Guangxi,ÓñÁÖÊÐ,Yulin,0,220,20151118
2446763,¹ãÎ÷Ê¡,Guangxi,ÓñÁÖÊÐ,Yulin,0,220,20151118
2616761,°²»ÕÊ¡,Anhui,ÙñÖÝÊÐ,Bozhou,0,220,20151118
2616762,°²»ÕÊ¡,Anhui,ÙñÖÝÊÐ,Bozhou,1,121,20151118
2616763,°²»ÕÊ¡,Anhui,ÙñÖÝÊÐ,Bozhou,0,220,20151118
2627281,°²»ÕÊ¡,Anhui,¸·ÑôÊÐ,Fuyang,0,220,20151118
2627282,°²»ÕÊ¡,Anhui,¸·ÑôÊÐ,Fuyang,0,220,20151118
2627283,°²»ÕÊ¡,Anhui,¸·ÑôÊÐ,Fuyang,0,210,20151118
2653591,°²»ÕÊ¡,Anhui,»´ÄÏÊÐ,Huainan,0,220,20151118
2653592,°²»ÕÊ¡,Anhui,»´ÄÏÊÐ,Huainan,1,121,20151118
2653593,°²»ÕÊ¡,Anhui,»´ÄÏÊÐ,Huainan,0,220,20151118
2655761,°²»ÕÊ¡,Anhui,°²ÇìÊÐ,Anqing,0,220,20151118
2655762,°²»ÕÊ¡,Anhui,°²ÇìÊÐ,Anqing,0,220,20151118
2655763,°²»ÕÊ¡,Anhui,°²ÇìÊÐ,Anqing,0,220,20151118
2660591,°²»ÕÊ¡,Anhui,ËÞÖÝÊÐ,Suzhou,1,122,20151118
2660592,°²»ÕÊ¡,Anhui,ËÞÖÝÊÐ,Suzhou,1,122,20151118
2660593,°²»ÕÊ¡,Anhui,ËÞÖÝÊÐ,Suzhou,1,122,20151118
2663061,°²»ÕÊ¡,Anhui,Áù°²ÊÐ,Liuan,1,121,20151118
2663062,°²»ÕÊ¡,Anhui,Áù°²ÊÐ,Liuan,0,220,20151118
2663063,°²»ÕÊ¡,Anhui,Áù°²ÊÐ,Liuan,0,220,20151118
2686061,°²»ÕÊ¡,Anhui,³²ºþÊÐ,Chaohu,0,220,20151118
2686062,°²»ÕÊ¡,Anhui,³²ºþÊÐ,Chaohu,1,121,20151118
2686063,°²»ÕÊ¡,Anhui,³²ºþÊÐ,Chaohu,0,220,20151118
2704021,ºþ±±Ê¡,Hubei,Ïå·®ÊÐ,Xiangfan,0,220,20151118
2704022,ºþ±±Ê¡,Hubei,Ïå·®ÊÐ,Xiangfan,0,220,20151118
2704023,ºþ±±Ê¡,Hubei,Ïå·®ÊÐ,Xiangfan,1,121,20151118
2718061,ºþ±±Ê¡,Hubei,¶÷Ê©ÍÁ¼Ò×åÃç×å×ÔÖÎÖÝ,Enshi,0,220,20151118
2718062,ºþ±±Ê¡,Hubei,¶÷Ê©ÍÁ¼Ò×åÃç×å×ÔÖÎÖÝ,Enshi,1,121,20151118
2718063,ºþ±±Ê¡,Hubei,¶÷Ê©ÍÁ¼Ò×åÃç×å×ÔÖÎÖÝ,Enshi,0,220,20151118
2749511,ºþ±±Ê¡,Hubei,»Æ¸ÔÊÐ,Huanggang,0,220,20151118
2749512,ºþ±±Ê¡,Hubei,»Æ¸ÔÊÐ,Huanggang,1,121,20151118
2749513,ºþ±±Ê¡,Hubei,»Æ¸ÔÊÐ,Huanggang,0,220,20151118
2755591,ºþ±±Ê¡,Hubei,¾£ÃÅÊÐ,Jingmen,0,220,20151118
2755592,ºþ±±Ê¡,Hubei,¾£ÃÅÊÐ,Jingmen,1,121,20151118
2755593,ºþ±±Ê¡,Hubei,¾£ÃÅÊÐ,Jingmen,1,121,20151118
2801541,ÉÂÎ÷Ê¡,Shaanxi,Î¼ÄÏÊÐ,Weinan,0,220,20151118
2801542,ÉÂÎ÷Ê¡,Shaanxi,Î¼ÄÏÊÐ,Weinan,0,220,20151118
2801543,ÉÂÎ÷Ê¡,Shaanxi,Î¼ÄÏÊÐ,Weinan,0,220,20151118
2811041,ÉÂÎ÷Ê¡,Shaanxi,±¦¼¦ÊÐ,Baoji,1,112,20151118
2811042,ÉÂÎ÷Ê¡,Shaanxi,±¦¼¦ÊÐ,Baoji,1,121,20151118
2811043,ÉÂÎ÷Ê¡,Shaanxi,±¦¼¦ÊÐ,Baoji,1,111,20151118
2811161,ÉÂÎ÷Ê¡,Shaanxi,±¦¼¦ÊÐ,Baoji,0,220,20151118
2811162,ÉÂÎ÷Ê¡,Shaanxi,±¦¼¦ÊÐ,Baoji,0,220,20151118
2811163,ÉÂÎ÷Ê¡,Shaanxi,±¦¼¦ÊÐ,Baoji,1,111,20151118
2855021,ÉÂÎ÷Ê¡,Shaanxi,ÓÜÁÖÊÐ,Yulin,0,220,20151118
2855022,ÉÂÎ÷Ê¡,Shaanxi,ÓÜÁÖÊÐ,Yulin,0,220,20151118
2855023,ÉÂÎ÷Ê¡,Shaanxi,ÓÜÁÖÊÐ,Yulin,1,121,20151118
2882511,ÉÂÎ÷Ê¡,Shaanxi,ººÖÐÊÐ,Hanzhong,1,121,20151118
2882512,ÉÂÎ÷Ê¡,Shaanxi,ººÖÐÊÐ,Hanzhong,1,121,20151118
2882513,ÉÂÎ÷Ê¡,Shaanxi,ººÖÐÊÐ,Hanzhong,0,220,20151118
2916761,É½¶«Ê¡,Shandong,±õÖÝÊÐ,Binzhou,0,220,20151118
2916762,É½¶«Ê¡,Shandong,±õÖÝÊÐ,Binzhou,0,220,20151118
2916763,É½¶«Ê¡,Shandong,±õÖÝÊÐ,Binzhou,0,220,20151118
2924581,É½¶«Ê¡,Shandong,ÇàµºÊÐ,Qingdao,1,111,20151118
2924582,É½¶«Ê¡,Shandong,ÇàµºÊÐ,Qingdao,1,111,20151118
2924583,É½¶«Ê¡,Shandong,ÇàµºÊÐ,Qingdao,1,111,20151118
2940281,É½¶«Ê¡,Shandong,¼ÃÄÏÊÐ,Jinan,1,111,20151118
2940282,É½¶«Ê¡,Shandong,¼ÃÄÏÊÐ,Jinan,1,111,20151118
2940283,É½¶«Ê¡,Shandong,¼ÃÄÏÊÐ,Jinan,1,111,20151118
2940991,É½¶«Ê¡,Shandong,¼ÃÄÏÊÐ,Jinan,0,220,20151118
2940992,É½¶«Ê¡,Shandong,¼ÃÄÏÊÐ,Jinan,0,220,20151118
2940993,É½¶«Ê¡,Shandong,¼ÃÄÏÊÐ,Jinan,0,220,20151118
2953311,É½¶«Ê¡,Shandong,Ôæ×¯ÊÐ,Zaozhuang,0,220,20151118
2953312,É½¶«Ê¡,Shandong,Ôæ×¯ÊÐ,Zaozhuang,0,220,20151118
2953313,É½¶«Ê¡,Shandong,Ôæ×¯ÊÐ,Zaozhuang,1,111,20151118
2960061,É½¶«Ê¡,Shandong,ÁÙÒÊÊÐ,Linyi,1,122,20151118
2960062,É½¶«Ê¡,Shandong,ÁÙÒÊÊÐ,Linyi,0,220,20151118
2960063,É½¶«Ê¡,Shandong,ÁÙÒÊÊÐ,Linyi,0,210,20151118
2960811,É½¶«Ê¡,Shandong,ÁÙÒÊÊÐ,Linyi,0,220,20151118
2960812,É½¶«Ê¡,Shandong,ÁÙÒÊÊÐ,Linyi,0,220,20151118
2960813,É½¶«Ê¡,Shandong,ÁÙÒÊÊÐ,Linyi,0,220,20151118
2963311,É½¶«Ê¡,Shandong,ÁÄ³ÇÊÐ,Liaocheng,0,220,20151118
2963312,É½¶«Ê¡,Shandong,ÁÄ³ÇÊÐ,Liaocheng,0,220,20151118
2963313,É½¶«Ê¡,Shandong,ÁÄ³ÇÊÐ,Liaocheng,1,112,20151118
2974391,É½¶«Ê¡,Shandong,Íþº£ÊÐ,Weihai,1,111,20151118
2974392,É½¶«Ê¡,Shandong,Íþº£ÊÐ,Weihai,0,220,20151118
2974393,É½¶«Ê¡,Shandong,Íþº£ÊÐ,Weihai,0,220,20151118
2982451,É½¶«Ê¡,Shandong,Î«·»ÊÐ,Weifang,1,122,20151118
2982452,É½¶«Ê¡,Shandong,Î«·»ÊÐ,Weifang,1,111,20151118
2982453,É½¶«Ê¡,Shandong,Î«·»ÊÐ,Weifang,1,112,20151118
2986311,É½¶«Ê¡,Shandong,µÂÖÝÊÐ,Dezhou,0,220,20151118
2986312,É½¶«Ê¡,Shandong,µÂÖÝÊÐ,Dezhou,0,220,20151118
2986313,É½¶«Ê¡,Shandong,µÂÖÝÊÐ,Dezhou,1,112,20151118
3201461,ºÓÄÏÊ¡,Henan,°²ÑôÊÐ,Anyang,0,220,20151118
3201462,ºÓÄÏÊ¡,Henan,°²ÑôÊÐ,Anyang,0,220,20151118
3201463,ºÓÄÏÊ¡,Henan,°²ÑôÊÐ,Anyang,0,220,20151118
3211161,ºÓÄÏÊ¡,Henan,ÂåÑôÊÐ,Luoyang,1,111,20151118
3211162,ºÓÄÏÊ¡,Henan,ÂåÑôÊÐ,Luoyang,1,111,20151118
3211163,ºÓÄÏÊ¡,Henan,ÂåÑôÊÐ,Luoyang,1,111,20151118
3211311,ºÓÄÏÊ¡,Henan,ÂåÑôÊÐ,Luoyang,1,111,20151118
3211312,ºÓÄÏÊ¡,Henan,ÂåÑôÊÐ,Luoyang,1,122,20151118
3211313,ºÓÄÏÊ¡,Henan,ÂåÑôÊÐ,Luoyang,1,121,20151118
3216591,ºÓÄÏÊ¡,Henan,ÖÜ¿ÚÊÐ,Zhoukou,0,220,20151118
3216592,ºÓÄÏÊ¡,Henan,ÖÜ¿ÚÊÐ,Zhoukou,1,121,20151118
3216593,ºÓÄÏÊ¡,Henan,ÖÜ¿ÚÊÐ,Zhoukou,0,220,20151118
3240451,ºÓÄÏÊ¡,Henan,Ö£ÖÝÊÐ,Zhengzhou,1,122,20151118
3240452,ºÓÄÏÊ¡,Henan,Ö£ÖÝÊÐ,Zhengzhou,0,220,20151118
3240453,ºÓÄÏÊ¡,Henan,Ö£ÖÝÊÐ,Zhengzhou,1,122,20151118
3240781,ºÓÄÏÊ¡,Henan,Ö£ÖÝÊÐ,Zhengzhou,1,111,20151118
3240782,ºÓÄÏÊ¡,Henan,Ö£ÖÝÊÐ,Zhengzhou,1,112,20151118
3240783,ºÓÄÏÊ¡,Henan,Ö£ÖÝÊÐ,Zhengzhou,1,111,20151118
3246811,ºÓÄÏÊ¡,Henan,å§ÑôÊÐ,Puyang,0,220,20151118
3246812,ºÓÄÏÊ¡,Henan,å§ÑôÊÐ,Puyang,0,210,20151118
3246813,ºÓÄÏÊ¡,Henan,å§ÑôÊÐ,Puyang,1,121,20151118
3253061,ºÓÄÏÊ¡,Henan,Æ½¶¥É½ÊÐ,Pingdingshan,0,220,20151118
3253062,ºÓÄÏÊ¡,Henan,Æ½¶¥É½ÊÐ,Pingdingshan,0,220,20151118
3253063,ºÓÄÏÊ¡,Henan,Æ½¶¥É½ÊÐ,Pingdingshan,0,220,20151118
3255541,ºÓÄÏÊ¡,Henan,½¹×÷ÊÐ,Jiaozuo,0,220,20151118
3255542,ºÓÄÏÊ¡,Henan,½¹×÷ÊÐ,Jiaozuo,0,220,20151118
3255543,ºÓÄÏÊ¡,Henan,½¹×÷ÊÐ,Jiaozuo,1,111,20151118
3263461,ºÓÄÏÊ¡,Henan,ÐÅÑôÊÐ,Xinyang,0,210,20151118
3263462,ºÓÄÏÊ¡,Henan,ÐÅÑôÊÐ,Xinyang,0,220,20151118
3263463,ºÓÄÏÊ¡,Henan,ÐÅÑôÊÐ,Xinyang,0,220,20151118
3263591,ºÓÄÏÊ¡,Henan,ÐÅÑôÊÐ,Xinyang,0,220,20151118
3263592,ºÓÄÏÊ¡,Henan,ÐÅÑôÊÐ,Xinyang,1,121,20151118
3263593,ºÓÄÏÊ¡,Henan,ÐÅÑôÊÐ,Xinyang,0,220,20151118
3301021,ºþÄÏÊ¡,Hunan,ÉÛÑôÊÐ,Shaoyang,1,121,20151118
3301022,ºþÄÏÊ¡,Hunan,ÉÛÑôÊÐ,Shaoyang,0,220,20151118
3301023,ºþÄÏÊ¡,Hunan,ÉÛÑôÊÐ,Shaoyang,0,220,20151118
3301311,ºþÄÏÊ¡,Hunan,ÉÛÑôÊÐ,Shaoyang,0,220,20151118
3301312,ºþÄÏÊ¡,Hunan,ÉÛÑôÊÐ,Shaoyang,0,220,20151118
3301313,ºþÄÏÊ¡,Hunan,ÉÛÑôÊÐ,Shaoyang,0,220,20151118
3304041,ºþÄÏÊ¡,Hunan,ÔÀÑôÊÐ,Yueyang,1,111,20151118
3304042,ºþÄÏÊ¡,Hunan,ÔÀÑôÊÐ,Yueyang,1,112,20151118
3304043,ºþÄÏÊ¡,Hunan,ÔÀÑôÊÐ,Yueyang,0,210,20151118
3340021,ºþÄÏÊ¡,Hunan,³¤É³ÊÐ,Changsha,1,122,20151118
3340022,ºþÄÏÊ¡,Hunan,³¤É³ÊÐ,Changsha,1,121,20151118
3340023,ºþÄÏÊ¡,Hunan,³¤É³ÊÐ,Changsha,1,122,20151118
3346311,ºþÄÏÊ¡,Hunan,ÒæÑôÊÐ,Yiyang,0,220,20151118
3346312,ºþÄÏÊ¡,Hunan,ÒæÑôÊÐ,Yiyang,0,220,20151118
3346313,ºþÄÏÊ¡,Hunan,ÒæÑôÊÐ,Yiyang,1,111,20151118
3360591,ºþÄÏÊ¡,Hunan,Â¦µ×ÊÐ,Loudi,0,220,20151118
3360592,ºþÄÏÊ¡,Hunan,Â¦µ×ÊÐ,Loudi,0,220,20151118
3360593,ºþÄÏÊ¡,Hunan,Â¦µ×ÊÐ,Loudi,1,122,20151118
3382311,ºþÄÏÊ¡,Hunan,³£µÂÊÐ,Changde,1,123,20151118
3382312,ºþÄÏÊ¡,Hunan,³£µÂÊÐ,Changde,1,111,20151118
3382313,ºþÄÏÊ¡,Hunan,³£µÂÊÐ,Changde,0,220,20151118
3452331,¹óÖÝÊ¡,Guizhou,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Qiannan,0,220,20151118
3452332,¹óÖÝÊ¡,Guizhou,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Qiannan,0,210,20151118
3452333,¹óÖÝÊ¡,Guizhou,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Qiannan,1,122,20151118
3477631,¹óÖÝÊ¡,Guizhou,Ç­¶«ÄÏÃç×å¶±×å×ÔÖÎÖÝ,Qiandongnan,0,220,20151118
3477632,¹óÖÝÊ¡,Guizhou,Ç­¶«ÄÏÃç×å¶±×å×ÔÖÎÖÝ,Qiandongnan,0,220,20151118
3477633,¹óÖÝÊ¡,Guizhou,Ç­¶«ÄÏÃç×å¶±×å×ÔÖÎÖÝ,Qiandongnan,1,111,20151118
