ID,householdID,communityID,HH_weight,HH_weight_ad1,INDV_weight,INDV_weight_ad2,versionID
194037346002,1940373460,1940373,36392.7734375,38598.39607007575,39097.33203125,47966.88470122886,20200914
194037346001,1940373460,1940373,36392.7734375,38598.39607007575,37975.58203125,44936.216856089806,20200914
194037330002,1940373300,1940373,36392.7734375,38598.39607007575,39250.1640625,47779.71253435243,20200914
194037330001,1940373300,1940373,36392.7734375,38598.39607007575,38040.14453125,45045.86684837284,20200914
194037336001,1940373360,1940373,36392.7734375,38598.39607007575,39250.1640625,65571.0163246366,20200914
194037336002,1940373360,1940373,36392.7734375,38598.39607007575,38222.4140625,59909.588151878575,20200914
194037338001,1940373380,1940373,36392.7734375,38598.39607007575,39250.1640625,53381.42383235511,20200914
194037338002,1940373380,1940373,36392.7734375,38598.39607007575,38177.265625,46800.47399980011,20200914
194037334001,1940373340,1940373,36392.7734375,38598.39607007575,39250.1640625,47698.12546359883,20200914
194037334002,1940373340,1940373,36392.7734375,38598.39607007575,38133.23046875,46746.492496635416,20200914
194037318002,1940373180,1940373,36392.7734375,38598.39607007575,39235.91796875,47762.37058737283,20200914
194037318001,1940373180,1940373,36392.7734375,38598.39607007575,38048.39453125,44728.92144725085,20200914
194037349001,1940373490,1940373,36392.7734375,38598.39607007575,39165.76171875,48093.21367517105,20200914
194037349002,1940373490,1940373,36392.7734375,38598.39607007575,37983.51171875,44945.599994886936,20200914
194037312001,1940373120,1940373,36392.7734375,38598.39607007575,38023.76171875,45026.46686975628,20200914
064028313003,0640283130,0640283,94599.3671875,100553.17351398604,96511.1640625,111616.26206425145,20200914
064028313002,0640283130,0640283,94599.3671875,100553.17351398604,95718.2265625,107879.99705587629,20200914
064028316002,0640283160,0640283,94599.3671875,100553.17351398604,95690.6171875,107791.16872979942,20200914
064028316001,0640283160,0640283,94599.3671875,100553.17351398604,96454.703125,113173.05672332447,20200914
064028307001,0640283070,0640283,94599.3671875,100553.17351398604,95758.0546875,107357.60346948249,20200914
064028317001,0640283170,0640283,94599.3671875,100553.17351398604,96454.703125,113173.05672332447,20200914
064028317002,0640283170,0640283,94599.3671875,100553.17351398604,95669.0234375,109066.75448575972,20200914
064028314002,0640283140,0640283,94599.3671875,100553.17351398604,95829.6640625,107326.85187524436,20200914
064028314001,0640283140,0640283,94599.3671875,100553.17351398604,96701.59375,115352.47148436449,20200914
064028310001,0640283100,0640283,94599.3671875,100553.17351398604,145230.5625,215593.57978875103,20200914
064028304001,0640283040,0640283,94599.3671875,100553.17351398604,96520.75,111699.39595678217,20200914
064028304002,0640283040,0640283,94599.3671875,100553.17351398604,95718.2265625,107879.99705587629,20200914
064028312001,0640283120,0640283,94599.3671875,100553.17351398604,95679.7578125,109078.99212967638,20200914
064028312002,0640283120,0640283,94599.3671875,100553.17351398604,96501.640625,111605.24810015644,20200914
064028301001,0640283010,0640283,94599.3671875,100553.17351398604,95925.4296875,133475.43519165626,20200914
064028106001,0640281060,0640281,37714.15625,40087.774475524486,38219.57421875,45889.7702526626,20200914
064028105002,0640281050,0640281,37714.15625,40087.774475524486,38599.609375,57300.80377264727,20200914
064028105003,0640281050,0640281,37714.15625,40087.774475524486,38217.05078125,45886.74039245382,20200914
064028101002,0640281010,0640281,37714.15625,40087.774475524486,38207.09765625,45874.78979831764,20200914
064028101001,0640281010,0640281,37714.15625,40087.774475524486,38577.76171875,48160.019030623436,20200914
064028124001,0640281240,0640281,37714.15625,40087.774475524486,38457.53125,45123.319284440266,20200914
064028124002,0640281240,0640281,37714.15625,40087.774475524486,38144.87890625,43486.78384153182,20200914
064028108002,0640281080,0640281,37714.15625,40087.774475524486,57240.3203125,64478.64175505011,20200914
064028108003,0640281080,0640281,37714.15625,40087.774475524486,57725.9921875,66803.85780621968,20200914
064028102001,0640281020,0640281,37714.15625,40087.774475524486,38207.09765625,44160.96985836838,20200914
064028111002,0640281110,0640281,37714.15625,40087.774475524486,76469.90625,106404.04790507762,20200914
064028110003,0640281100,0640281,37714.15625,40087.774475524486,38548.07421875,44272.13886480214,20200914
064028110002,0640281100,0640281,37714.15625,40087.774475524486,38192.5390625,42774.698448561845,20200914
064028117002,0640281170,0640281,37714.15625,40087.774475524486,38166.94921875,43016.36707259726,20200914
064028117001,0640281170,0640281,37714.15625,40087.774475524486,38166.94921875,44169.00172499234,20200914
064028103002,0640281030,0640281,37714.15625,40087.774475524486,38507.42578125,44280.67693652118,20200914
064028103001,0640281030,0640281,37714.15625,40087.774475524486,38173.79296875,42797.93425043497,20200914
064028115002,0640281150,0640281,37714.15625,40087.774475524486,38548.07421875,45982.85777575952,20200914
064028115001,0640281150,0640281,37714.15625,40087.774475524486,38214.54296875,45883.72929298937,20200914
064028126001,0640281260,0640281,27154.194325710134,28863.199562992595,57726.39912598519,66761.23902825337,20200914
