ID,householdID,communityID,HHmemberID,za006,a006,za002,a002,za003_1,a003_1,a003_2,a004,a009,a013,a014,a015,versionID
010233302002,0102333020,0102333,2,9,9,1,,,2001,,6,1,1,4,,20151118
010233302002,0102333020,0102333,5,8,8,2,,1977,,,1,1,2,,4,20151118
010233302002,0102333020,0102333,6,9,9,1,,,2007,12,6,1,,,,20151118
010233304002,0102333040,0102333,5,,8,,2,,1990,3,1,1,2,,5,20151118
010233304002,0102333040,0102333,6,,9,,1,,2012,6,6,1,,,,20151118
010233305002,0102333050,0102333,4,8,8,2,,1978,,,1,1,2,,2,20151118
010233305002,0102333050,0102333,5,9,9,2,,2006,,,6,1,1,1,,20151118
010233305002,0102333050,0102333,6,9,9,1,,2011,,,6,1,,,,20151118
010233308001,0102333080,0102333,3,9,9,1,,2008,,,6,1,,,,20151118
010233308001,0102333080,0102333,6,8,8,1,,1985,,,1,1,2,,4,20151118
010233311002,0102333110,0102333,7,9,9,1,,2006,,,6,1,1,1,,20151118
010233312001,0102333120,0102333,3,8,8,1,,1978,,,2,1,2,,4,20151118
010233312001,0102333120,0102333,5,9,9,2,,2001,,,5,1,1,5,,20151118
010233313002,0102333130,0102333,5,9,9,2,,1991,,,6,1,2,10,9,20151118
010233313002,0102333130,0102333,8,,9,,1,,2007,4,6,1,,,,20151118
010233313002,0102333130,0102333,9,,9,,1,,2003,3,6,1,1,3,,20151118
010233314002,0102333140,0102333,4,8,8,2,,1984,,,1,1,2,,5,20151118
010233314002,0102333140,0102333,5,9,8,2,,2007,,,6,1,,,,20151118
010233316001,0102333160,0102333,4,8,8,2,,1986,,,1,1,2,,5,20151118
010233317001,0102333170,0102333,3,8,8,1,,,1981,7,1,1,2,,2,20151118
010233317001,0102333170,0102333,5,9,9,1,,2006,,,6,1,1,1,,20151118
010233317001,0102333170,0102333,6,9,9,2,,2006,,,6,1,1,1,,20151118
010233317001,0102333170,0102333,7,,9,,1,,2011,12,6,1,,,,20151118
010233320001,0102333200,0102333,2,8,8,2,,1977,,,1,1,2,,4,20151118
010233320001,0102333200,0102333,3,9,9,2,,2000,,,6,1,1,6,,20151118
010233320001,0102333200,0102333,4,9,9,1,,2006,,,6,1,1,1,,20151118
010233321002,0102333210,0102333,4,8,8,1,,1979,,,1,1,2,,6,20151118
010233321002,0102333210,0102333,5,9,9,1,,2010,,,6,1,,,,20151118
010233324001,0102333240,0102333,3,8,8,2,,1984,,,1,1,2,,2,20151118
010233324001,0102333240,0102333,4,9,9,2,,2009,,,6,1,,,,20151118
010233325002,0102333250,0102333,4,,7,,1,,1986,12,6,1,2,,5,20151118
010233325002,0102333250,0102333,5,,8,,2,,1993,9,6,1,2,,5,20151118
010233328001,0102333280,0102333,3,8,8,1,,1977,,,1,1,2,,5,20151118
010233328001,0102333280,0102333,4,9,9,1,,2000,,,6,1,1,7,,20151118
010233328001,0102333280,0102333,5,9,9,2,,2005,,,6,1,1,1,,20151118
010233328001,0102333280,0102333,6,9,9,1,,2005,,,6,1,1,1,,20151118
010233329001,0102333290,0102333,4,8,8,2,,1981,,,1,1,2,,5,20151118
010233329001,0102333290,0102333,5,9,9,2,,2003,,,6,1,1,3,,20151118
010233329001,0102333290,0102333,6,9,9,2,,2011,,,6,1,,,,20151118
010446101001,0104461010,0104461,3,9,9,2,,2009,,,6,1,,,,20151118
010446103002,0104461030,0104461,2,,8,,2,,,,1,1,,,,20151118
010446103002,0104461030,0104461,3,,9,,2,,,,6,1,,,,20151118
010446103002,0104461030,0104461,4,,9,,1,,1996,10,6,1,2,,4,20151118
010446106001,0104461060,0104461,3,8,8,2,,1973,,,1,1,2,,4,20151118
010446106001,0104461060,0104461,5,9,9,2,,2001,,,6,1,1,6,,20151118
010446107001,0104461070,0104461,3,9,9,1,,1997,,,6,1,1,13,,20151118
010446112002,0104461120,0104461,2,9,9,2,,1940,,,6,1,1,4,,20151118
010446113001,0104461130,0104461,4,8,8,2,,1989,,,1,2,2,,5,20151118
010446113001,0104461130,0104461,5,9,9,1,,2008,,,6,2,,,,20151118
010446118001,0104461180,0104461,4,8,8,2,,1977,,,2,1,2,,4,20151118
010446118001,0104461180,0104461,5,9,9,1,,1996,,,6,1,1,8,,20151118
010446118001,0104461180,0104461,6,9,9,1,,2000,,,6,1,1,4,,20151118
010446120002,0104461200,0104461,6,8,8,2,,1991,,,1,1,2,,4,20151118
010446120002,0104461200,0104461,7,9,9,1,,2001,,,6,1,1,6,,20151118
010446120002,0104461200,0104461,10,9,9,1,,2009,,,6,1,,,,20151118
010446121002,0104461210,0104461,5,,8,,2,,,,1,1,,,,20151118
010446121002,0104461210,0104461,6,,9,,1,,2005,12,6,1,1,1,,20151118
010446124001,0104461240,0104461,1,,9,,1,,2003,,6,1,1,2,,20151118
010446124001,0104461240,0104461,2,,8,,2,,,,1,1,,,,20151118
010446126001,0104461260,0104461,6,,9,,1,,2011,8,6,1,,,,20151118
010446204001,0104462040,0104462,5,9,9,2,,2010,,,6,1,,,,20151118
010446205002,0104462050,0104462,5,8,8,1,,1982,,,1,1,2,,5,20151118
010446205002,0104462050,0104462,6,9,9,2,,2008,,,6,1,,,,20151118
010446207001,0104462070,0104462,4,8,8,1,,1971,,,1,1,2,,4,20151118
010446207001,0104462070,0104462,5,9,12,1,,1995,,,6,1,2,,4,20151118
010446207001,0104462070,0104462,6,9,12,1,,1997,,,6,1,2,,4,20151118
010446208002,0104462080,0104462,3,8,8,2,,1983,,,1,1,2,,4,20151118
010446208002,0104462080,0104462,4,9,9,1,,2001,,,6,1,1,6,,20151118
010446208002,0104462080,0104462,5,9,9,2,,2002,,,6,1,2,,,20151118
010446211001,0104462110,0104462,3,8,8,1,,1985,,,1,1,2,,5,20151118
010446211001,0104462110,0104462,4,9,9,1,,2010,,,6,1,,,,20151118
010446218001,0104462180,0104462,3,9,9,2,,2009,,,6,1,,,,20151118
010446218001,0104462180,0104462,5,8,8,1,,1982,,,1,1,2,,5,20151118
010446221001,0104462210,0104462,4,8,8,2,,,1992,1,1,1,2,,6,20151118
010446223001,0104462230,0104462,4,,8,,2,,,,1,1,,,,20151118
010446227002,0104462270,0104462,4,8,8,1,,1976,,,2,1,2,,4,20151118
010446227002,0104462270,0104462,5,9,12,2,,1997,,,6,1,1,9,,20151118
010446227002,0104462270,0104462,6,9,12,2,,1999,,,6,1,1,7,,20151118
010446227002,0104462270,0104462,7,9,12,1,,2003,,,6,1,1,3,,20151118
010446228001,0104462280,0104462,3,,,,,,,,,,,,,20151118
010446228001,0104462280,0104462,4,,8,,2,,1970,7,1,1,2,,6,20151118
010446228001,0104462280,0104462,5,,9,,2,,1995,6,6,1,1,13,,20151118
010446228001,0104462280,0104462,6,,9,,2,,1998,8,6,1,1,8,,20151118
010446228001,0104462280,0104462,7,,9,,2,,2002,8,6,1,1,5,,20151118
010446228001,0104462280,0104462,9,,8,,2,,1975,7,1,1,2,,4,20151118
010446228001,0104462280,0104462,10,,9,,1,,1988,4,6,1,1,9,,20151118
010446228001,0104462280,0104462,11,,9,,2,,2003,5,6,1,1,4,,20151118
010446230001,0104462300,0104462,3,,9,,1,,2000,10,6,1,1,6,,20151118
010446230001,0104462300,0104462,4,,9,,1,,2003,4,6,1,1,4,,20151118
010446231001,0104462310,0104462,3,,7,,2,,1996,3,6,1,1,12,,20151118
010446231001,0104462310,0104462,4,,7,,1,,2003,4,6,1,1,4,,20151118
010446231001,0104462310,0104462,5,,7,,2,,1998,1,6,1,1,8,,20151118
010446301002,0104463010,0104463,4,,8,,2,,1992,8,1,1,2,,4,20151118
010446301002,0104463010,0104463,5,,9,,2,,2013,5,6,4,,,,20151118
010446302001,0104463020,0104463,3,9,9,1,,2001,,,6,1,1,5,,20151118
010446306002,0104463060,0104463,4,8,8,2,,1982,,,2,1,2,,4,20151118
010446306002,0104463060,0104463,5,9,9,1,,2004,,,6,1,1,2,,20151118
010446306002,0104463060,0104463,6,9,9,2,,2008,,,6,1,,,,20151118
010446307001,0104463070,0104463,3,8,8,2,,1987,,,1,1,2,,4,20151118
010446307001,0104463070,0104463,4,9,9,1,,2007,,,6,1,,,,20151118
010446309002,0104463090,0104463,5,9,9,1,,1996,,,6,1,2,,4,20151118
010446311001,0104463110,0104463,3,8,8,1,,1982,,,1,2,2,,6,20151118
010446311001,0104463110,0104463,4,9,9,1,,2008,,,6,2,,,,20151118
010446311001,0104463110,0104463,5,,9,,1,,2013,2,6,2,,,,20151118
010446312001,0104463120,0104463,3,9,9,2,,1999,,,6,1,1,9,,20151118
010446312001,0104463120,0104463,4,9,9,2,,2001,,,6,1,1,8,,20151118
010446312001,0104463120,0104463,5,9,9,1,,2009,,,6,1,,,,20151118
010446313002,0104463130,0104463,3,9,9,2,,2002,,,6,1,1,5,,20151118
010446313002,0104463130,0104463,4,9,9,2,,2004,,,6,1,1,3,,20151118
010446315001,0104463150,0104463,2,8,8,2,,1973,,,1,1,2,,1,20151118
010446315001,0104463150,0104463,6,9,9,1,,2002,,,6,1,1,4,,20151118
010446316001,0104463160,0104463,3,8,8,2,,1975,,,1,1,2,,4,20151118
010446316001,0104463160,0104463,4,9,9,1,,1993,,,1,1,2,,4,20151118
010446316001,0104463160,0104463,6,,12,,2,,1997,,1,1,2,,4,20151118
010446317001,0104463170,0104463,3,8,8,2,,,1980,1,1,1,2,,4,20151118
010446317001,0104463170,0104463,4,9,9,1,,,2004,3,6,1,1,3,,20151118
010446318001,0104463180,0104463,3,8,8,2,,1971,,,1,1,2,,4,20151118
010446318001,0104463180,0104463,4,9,9,1,,1994,,,1,1,2,,5,20151118
010446318001,0104463180,0104463,5,9,9,1,,1996,,,6,1,2,,5,20151118
010446319002,0104463190,0104463,3,9,9,1,,2004,,,6,1,1,1,,20151118
010446319002,0104463190,0104463,4,8,8,1,,1972,,,1,1,2,,1,20151118
010446319002,0104463190,0104463,6,9,9,2,,1996,,,6,1,1,11,,20151118
010446319002,0104463190,0104463,7,9,9,2,,1998,,,6,1,1,9,,20151118
010446320001,0104463200,0104463,4,8,8,2,,1989,,,1,1,2,,2,20151118
010446320001,0104463200,0104463,5,9,9,1,,2006,,,6,1,1,1,,20151118
010446323002,0104463230,0104463,3,9,9,2,,2007,,,6,1,,,,20151118
010446326001,0104463260,0104463,4,,9,,2,,2002,9,6,1,1,4,,20151118
010446328002,0104463280,0104463,3,,9,,2,,2007,4,6,4,,,,20151118
010446328002,0104463280,0104463,4,,9,,1,,2009,3,6,4,,,,20151118
010446328002,0104463280,0104463,5,,9,,1,,2009,8,6,4,,,,20151118
010451105002,0104511050,0104511,4,8,8,2,,1988,,,1,1,2,,4,20151118
010451105002,0104511050,0104511,5,9,9,1,,2007,,,6,1,,,,20151118
010451109002,0104511090,0104511,3,9,9,1,,1998,,,6,1,2,,5,20151118
010451109002,0104511090,0104511,6,,8,,1,,1971,8,1,1,2,,1,20151118
010451110001,0104511100,0104511,3,8,8,2,,1968,,,1,1,2,,1,20151118
010451110001,0104511100,0104511,4,9,9,2,,1992,,,6,1,2,,5,20151118
010451110001,0104511100,0104511,5,9,9,1,,1994,,,6,1,2,,5,20151118
010451110001,0104511100,0104511,6,9,9,2,,1996,,,6,1,2,,5,20151118
010451110001,0104511100,0104511,7,9,9,2,,1998,,,6,1,1,8,,20151118
010451110001,0104511100,0104511,8,9,9,1,,2000,,,6,1,1,7,,20151118
010451114002,0104511140,0104511,6,9,9,2,,2008,,,6,1,,,,20151118
010451114002,0104511140,0104511,7,8,8,2,,1988,,,1,1,2,,6,20151118
010451114002,0104511140,0104511,8,,8,,2,,,,1,1,,,,20151118
010451117002,0104511170,0104511,4,,8,,2,,1974,12,1,1,2,,1,20151118
010451117002,0104511170,0104511,5,,9,,2,,1996,3,6,1,1,11,,20151118
010451117002,0104511170,0104511,6,,9,,2,,1998,4,6,1,2,,5,20151118
010451117002,0104511170,0104511,7,,9,,1,,2000,2,6,1,1,6,,20151118
010451117002,0104511170,0104511,8,,9,,1,,2002,6,6,1,1,3,,20151118
010451120002,0104511200,0104511,3,8,8,2,,1987,,,1,1,2,,2,20151118
010451120002,0104511200,0104511,5,9,9,1,,2007,,,6,1,,,,20151118
010451120002,0104511200,0104511,6,9,9,2,,2005,,,6,1,1,2,,20151118
010451120002,0104511200,0104511,7,9,9,1,,2009,,,6,4,,,,20151118
010451120002,0104511200,0104511,8,9,9,1,,2011,,,6,4,,,,20151118
010451121002,0104511210,0104511,2,9,9,2,,2003,,,6,1,1,5,,20151118
010451121002,0104511210,0104511,3,9,9,1,,1999,,,6,1,1,8,,20151118
010451121002,0104511210,0104511,4,9,9,1,,2001,,,6,1,1,7,,20151118
010451123001,0104511230,0104511,2,,8,,2,,,,2,1,,,,20151118
010451123001,0104511230,0104511,3,,9,,2,,,,6,1,,,,20151118
010451123001,0104511230,0104511,4,,9,,1,,,,6,1,,,,20151118
010451123001,0104511230,0104511,5,,9,,1,,,,6,1,,,,20151118
010451123001,0104511230,0104511,7,,8,,2,,,,1,1,,,,20151118
010451123001,0104511230,0104511,8,,9,,1,,,,6,1,,,,20151118
010451201001,0104512010,0104512,2,8,8,2,,1967,,,1,1,2,,4,20151118
010451201001,0104512010,0104512,3,9,9,1,,1993,,,1,2,2,,4,20151118
010451201001,0104512010,0104512,4,9,9,2,,1996,,,6,2,2,,4,20151118
010451202001,0104512020,0104512,3,,12,,,,,,,,,,,20151118
010451202001,0104512020,0104512,4,,8,,2,,1963,12,1,1,2,,4,20151118
010451204002,0104512040,0104512,6,8,8,2,,1985,,,1,1,2,,9,20151118
010451204002,0104512040,0104512,7,8,8,2,,1991,,,1,1,2,,5,20151118
010451204002,0104512040,0104512,8,9,9,1,,2010,,,6,1,,,,20151118
010451206001,0104512060,0104512,4,8,,2,,1983,,,,,,,,20151118
010451206001,0104512060,0104512,5,9,,1,,2005,,,,,,,,20151118
010451207002,0104512070,0104512,3,9,9,1,,2004,,,6,1,1,2,,20151118
010451207002,0104512070,0104512,4,9,9,2,,2001,,,6,1,1,6,,20151118
010451207002,0104512070,0104512,5,9,9,2,,2004,,,6,1,1,3,,20151118
010451207002,0104512070,0104512,6,9,9,1,,2009,,,6,1,,,,20151118
010451207002,0104512070,0104512,8,,8,,2,,1973,4,1,1,2,,1,20151118
010451207002,0104512070,0104512,9,,7,,1,,1979,9,6,1,2,,5,20151118
010451210001,0104512100,0104512,3,9,9,2,,2008,,,6,1,,,,20151118
010451210001,0104512100,0104512,6,,8,,2,,,,1,1,,,,20151118
010451210001,0104512100,0104512,8,,8,,2,,,,1,1,,,,20151118
010451210001,0104512100,0104512,9,,9,,2,,2008,3,6,1,,,,20151118
010451210001,0104512100,0104512,10,,9,,1,,2011,3,6,4,,,,20151118
010451210001,0104512100,0104512,11,,9,,2,,2012,7,6,4,,,,20151118
010451213001,0104512130,0104512,3,9,9,1,,2002,,,6,1,1,4,,20151118
010451213001,0104512130,0104512,4,9,9,2,,2007,,,6,1,,,,20151118
010451213001,0104512130,0104512,5,,8,,1,,,,1,1,,,,20151118
010451213001,0104512130,0104512,6,,9,,1,,,,6,1,,,,20151118
010451214001,0104512140,0104512,4,,9,,1,,2006,2,6,1,1,2,,20151118
010451215001,0104512150,0104512,3,8,8,2,,1972,,,1,1,2,,2,20151118
010451215001,0104512150,0104512,4,9,9,1,,2001,,,6,1,1,6,,20151118
010451215001,0104512150,0104512,5,9,9,1,,1998,,,6,1,2,,4,20151118
010451215001,0104512150,0104512,6,9,9,2,,1991,,,6,1,1,7,,20151118
010451216001,0104512160,0104512,3,9,9,1,,2009,,,6,1,,,,20151118
010451216001,0104512160,0104512,4,9,9,1,,2001,,,6,1,1,7,,20151118
010451216001,0104512160,0104512,5,9,9,2,,2002,,,6,1,1,5,,20151118
010451216001,0104512160,0104512,7,8,8,2,,1982,,,1,1,2,,2,20151118
010451218001,0104512180,0104512,2,9,9,1,,2000,,,6,1,1,6,,20151118
010451218001,0104512180,0104512,3,9,9,1,,2004,,,6,1,1,3,,20151118
010451218001,0104512180,0104512,5,8,8,2,,1978,,,1,1,2,,2,20151118
010451219002,0104512190,0104512,3,9,9,1,,2009,,,6,1,,,,20151118
010451220002,0104512200,0104512,3,9,9,1,,2006,,,6,1,2,,,20151118
010451220002,0104512200,0104512,4,9,9,1,,2010,,,6,1,,,,20151118
010451220002,0104512200,0104512,8,8,8,2,,1990,,,1,1,2,,5,20151118
010451222002,0104512220,0104512,3,9,9,2,,2001,,,6,1,1,7,,20151118
010451222002,0104512220,0104512,4,9,9,1,,2005,,,6,1,1,3,,20151118
010451222002,0104512220,0104512,6,,8,,2,,,,1,1,,,,20151118
010451222002,0104512220,0104512,7,,9,,2,,2006,10,6,1,1,1,,20151118
010451224002,0104512240,0104512,6,8,8,2,,1991,,,5,1,2,,5,20151118
010451224002,0104512240,0104512,7,9,9,1,,2010,,,6,1,,,,20151118
010451224002,0104512240,0104512,8,,9,,1,,2012,2,6,1,,,,20151118
010451225001,0104512250,0104512,3,10,,2,,2002,,,,,,,,20151118
010451227001,0104512270,0104512,3,,9,,1,,,,6,1,,,,20151118
010451227001,0104512270,0104512,4,,9,,1,,,,6,1,,,,20151118
010451227001,0104512270,0104512,5,,9,,1,,,,6,1,,,,20151118
010451227001,0104512270,0104512,6,,9,,2,,,,6,1,,,,20151118
010451227001,0104512270,0104512,8,,8,,2,,,,1,1,,,,20151118
010451227001,0104512270,0104512,10,,8,,2,,,,1,1,,,,20151118
010451228001,0104512280,0104512,2,,9,,1,,2007,8,6,1,,,,20151118
010451228001,0104512280,0104512,3,,9,,2,,2004,2,6,1,1,3,,20151118
010451230001,0104512300,0104512,4,,8,,2,,1996,11,1,1,2,,5,20151118
010451231001,0104512310,0104512,1,,9,,1,,2012,8,6,1,,,,20151118
010451231001,0104512310,0104512,5,,8,,2,,,,1,1,,,,20151118
010451231001,0104512310,0104512,7,,9,,1,,2010,12,6,4,,,,20151118
010451302001,0104513020,0104513,2,9,9,1,,2007,,,6,1,,,,20151118
010451302001,0104513020,0104513,3,9,9,1,,2009,,,6,1,,,,20151118
010451304001,0104513040,0104513,3,9,9,2,,1999,,,6,1,1,7,,20151118
010451304001,0104513040,0104513,4,9,9,1,,2010,,,6,1,,,,20151118
010451306002,0104513060,0104513,2,9,9,2,,1999,,,6,1,1,7,,20151118
010451306002,0104513060,0104513,3,9,9,1,,2001,,,6,1,1,6,,20151118
010451306002,0104513060,0104513,5,8,8,2,,1973,,,1,1,2,,2,20151118
010451306002,0104513060,0104513,7,9,9,1,,1994,,,6,1,1,13,,20151118
010451306002,0104513060,0104513,8,9,9,2,,1994,,,6,1,1,9,,20151118
010451306002,0104513060,0104513,9,9,9,2,,1995,,,6,1,1,15,,20151118
010451312001,0104513120,0104513,4,9,9,1,,2008,,,6,1,,,,20151118
010451312001,0104513120,0104513,5,,9,,1,,1997,8,6,1,2,,1,20151118
010451313002,0104513130,0104513,2,,4,,1,,1939,10,5,1,2,,1,20151118
010451313002,0104513130,0104513,4,9,9,2,,2010,,,6,1,,,,20151118
010451315001,0104513150,0104513,3,,8,,2,,1991,,1,1,2,,7,20151118
010451315001,0104513150,0104513,4,,9,,1,,2012,7,6,1,,,,20151118
010451316001,0104513160,0104513,4,,8,,2,,1986,,1,1,2,,5,20151118
010451316001,0104513160,0104513,5,,9,,1,,2008,12,6,1,,,,20151118
010451316001,0104513160,0104513,6,,9,,1,,2010,4,6,1,,,,20151118
010451317002,0104513170,0104513,4,8,8,2,,1978,,,1,1,2,,2,20151118
010451317002,0104513170,0104513,5,9,9,2,,1998,,,6,1,2,,4,20151118
010451317002,0104513170,0104513,6,9,9,2,,2000,,,6,1,1,6,,20151118
010451317002,0104513170,0104513,7,9,9,2,,2000,,,6,1,1,5,,20151118
010451317002,0104513170,0104513,8,9,9,1,,2002,,,6,1,1,3,,20151118
010451321001,0104513210,0104513,6,9,9,1,,1998,,,6,1,2,,1,20151118
014031110001,0140311100,0140311,2,9,9,1,,1987,,,6,2,2,,7,20151118
014031110001,0140311100,0140311,3,8,8,2,,1960,,,1,2,2,,5,20151118
014031116001,0140311160,0140311,4,,9,,1,,2005,5,6,2,1,2,,20151118
014031208002,0140312080,0140312,3,9,9,2,,2006,,,6,1,1,2,,20151118
014031210001,0140312100,0140312,3,8,8,2,,1969,,,1,1,2,,,20151118
014031210001,0140312100,0140312,4,9,9,2,,2000,,,6,1,1,6,,20151118
014031211002,0140312110,0140312,4,,8,,2,,1987,,1,1,2,,5,20151118
014031211002,0140312110,0140312,5,,9,,2,,2008,6,6,1,,,,20151118
014031211002,0140312110,0140312,6,,9,,1,,2013,7,6,1,,,,20151118
014031214002,0140312140,0140312,3,9,9,2,,2005,,,6,1,1,3,,20151118
014031216001,0140312160,0140312,2,8,8,2,,1971,,,1,1,2,,5,20151118
014031216001,0140312160,0140312,5,,9,,1,,1994,7,6,1,1,17,,20151118
014031221002,0140312210,0140312,3,,9,,1,,2011,1,6,1,,,,20151118
014031222001,0140312220,0140312,3,,8,,2,,1963,6,1,1,2,,4,20151118
014031222001,0140312220,0140312,4,,8,,2,,1980,8,1,1,2,,5,20151118
014031222001,0140312220,0140312,7,,9,,1,,1991,1,6,1,2,,7,20151118
014031225001,0140312250,0140312,1,8,8,2,,1957,,,1,1,2,,4,20151118
014031225001,0140312250,0140312,3,9,9,1,,1979,,,1,1,2,,5,20151118
014031225001,0140312250,0140312,4,10,12,2,,1980,,,1,1,2,,5,20151118
014031225001,0140312250,0140312,5,10,12,1,,2009,,,6,1,,,,20151118
014031302001,0140313020,0140313,4,9,9,2,,1993,,,6,1,1,1,,20151118
014031302001,0140313020,0140313,5,,8,,1,,,,1,,,,,20151118
014031306002,0140313060,0140313,4,8,8,2,,1976,,,1,2,2,,7,20151118
014031306002,0140313060,0140313,5,9,9,2,,1998,,,6,2,1,12,,20151118
014031306002,0140313060,0140313,6,9,9,2,,2001,,,6,2,1,7,,20151118
014031308002,0140313080,0140313,4,8,8,1,,1979,,,1,2,2,,5,20151118
014031308002,0140313080,0140313,5,9,9,2,,2011,,,6,2,,,,20151118
014031314001,0140313140,0140313,2,,8,,1,,1972,2,1,1,2,,6,20151118
014031314001,0140313140,0140313,4,,8,,1,,1974,,1,,2,,8,20151118
014031314001,0140313140,0140313,6,,9,,1,,2001,9,6,2,1,6,,20151118
014031314001,0140313140,0140313,7,,9,,2,,2004,1,6,2,1,4,,20151118
014031318002,0140313180,0140313,3,,8,,1,,1987,1,1,2,2,,9,20151118
014031321001,0140313210,0140313,4,,8,,2,,1989,4,1,1,2,,5,20151118
014031321001,0140313210,0140313,5,,9,,2,,2000,6,6,2,2,,1,20151118
014031323001,0140313230,0140313,3,,7,,1,,,,1,2,,,,20151118
014051101001,0140511010,0140511,5,9,9,1,,2008,,,6,2,,,,20151118
014051101001,0140511010,0140511,6,8,8,2,,1987,,,1,2,2,,5,20151118
014051105001,0140511050,0140511,3,9,9,1,,2005,,,6,1,1,6,,20151118
014051105001,0140511050,0140511,5,8,8,2,,1975,,,1,1,2,,4,20151118
014051105001,0140511050,0140511,6,9,9,2,,1998,,,6,1,1,9,,20151118
014051106001,0140511060,0140511,3,9,9,1,,2006,,,6,2,1,1,,20151118
014051106001,0140511060,0140511,4,8,8,2,,1977,,,1,2,2,,4,20151118
014051106001,0140511060,0140511,6,9,9,2,,1999,,,6,2,1,8,,20151118
014051107002,0140511070,0140511,2,8,8,2,,1975,,,1,2,2,,5,20151118
014051107002,0140511070,0140511,3,9,9,1,,1998,,,6,2,1,8,,20151118
014051107002,0140511070,0140511,4,9,9,1,,2006,,,6,2,1,1,,20151118
014051110001,0140511100,0140511,4,,8,,2,,1990,2,2,2,2,,5,20151118
014051112002,0140511120,0140511,4,8,8,2,,1986,,,1,2,2,,5,20151118
014051112002,0140511120,0140511,6,8,8,2,,1985,,,1,2,2,,5,20151118
014051112002,0140511120,0140511,8,9,9,1,,2007,,,6,2,,,,20151118
014051112002,0140511120,0140511,9,9,9,1,,2011,,,6,2,,,,20151118
014051112002,0140511120,0140511,10,,9,,2,,2013,4,6,2,,,,20151118
014051117001,0140511170,0140511,1,9,9,2,,1999,,,6,1,1,8,,20151118
014051117001,0140511170,0140511,2,9,9,1,,1999,,,6,1,1,7,,20151118
014051117001,0140511170,0140511,4,9,9,1,,1993,,,6,1,2,,6,20151118
014051117001,0140511170,0140511,6,8,8,2,,1971,,,1,1,2,,5,20151118
014051118001,0140511180,0140511,8,,8,,2,,1961,10,1,3,2,,4,20151118
014051118001,0140511180,0140511,9,,9,,2,,1987,5,1,3,2,,5,20151118
014051118001,0140511180,0140511,10,,9,,1,,1988,6,1,3,2,,4,20151118
014051118001,0140511180,0140511,11,,12,,2,,2010,11,6,3,,,,20151118
014051121002,0140511210,0140511,4,,8,,2,,1981,,1,1,2,,5,20151118
014051121002,0140511210,0140511,5,,9,,2,,,,,,,,,20151118
014051122001,0140511220,0140511,3,,8,,2,,1973,,1,2,2,,5,20151118
014051122001,0140511220,0140511,4,,9,,1,,2000,2,6,2,1,6,,20151118
014051122001,0140511220,0140511,5,,9,,2,,1996,6,6,2,1,12,,20151118
014051123001,0140511230,0140511,3,,8,,2,,,,1,1,,,,20151118
014051123001,0140511230,0140511,4,,9,,1,,2003,,6,1,1,4,,20151118
014051123001,0140511230,0140511,5,,9,,2,,2005,,6,1,1,2,,20151118
014051125001,0140511250,0140511,5,,5,,1,,,,,2,,,,20151118
014051205002,0140512050,0140512,4,8,8,2,,,1989,6,1,2,2,,4,20151118
014051205002,0140512050,0140512,5,9,9,2,,1998,,,6,2,1,8,,20151118
014051205002,0140512050,0140512,6,9,9,2,,2011,,,6,2,,,,20151118
014051206001,0140512060,0140512,1,8,8,2,,1984,,,1,1,2,,4,20151118
014051206001,0140512060,0140512,5,9,9,1,,2008,,,6,1,,,,20151118
014051206001,0140512060,0140512,6,9,9,1,,2008,,,6,1,,,,20151118
014051208001,0140512080,0140512,4,,8,,2,,1983,12,1,2,2,,4,20151118
014051208001,0140512080,0140512,5,,9,,2,,2006,12,6,2,1,,,20151118
014051208001,0140512080,0140512,6,,9,,2,,2009,12,6,2,,,,20151118
014051209001,0140512090,0140512,2,8,8,2,,1949,,,1,1,2,,,20151118
014051213001,0140512130,0140512,4,9,9,1,,2003,,,6,1,1,2,,20151118
014051213001,0140512130,0140512,5,,8,,2,,1973,,1,1,2,,5,20151118
014051214001,0140512140,0140512,4,9,7,1,,2010,,,6,2,,,,20151118
014051214001,0140512140,0140512,5,9,7,2,,2010,,,6,2,,,,20151118
014051214001,0140512140,0140512,6,8,8,1,,1983,,,1,1,2,,7,20151118
014051220002,0140512200,0140512,3,8,8,2,,1985,,,1,3,2,,8,20151118
014051221001,0140512210,0140512,4,8,8,1,,1978,,,1,2,2,,5,20151118
014051221001,0140512210,0140512,5,9,9,2,,2001,,,6,2,1,4,,20151118
014051221001,0140512210,0140512,6,9,9,1,,2005,,,6,2,1,1,,20151118
014051226002,0140512260,0140512,5,8,8,2,,1983,,,1,2,2,,5,20151118
014051226002,0140512260,0140512,6,9,9,2,,2006,,,6,2,1,1,,20151118
014051226002,0140512260,0140512,7,9,9,1,,2009,,,6,2,,,,20151118
014051227002,0140512270,0140512,5,,9,,2,,2008,8,6,1,,,,20151118
014051227002,0140512270,0140512,6,,9,,2,,2010,11,6,1,,,,20151118
014051228002,0140512280,0140512,3,,8,,1,,1963,,1,3,2,,1,20151118
