ID,householdID,communityID,HHmemberID,member_type,type_id,a005_w3,a006_w3,a006_w3_1,a006_w3_2,a006,versionID
112744312001,1127443120,1127443,2,2,,,,,,,20171011
112744331002,1127443310,1127443,1,1,,,,,,,20171011
112744331002,1127443310,1127443,2,2,,,,,,,20171011
112744331002,1127443310,1127443,3,4,1,,,,,,20171011
112744330002,1127443300,1127443,1,1,,,,,,,20171011
112744330002,1127443300,1127443,2,2,,,,,,,20171011
112744309001,1127443090,1127443,1,1,,,,,,,20171011
112744309001,1127443090,1127443,2,2,,,,,,,20171011
112744309001,1127443090,1127443,3,7,,2,1,2007,10,9,20171011
112744322001,1127443220,1127443,1,1,,,,,,,20171011
112744322001,1127443220,1127443,2,2,,,,,,,20171011
112744322001,1127443220,1127443,3,4,1,,,,,,20171011
112744320002,1127443200,1127443,1,1,,,,,,,20171011
112744320002,1127443200,1127443,2,2,,,,,,,20171011
112744316001,1127443160,1127443,1,1,,,,,,,20171011
112744316001,1127443160,1127443,2,2,,,,,,,20171011
112744316001,1127443160,1127443,3,5,2,,,,,,20171011
112744311001,1127443110,1127443,1,1,,,,,,,20171011
112744311001,1127443110,1127443,2,2,,,,,,,20171011
112744333001,1127443330,1127443,1,1,,,,,,,20171011
112744333001,1127443330,1127443,2,2,,,,,,,20171011
112744310002,1127443100,1127443,1,1,,,,,,,20171011
112744310002,1127443100,1127443,3,4,1,,,,,,20171011
112744301001,1127443010,1127443,1,1,,,,,,,20171011
112744301001,1127443010,1127443,2,2,,,,,,,20171011
112744301001,1127443010,1127443,3,4,1,,,,,,20171011
112744334001,1127443340,1127443,1,1,,,,,,,20171011
112744334001,1127443340,1127443,2,2,,,,,,,20171011
112744334001,1127443340,1127443,3,4,1,,,,,,20171011
112744319001,1127443190,1127443,1,1,,,,,,,20171011
112744319001,1127443190,1127443,2,2,,,,,,,20171011
112744317002,1127443170,1127443,1,1,,,,,,,20171011
112744317002,1127443170,1127443,2,2,,,,,,,20171011
112744326001,1127443260,1127443,1,1,,,,,,,20171011
112744304001,1127443040,1127443,1,1,,,,,,,20171011
112744304001,1127443040,1127443,2,2,,,,,,,20171011
112744327002,1127443270,1127443,1,1,,,,,,,20171011
112744327002,1127443270,1127443,2,2,,,,,,,20171011
112744327002,1127443270,1127443,3,4,1,,,,,,20171011
112744318002,1127443180,1127443,1,1,,,,,,,20171011
112744318002,1127443180,1127443,2,2,,,,,,,20171011
112744318002,1127443180,1127443,3,4,1,,,,,,20171011
112744315001,1127443150,1127443,1,1,,,,,,,20171011
112744315001,1127443150,1127443,2,2,,,,,,,20171011
112744315001,1127443150,1127443,3,4,1,,,,,,20171011
112744315001,1127443150,1127443,4,7,,2,2,1979,9,8,20171011
112744315001,1127443150,1127443,5,7,,1,1,2004,12,9,20171011
112744306002,1127443060,1127443,1,1,,,,,,,20171011
112744306002,1127443060,1127443,2,2,,,,,,,20171011
112744306002,1127443060,1127443,3,4,1,,,,,,20171011
112744325001,1127443250,1127443,1,1,,,,,,,20171011
112744308002,1127443080,1127443,1,1,,,,,,,20171011
112744308002,1127443080,1127443,2,2,,,,,,,20171011
112744332002,1127443320,1127443,1,1,,,,,,,20171011
112744332002,1127443320,1127443,2,2,,,,,,,20171011
112744332002,1127443320,1127443,3,4,1,,,,,,20171011
112744328002,1127443280,1127443,1,1,,,,,,,20171011
112744328002,1127443280,1127443,2,2,,,,,,,20171011
112744324002,1127443240,1127443,1,1,,,,,,,20171011
112744324002,1127443240,1127443,2,2,,,,,,,20171011
112744324002,1127443240,1127443,3,4,1,,,,,,20171011
112744303001,1127443030,1127443,1,1,,,,,,,20171011
112744303001,1127443030,1127443,3,4,4,,,,,,20171011
112744321002,1127443210,1127443,1,1,,,,,,,20171011
112744321002,1127443210,1127443,2,2,,,,,,,20171011
112744117001,1127441170,1127441,1,1,,,,,,,20171011
112744116002,1127441160,1127441,1,1,,,,,,,20171011
112744116002,1127441160,1127441,2,2,,,,,,,20171011
112744116002,1127441160,1127441,3,3,2,,,,,,20171011
112744145002,1127441450,1127441,1,1,,,,,,,20171011
112744145002,1127441450,1127441,2,2,,,,,,,20171011
112744145002,1127441450,1127441,3,4,1,,,,,,20171011
112744135002,1127441350,1127441,1,1,,,,,,,20171011
112744130001,1127441300,1127441,1,1,,,,,,,20171011
112744130001,1127441300,1127441,3,5,1,,,,,,20171011
112744130001,1127441300,1127441,4,5,2,,,,,,20171011
112744137002,1127441370,1127441,1,1,,,,,,,20171011
112744137002,1127441370,1127441,2,2,,,,,,,20171011
112744125002,1127441250,1127441,1,1,,,,,,,20171011
112744125002,1127441250,1127441,2,2,,,,,,,20171011
112744125002,1127441250,1127441,3,7,,1,2,1993,7,9,20171011
112744144002,1127441440,1127441,1,1,,,,,,,20171011
112744144002,1127441440,1127441,2,2,,,,,,,20171011
112744144002,1127441440,1127441,3,4,1,,,,,,20171011
112744120001,1127441200,1127441,1,1,,,,,,,20171011
112744120001,1127441200,1127441,2,2,,,,,,,20171011
112744106001,1127441060,1127441,1,1,,,,,,,20171011
112744106001,1127441060,1127441,2,2,,,,,,,20171011
112744127001,1127441270,1127441,1,1,,,,,,,20171011
112744127001,1127441270,1127441,2,2,,,,,,,20171011
112744122001,1127441220,1127441,1,1,,,,,,,20171011
112744122001,1127441220,1127441,2,2,,,,,,,20171011
112744122001,1127441220,1127441,3,4,1,,,,,,20171011
112744129001,1127441290,1127441,1,1,,,,,,,20171011
112744142002,1127441420,1127441,1,1,,,,,,,20171011
112744142002,1127441420,1127441,2,2,,,,,,,20171011
112744142002,1127441420,1127441,3,4,1,,,,,,20171011
112744126002,1127441260,1127441,1,1,,,,,,,20171011
112744126002,1127441260,1127441,2,2,,,,,,,20171011
112744131001,1127441310,1127441,1,1,,,,,,,20171011
112744131001,1127441310,1127441,2,2,,,,,,,20171011
112744112002,1127441120,1127441,1,1,,,,,,,20171011
112744112002,1127441120,1127441,2,2,,,,,,,20171011
112744119001,1127441190,1127441,1,1,,,,,,,20171011
112744136001,1127441360,1127441,1,1,,,,,,,20171011
112744136001,1127441360,1127441,2,2,,,,,,,20171011
112744136001,1127441360,1127441,3,4,1,,,,,,20171011
112744109001,1127441090,1127441,1,1,,,,,,,20171011
112744109001,1127441090,1127441,2,2,,,,,,,20171011
112744147002,1127441470,1127441,1,1,,,,,,,20171011
112744147002,1127441470,1127441,2,2,,,,,,,20171011
112744147002,1127441470,1127441,3,3,2,,,,,,20171011
112744103002,1127441030,1127441,1,1,,,,,,,20171011
112744103002,1127441030,1127441,2,2,,,,,,,20171011
112744103002,1127441030,1127441,3,4,1,,,,,,20171011
112744140001,1127441400,1127441,1,1,,,,,,,20171011
112744140001,1127441400,1127441,2,2,,,,,,,20171011
112744140001,1127441400,1127441,3,4,1,,,,,,20171011
112744108001,1127441080,1127441,1,1,,,,,,,20171011
112744113001,1127441130,1127441,1,1,,,,,,,20171011
112744113001,1127441130,1127441,2,2,,,,,,,20171011
112744113001,1127441130,1127441,3,3,2,,,,,,20171011
112744101001,1127441010,1127441,1,1,,,,,,,20171011
112744101001,1127441010,1127441,2,2,,,,,,,20171011
112744134002,1127441340,1127441,1,1,,,,,,,20171011
112744134002,1127441340,1127441,2,2,,,,,,,20171011
112744110001,1127441100,1127441,1,1,,,,,,,20171011
112744123002,1127441230,1127441,1,1,,,,,,,20171011
112744123002,1127441230,1127441,2,2,,,,,,,20171011
112744104001,1127441040,1127441,1,1,,,,,,,20171011
112744104001,1127441040,1127441,2,2,,,,,,,20171011
112744132001,1127441320,1127441,1,1,,,,,,,20171011
112744132001,1127441320,1127441,2,2,,,,,,,20171011
112744105002,1127441050,1127441,1,1,,,,,,,20171011
112744105002,1127441050,1127441,2,2,,,,,,,20171011
112744105002,1127441050,1127441,3,4,1,,,,,,20171011
112744133002,1127441330,1127441,1,1,,,,,,,20171011
112744133002,1127441330,1127441,2,2,,,,,,,20171011
112744146001,1127441460,1127441,1,1,,,,,,,20171011
112744146001,1127441460,1127441,2,2,,,,,,,20171011
112744146001,1127441460,1127441,3,4,1,,,,,,20171011
112744115001,1127441150,1127441,1,1,,,,,,,20171011
112744115001,1127441150,1127441,2,2,,,,,,,20171011
112744115001,1127441150,1127441,3,4,1,,,,,,20171011
112744138001,1127441380,1127441,1,1,,,,,,,20171011
112744138001,1127441380,1127441,2,2,,,,,,,20171011
112744143002,1127441430,1127441,1,1,,,,,,,20171011
112744143002,1127441430,1127441,2,2,,,,,,,20171011
112744111002,1127441110,1127441,1,1,,,,,,,20171011
112744111002,1127441110,1127441,2,2,,,,,,,20171011
112744111002,1127441110,1127441,3,4,1,,,,,,20171011
112744139002,1127441390,1127441,1,1,,,,,,,20171011
112744139002,1127441390,1127441,2,2,,,,,,,20171011
112744128001,1127441280,1127441,1,1,,,,,,,20171011
112744128001,1127441280,1127441,2,2,,,,,,,20171011
112744128001,1127441280,1127441,3,4,1,,,,,,20171011
116006209001,1160062090,1160062,1,1,,,,,,,20171011
116006209001,1160062090,1160062,2,2,,,,,,,20171011
116006209001,1160062090,1160062,3,7,,1,2,2009,5,9,20171011
116006209001,1160062090,1160062,4,7,,1,2,2002,4,9,20171011
116006221001,1160062210,1160062,1,1,,,,,,,20171011
116006213001,1160062130,1160062,1,1,,,,,,,20171011
116006213001,1160062130,1160062,2,2,,,,,,,20171011
116006213001,1160062130,1160062,3,7,,1,2,2009,5,9,20171011
116006203001,1160062030,1160062,1,1,,,,,,,20171011
116006203001,1160062030,1160062,2,2,,,,,,,20171011
116006219001,1160062190,1160062,1,1,,,,,,,20171011
116006219001,1160062190,1160062,2,2,,,,,,,20171011
116006219001,1160062190,1160062,3,7,,2,1,2007,9,9,20171011
116006219001,1160062190,1160062,4,7,,1,1,2007,3,9,20171011
116006225002,1160062250,1160062,1,1,,,,,,,20171011
116006225002,1160062250,1160062,2,2,,,,,,,20171011
116006216001,1160062160,1160062,1,1,,,,,,,20171011
116006216001,1160062160,1160062,2,2,,,,,,,20171011
116006208001,1160062080,1160062,1,1,,,,,,,20171011
116006208001,1160062080,1160062,2,2,,,,,,,20171011
116006214003,1160062140,1160062,1,1,,,,,,,20171011
116006214003,1160062140,1160062,2,2,,,,,,,20171011
116006214003,1160062140,1160062,3,4,1,,,,,,20171011
116006214003,1160062140,1160062,4,4,2,,,,,,20171011
116006215002,1160062150,1160062,1,1,,,,,,,20171011
116006215002,1160062150,1160062,2,2,,,,,,,20171011
116006211001,1160062110,1160062,1,1,,,,,,,20171011
116006224001,1160062240,1160062,1,1,,,,,,,20171011
116006224001,1160062240,1160062,2,2,,,,,,,20171011
116006204002,1160062040,1160062,1,1,,,,,,,20171011
116006204002,1160062040,1160062,2,2,,,,,,,20171011
116006204002,1160062040,1160062,3,4,1,,,,,,20171011
116006210002,1160062100,1160062,1,1,,,,,,,20171011
116006210002,1160062100,1160062,2,2,,,,,,,20171011
116006205001,1160062050,1160062,1,1,,,,,,,20171011
116006205001,1160062050,1160062,2,2,,,,,,,20171011
116006205001,1160062050,1160062,3,4,1,,,,,,20171011
116006205001,1160062050,1160062,4,4,2,,,,,,20171011
116006202001,1160062020,1160062,1,1,,,,,,,20171011
116006217001,1160062170,1160062,1,1,,,,,,,20171011
116006222001,1160062220,1160062,1,1,,,,,,,20171011
116006222001,1160062220,1160062,3,4,3,,,,,,20171011
116006201001,1160062010,1160062,1,1,,,,,,,20171011
116006220001,1160062200,1160062,1,1,,,,,,,20171011
116006220001,1160062200,1160062,2,2,,,,,,,20171011
116006206001,1160062060,1160062,1,1,,,,,,,20171011
116006206001,1160062060,1160062,3,4,5,,,,,,20171011
116006206001,1160062060,1160062,4,7,,2,,,,8,20171011
116006206001,1160062060,1160062,5,7,,2,2,2006,10,9,20171011
116006206001,1160062060,1160062,6,7,,2,,,,8,20171011
116006207001,1160062070,1160062,1,1,,,,,,,20171011
116006207001,1160062070,1160062,2,2,,,,,,,20171011
116006212002,1160062120,1160062,1,1,,,,,,,20171011
116006316001,1160063160,1160063,1,1,,,,,,,20171011
116006316001,1160063160,1160063,3,4,2,,,,,,20171011
116006316001,1160063160,1160063,4,4,3,,,,,,20171011
116006306001,1160063060,1160063,1,1,,,,,,,20171011
116006306001,1160063060,1160063,2,2,,,,,,,20171011
116006317001,1160063170,1160063,1,1,,,,,,,20171011
116006317001,1160063170,1160063,2,2,,,,,,,20171011
116006317001,1160063170,1160063,3,4,4,,,,,,20171011
116006317001,1160063170,1160063,4,4,6,,,,,,20171011
116006305001,1160063050,1160063,1,1,,,,,,,20171011
116006304002,1160063040,1160063,1,1,,,,,,,20171011
116006304002,1160063040,1160063,2,2,,,,,,,20171011
116006304002,1160063040,1160063,3,4,1,,,,,,20171011
116006322002,1160063220,1160063,1,1,,,,,,,20171011
116006322002,1160063220,1160063,2,2,,,,,,,20171011
116006322002,1160063220,1160063,3,4,2,,,,,,20171011
116006322002,1160063220,1160063,4,4,4,,,,,,20171011
116006322002,1160063220,1160063,5,4,5,,,,,,20171011
116006323002,1160063230,1160063,1,1,,,,,,,20171011
116006323002,1160063230,1160063,2,2,,,,,,,20171011
116006323002,1160063230,1160063,3,4,1,,,,,,20171011
116006323002,1160063230,1160063,4,4,2,,,,,,20171011
116006303001,1160063030,1160063,1,1,,,,,,,20171011
116006303001,1160063030,1160063,6,7,,1,2,1991,4,12,20171011
116006325002,1160063250,1160063,1,1,,,,,,,20171011
116006325002,1160063250,1160063,2,2,,,,,,,20171011
116006318002,1160063180,1160063,1,1,,,,,,,20171011
116006318002,1160063180,1160063,2,2,,,,,,,20171011
116006318002,1160063180,1160063,3,4,3,,,,,,20171011
116006318002,1160063180,1160063,4,4,4,,,,,,20171011
116006329002,1160063290,1160063,1,1,,,,,,,20171011
116006329002,1160063290,1160063,2,2,,,,,,,20171011
116006301001,1160063010,1160063,1,1,,,,,,,20171011
116006301001,1160063010,1160063,2,2,,,,,,,20171011
116006301001,1160063010,1160063,3,4,1,,,,,,20171011
116006327002,1160063270,1160063,1,1,,,,,,,20171011
116006327002,1160063270,1160063,2,2,,,,,,,20171011
116006327002,1160063270,1160063,3,4,1,,,,,,20171011
116006327002,1160063270,1160063,4,4,2,,,,,,20171011
116006308001,1160063080,1160063,1,1,,,,,,,20171011
116006308001,1160063080,1160063,2,2,,,,,,,20171011
116006308001,1160063080,1160063,3,7,,1,1,2007,3,9,20171011
116006308001,1160063080,1160063,4,7,,1,1,2011,9,9,20171011
116006309001,1160063090,1160063,1,1,,,,,,,20171011
116006309001,1160063090,1160063,2,2,,,,,,,20171011
116006309001,1160063090,1160063,3,4,1,,,,,,20171011
116006302002,1160063020,1160063,1,1,,,,,,,20171011
116006302002,1160063020,1160063,2,2,,,,,,,20171011
116006328002,1160063280,1160063,1,1,,,,,,,20171011
116006328002,1160063280,1160063,2,2,,,,,,,20171011
116006328002,1160063280,1160063,3,4,1,,,,,,20171011
116006328002,1160063280,1160063,4,4,3,,,,,,20171011
116006328002,1160063280,1160063,5,7,,1,1,2004,12,9,20171011
116006312001,1160063120,1160063,1,1,,,,,,,20171011
116006312001,1160063120,1160063,2,2,,,,,,,20171011
116006315001,1160063150,1160063,1,1,,,,,,,20171011
116006315001,1160063150,1160063,2,2,,,,,,,20171011
116006314001,1160063140,1160063,1,1,,,,,,,20171011
116006314001,1160063140,1160063,2,2,,,,,,,20171011
116006314001,1160063140,1160063,3,4,2,,,,,,20171011
116006321002,1160063210,1160063,1,1,,,,,,,20171011
116006321002,1160063210,1160063,2,2,,,,,,,20171011
116006319001,1160063190,1160063,1,1,,,,,,,20171011
116006320001,1160063200,1160063,1,1,,,,,,,20171011
116006320001,1160063200,1160063,2,2,,,,,,,20171011
116006313002,1160063130,1160063,1,1,,,,,,,20171011
116006313002,1160063130,1160063,2,2,,,,,,,20171011
116006307001,1160063070,1160063,1,1,,,,,,,20171011
116006307001,1160063070,1160063,2,2,,,,,,,20171011
116006310002,1160063100,1160063,1,1,,,,,,,20171011
116006310002,1160063100,1160063,2,2,,,,,,,20171011
116006311001,1160063110,1160063,1,1,,,,,,,20171011
116006311001,1160063110,1160063,2,2,,,,,,,20171011
116006324002,1160063240,1160063,1,1,,,,,,,20171011
116006324002,1160063240,1160063,2,2,,,,,,,20171011
116006326001,1160063260,1160063,1,1,,,,,,,20171011
116006326001,1160063260,1160063,2,2,,,,,,,20171011
116006326001,1160063260,1160063,3,4,2,,,,,,20171011
116006326001,1160063260,1160063,4,4,3,,,,,,20171011
116006107001,1160061070,1160061,1,1,,,,,,,20171011
116006101001,1160061010,1160061,1,1,,,,,,,20171011
116006106001,1160061060,1160061,1,1,,,,,,,20171011
116006106001,1160061060,1160061,2,2,,,,,,,20171011
116006102001,1160061020,1160061,1,1,,,,,,,20171011
116006122002,1160061220,1160061,1,1,,,,,,,20171011
116006122002,1160061220,1160061,2,2,,,,,,,20171011
116006122002,1160061220,1160061,3,4,4,,,,,,20171011
116006112001,1160061120,1160061,1,1,,,,,,,20171011
116006112001,1160061120,1160061,3,4,1,,,,,,20171011
116006116002,1160061160,1160061,1,1,,,,,,,20171011
116006116002,1160061160,1160061,2,2,,,,,,,20171011
116006117001,1160061170,1160061,1,1,,,,,,,20171011
116006117001,1160061170,1160061,3,4,3,,,,,,20171011
116006111002,1160061110,1160061,1,1,,,,,,,20171011
116006111002,1160061110,1160061,2,2,,,,,,,20171011
116006115001,1160061150,1160061,1,1,,,,,,,20171011
116006115001,1160061150,1160061,2,2,,,,,,,20171011
116006103002,1160061030,1160061,1,1,,,,,,,20171011
116006103002,1160061030,1160061,2,2,,,,,,,20171011
116006120001,1160061200,1160061,1,1,,,,,,,20171011
116006120001,1160061200,1160061,2,2,,,,,,,20171011
116006113002,1160061130,1160061,1,1,,,,,,,20171011
116006113002,1160061130,1160061,2,2,,,,,,,20171011
116006113002,1160061130,1160061,3,4,1,,,,,,20171011
116006113002,1160061130,1160061,4,4,5,,,,,,20171011
116006109001,1160061090,1160061,1,1,,,,,,,20171011
116006109001,1160061090,1160061,3,7,,2,2,1989,8,8,20171011
116006109001,1160061090,1160061,4,7,,2,2,1989,8,8,20171011
116006114001,1160061140,1160061,1,1,,,,,,,20171011
116006114001,1160061140,1160061,2,2,,,,,,,20171011
116006108001,1160061080,1160061,1,1,,,,,,,20171011
116006110002,1160061100,1160061,1,1,,,,,,,20171011
116006110002,1160061100,1160061,2,2,,,,,,,20171011
116006104002,1160061040,1160061,1,1,,,,,,,20171011
116006104002,1160061040,1160061,2,2,,,,,,,20171011
116006119001,1160061190,1160061,1,1,,,,,,,20171011
116006119001,1160061190,1160061,3,7,,1,2,2005,9,9,20171011
116006121002,1160061210,1160061,1,1,,,,,,,20171011
116006121002,1160061210,1160061,2,2,,,,,,,20171011
204028223002,2040282230,2040282,1,1,,,,,,,20171011
204028223002,2040282230,2040282,2,2,,,,,,,20171011
204028223002,2040282230,2040282,3,4,2,,,,,,20171011
204028211001,2040282110,2040282,1,1,,,,,,,20171011
204028211001,2040282110,2040282,2,2,,,,,,,20171011
204028211001,2040282110,2040282,3,4,1,,,,,,20171011
204028208001,2040282080,2040282,1,1,,,,,,,20171011
204028208001,2040282080,2040282,2,2,,,,,,,20171011
204028208001,2040282080,2040282,3,4,1,,,,,,20171011
204028206001,2040282060,2040282,1,1,,,,,,,20171011
204028206001,2040282060,2040282,2,2,,,,,,,20171011
204028225001,2040282250,2040282,1,1,,,,,,,20171011
204028225001,2040282250,2040282,2,2,,,,,,,20171011
204028225001,2040282250,2040282,3,4,1,,,,,,20171011
204028213001,2040282130,2040282,1,1,,,,,,,20171011
204028213001,2040282130,2040282,2,2,,,,,,,20171011
204028213001,2040282130,2040282,3,4,1,,,,,,20171011
204028203001,2040282030,2040282,1,1,,,,,,,20171011
204028203001,2040282030,2040282,2,2,,,,,,,20171011
204028220001,2040282200,2040282,1,1,,,,,,,20171011
204028220001,2040282200,2040282,2,2,,,,,,,20171011
204028224001,2040282240,2040282,1,1,,,,,,,20171011
204028224001,2040282240,2040282,2,2,,,,,,,20171011
204028224001,2040282240,2040282,3,7,,2,1,2006,2,9,20171011
204028215001,2040282150,2040282,1,1,,,,,,,20171011
204028215001,2040282150,2040282,3,7,,1,1,1989,12,9,20171011
204028219001,2040282190,2040282,1,1,,,,,,,20171011
204028219001,2040282190,2040282,3,4,1,,,,,,20171011
204028216001,2040282160,2040282,1,1,,,,,,,20171011
204028216001,2040282160,2040282,2,2,,,,,,,20171011
204028216001,2040282160,2040282,3,4,1,,,,,,20171011
204028216001,2040282160,2040282,4,7,,2,1,1987,9,8,20171011
204028216001,2040282160,2040282,5,7,,1,1,2013,5,9,20171011
204028212002,2040282120,2040282,1,1,,,,,,,20171011
204028212002,2040282120,2040282,2,2,,,,,,,20171011
204028212002,2040282120,2040282,3,4,1,,,,,,20171011
204028115001,2040281150,2040281,1,1,,,,,,,20171011
204028115001,2040281150,2040281,2,2,,,,,,,20171011
204028120001,2040281200,2040281,1,1,,,,,,,20171011
204028120001,2040281200,2040281,2,2,,,,,,,20171011
204028120001,2040281200,2040281,3,4,1,,,,,,20171011
204028127002,2040281270,2040281,1,1,,,,,,,20171011
204028119001,2040281190,2040281,1,1,,,,,,,20171011
204028122002,2040281220,2040281,1,1,,,,,,,20171011
204028122002,2040281220,2040281,2,2,,,,,,,20171011
204028122002,2040281220,2040281,3,3,8,,,,,,20171011
204028122002,2040281220,2040281,4,4,1,,,,,,20171011
204028126001,2040281260,2040281,1,1,,,,,,,20171011
204028126001,2040281260,2040281,2,2,,,,,,,20171011
204028102001,2040281020,2040281,1,1,,,,,,,20171011
204028102001,2040281020,2040281,2,2,,,,,,,20171011
204028125001,2040281250,2040281,1,1,,,,,,,20171011
204028116001,2040281160,2040281,1,1,,,,,,,20171011
204028116001,2040281160,2040281,2,2,,,,,,,20171011
204028116001,2040281160,2040281,3,4,1,,,,,,20171011
204028116001,2040281160,2040281,4,4,2,,,,,,20171011
204028105002,2040281050,2040281,1,1,,,,,,,20171011
204028105002,2040281050,2040281,2,2,,,,,,,20171011
204028110002,2040281100,2040281,1,1,,,,,,,20171011
204028110002,2040281100,2040281,2,2,,,,,,,20171011
204028110002,2040281100,2040281,3,4,1,,,,,,20171011
204028113002,2040281130,2040281,1,1,,,,,,,20171011
204028113002,2040281130,2040281,2,2,,,,,,,20171011
204028113002,2040281130,2040281,3,4,1,,,,,,20171011
204028113002,2040281130,2040281,4,7,,2,1,1978,7,8,20171011
204028113002,2040281130,2040281,5,7,,2,1,2004,3,9,20171011
204028104001,2040281040,2040281,1,1,,,,,,,20171011
204028104001,2040281040,2040281,3,7,,2,1,1968,0,10,20171011
204028117002,2040281170,2040281,1,1,,,,,,,20171011
204028117002,2040281170,2040281,2,2,,,,,,,20171011
204028117002,2040281170,2040281,3,4,1,,,,,,20171011
204028114001,2040281140,2040281,1,1,,,,,,,20171011
204028114001,2040281140,2040281,2,2,,,,,,,20171011
204028114001,2040281140,2040281,3,4,1,,,,,,20171011
204028109001,2040281090,2040281,1,1,,,,,,,20171011
204028109001,2040281090,2040281,3,4,4,,,,,,20171011
204028109001,2040281090,2040281,4,7,,2,1,1962,4,8,20171011
204028109001,2040281090,2040281,5,7,,,,,,,20171011
204028124001,2040281240,2040281,1,1,,,,,,,20171011
204028108002,2040281080,2040281,1,1,,,,,,,20171011
204028108002,2040281080,2040281,3,4,1,,,,,,20171011
204028305001,2040283050,2040283,1,1,,,,,,,20171011
202454123001,2024541230,2024541,1,1,,,,,,,20171011
202454138001,2024541380,2024541,1,1,,,,,,,20171011
202454138001,2024541380,2024541,2,2,,,,,,,20171011
202454131002,2024541310,2024541,1,1,,,,,,,20171011
202454131002,2024541310,2024541,2,2,,,,,,,20171011
202454124002,2024541240,2024541,1,1,,,,,,,20171011
202454124002,2024541240,2024541,2,2,,,,,,,20171011
202454128002,2024541280,2024541,1,1,,,,,,,20171011
202454128002,2024541280,2024541,2,2,,,,,,,20171011
202454128002,2024541280,2024541,3,4,1,,,,,,20171011
202454128002,2024541280,2024541,4,4,2,,,,,,20171011
202454135001,2024541350,2024541,1,1,,,,,,,20171011
202454135001,2024541350,2024541,2,2,,,,,,,20171011
202454135001,2024541350,2024541,3,4,2,,,,,,20171011
202454126002,2024541260,2024541,1,1,,,,,,,20171011
202454126002,2024541260,2024541,2,2,,,,,,,20171011
202454130002,2024541300,2024541,1,1,,,,,,,20171011
202454130002,2024541300,2024541,2,2,,,,,,,20171011
202454130002,2024541300,2024541,3,4,1,,,,,,20171011
202454117001,2024541170,2024541,1,1,,,,,,,20171011
202454113001,2024541130,2024541,1,1,,,,,,,20171011
202454113001,2024541130,2024541,2,2,,,,,,,20171011
202454113001,2024541130,2024541,3,4,1,,,,,,20171011
202454107001,2024541070,2024541,1,1,,,,,,,20171011
202454103001,2024541030,2024541,1,1,,,,,,,20171011
202454103001,2024541030,2024541,3,4,1,,,,,,20171011
202454114002,2024541140,2024541,1,1,,,,,,,20171011
202454114002,2024541140,2024541,2,2,,,,,,,20171011
202454118002,2024541180,2024541,1,1,,,,,,,20171011
202454118002,2024541180,2024541,2,2,,,,,,,20171011
202454118002,2024541180,2024541,3,4,1,,,,,,20171011
202454137002,2024541370,2024541,1,1,,,,,,,20171011
202454137002,2024541370,2024541,2,2,,,,,,,20171011
202454137002,2024541370,2024541,3,4,2,,,,,,20171011
202454137002,2024541370,2024541,4,7,,1,1,2013,9,9,20171011
202454136001,2024541360,2024541,1,1,,,,,,,20171011
202454136001,2024541360,2024541,2,2,,,,,,,20171011
202454136001,2024541360,2024541,3,4,1,,,,,,20171011
202454134002,2024541340,2024541,1,1,,,,,,,20171011
202454134002,2024541340,2024541,2,2,,,,,,,20171011
202454134002,2024541340,2024541,3,4,1,,,,,,20171011
202454115001,2024541150,2024541,1,1,,,,,,,20171011
202454115001,2024541150,2024541,3,4,1,,,,,,20171011
202454111001,2024541110,2024541,1,1,,,,,,,20171011
202454111001,2024541110,2024541,2,2,,,,,,,20171011
202454111001,2024541110,2024541,3,4,1,,,,,,20171011
202454129001,2024541290,2024541,1,1,,,,,,,20171011
202454129001,2024541290,2024541,2,2,,,,,,,20171011
202454129001,2024541290,2024541,3,3,2,,,,,,20171011
202454129001,2024541290,2024541,4,4,2,,,,,,20171011
202454112001,2024541120,2024541,1,1,,,,,,,20171011
202454112001,2024541120,2024541,2,2,,,,,,,20171011
202454112001,2024541120,2024541,3,4,1,,,,,,20171011
202454112001,2024541120,2024541,4,7,,1,1,2003,3,9,20171011
202454105001,2024541050,2024541,1,1,,,,,,,20171011
202454105001,2024541050,2024541,2,2,,,,,,,20171011
202454105001,2024541050,2024541,3,4,1,,,,,,20171011
202454102002,2024541020,2024541,1,1,,,,,,,20171011
202454102002,2024541020,2024541,2,2,,,,,,,20171011
202454110002,2024541100,2024541,1,1,,,,,,,20171011
202454110002,2024541100,2024541,2,2,,,,,,,20171011
202454110002,2024541100,2024541,3,4,1,,,,,,20171011
202454122001,2024541220,2024541,1,1,,,,,,,20171011
202454122001,2024541220,2024541,2,2,,,,,,,20171011
202454104001,2024541040,2024541,1,1,,,,,,,20171011
202454104001,2024541040,2024541,2,2,,,,,,,20171011
202454120002,2024541200,2024541,1,1,,,,,,,20171011
202454120002,2024541200,2024541,2,2,,,,,,,20171011
202454120002,2024541200,2024541,3,4,1,,,,,,20171011
202454120002,2024541200,2024541,4,4,2,,,,,,20171011
202454133001,2024541330,2024541,1,1,,,,,,,20171011
202454133001,2024541330,2024541,2,2,,,,,,,20171011
202454121001,2024541210,2024541,1,1,,,,,,,20171011
202454121001,2024541210,2024541,2,2,,,,,,,20171011
202454121001,2024541210,2024541,3,4,1,,,,,,20171011
202454109001,2024541090,2024541,1,1,,,,,,,20171011
202454109001,2024541090,2024541,3,4,1,,,,,,20171011
202454106001,2024541060,2024541,1,1,,,,,,,20171011
