communityID,province,city,urban_nbs,areatype,versionID
2755592,ºþ±±Ê¡,¾£ÃÅÊÐ,1,121,20151118
2755593,ºþ±±Ê¡,¾£ÃÅÊÐ,1,121,20151118
2801541,ÉÂÎ÷Ê¡,Î¼ÄÏÊÐ,0,220,20151118
2801542,ÉÂÎ÷Ê¡,Î¼ÄÏÊÐ,0,220,20151118
2801543,ÉÂÎ÷Ê¡,Î¼ÄÏÊÐ,0,220,20151118
2811041,ÉÂÎ÷Ê¡,±¦¼¦ÊÐ,1,112,20151118
2811042,ÉÂÎ÷Ê¡,±¦¼¦ÊÐ,1,121,20151118
2811043,ÉÂÎ÷Ê¡,±¦¼¦ÊÐ,1,111,20151118
2811161,ÉÂÎ÷Ê¡,±¦¼¦ÊÐ,0,220,20151118
2811162,ÉÂÎ÷Ê¡,±¦¼¦ÊÐ,0,220,20151118
2811163,ÉÂÎ÷Ê¡,±¦¼¦ÊÐ,1,111,20151118
2855021,ÉÂÎ÷Ê¡,ÓÜÁÖÊÐ,0,220,20151118
2855022,ÉÂÎ÷Ê¡,ÓÜÁÖÊÐ,0,220,20151118
2855023,ÉÂÎ÷Ê¡,ÓÜÁÖÊÐ,1,121,20151118
2882511,ÉÂÎ÷Ê¡,ººÖÐÊÐ,1,121,20151118
2882512,ÉÂÎ÷Ê¡,ººÖÐÊÐ,1,121,20151118
2882513,ÉÂÎ÷Ê¡,ººÖÐÊÐ,0,220,20151118
2916761,É½¶«Ê¡,±õÖÝÊÐ,0,220,20151118
2916762,É½¶«Ê¡,±õÖÝÊÐ,0,220,20151118
2916763,É½¶«Ê¡,±õÖÝÊÐ,0,220,20151118
2924581,É½¶«Ê¡,ÇàµºÊÐ,1,111,20151118
2924582,É½¶«Ê¡,ÇàµºÊÐ,1,111,20151118
2924583,É½¶«Ê¡,ÇàµºÊÐ,1,111,20151118
2940281,É½¶«Ê¡,¼ÃÄÏÊÐ,1,111,20151118
2940282,É½¶«Ê¡,¼ÃÄÏÊÐ,1,111,20151118
2940283,É½¶«Ê¡,¼ÃÄÏÊÐ,1,111,20151118
2940991,É½¶«Ê¡,¼ÃÄÏÊÐ,0,220,20151118
2940992,É½¶«Ê¡,¼ÃÄÏÊÐ,0,220,20151118
2940993,É½¶«Ê¡,¼ÃÄÏÊÐ,0,220,20151118
2953311,É½¶«Ê¡,Ôæ×¯ÊÐ,0,220,20151118
2953312,É½¶«Ê¡,Ôæ×¯ÊÐ,0,220,20151118
2953313,É½¶«Ê¡,Ôæ×¯ÊÐ,1,111,20151118
2960061,É½¶«Ê¡,ÁÙÒÊÊÐ,1,122,20151118
2960062,É½¶«Ê¡,ÁÙÒÊÊÐ,0,220,20151118
2960063,É½¶«Ê¡,ÁÙÒÊÊÐ,0,210,20151118
2960811,É½¶«Ê¡,ÁÙÒÊÊÐ,0,220,20151118
2960812,É½¶«Ê¡,ÁÙÒÊÊÐ,0,220,20151118
2960813,É½¶«Ê¡,ÁÙÒÊÊÐ,0,220,20151118
2963311,É½¶«Ê¡,ÁÄ³ÇÊÐ,0,220,20151118
2963312,É½¶«Ê¡,ÁÄ³ÇÊÐ,0,220,20151118
2963313,É½¶«Ê¡,ÁÄ³ÇÊÐ,1,112,20151118
2974391,É½¶«Ê¡,Íþº£ÊÐ,1,111,20151118
2974392,É½¶«Ê¡,Íþº£ÊÐ,0,220,20151118
2974393,É½¶«Ê¡,Íþº£ÊÐ,0,220,20151118
2982451,É½¶«Ê¡,Î«·»ÊÐ,1,122,20151118
2982452,É½¶«Ê¡,Î«·»ÊÐ,1,111,20151118
2982453,É½¶«Ê¡,Î«·»ÊÐ,1,112,20151118
2986311,É½¶«Ê¡,µÂÖÝÊÐ,0,220,20151118
2986312,É½¶«Ê¡,µÂÖÝÊÐ,0,220,20151118
2986313,É½¶«Ê¡,µÂÖÝÊÐ,1,112,20151118
3201461,ºÓÄÏÊ¡,°²ÑôÊÐ,0,220,20151118
3201462,ºÓÄÏÊ¡,°²ÑôÊÐ,0,220,20151118
3201463,ºÓÄÏÊ¡,°²ÑôÊÐ,0,220,20151118
3211161,ºÓÄÏÊ¡,ÂåÑôÊÐ,1,111,20151118
3211162,ºÓÄÏÊ¡,ÂåÑôÊÐ,1,111,20151118
3211163,ºÓÄÏÊ¡,ÂåÑôÊÐ,1,111,20151118
3211311,ºÓÄÏÊ¡,ÂåÑôÊÐ,1,111,20151118
3211312,ºÓÄÏÊ¡,ÂåÑôÊÐ,1,122,20151118
3211313,ºÓÄÏÊ¡,ÂåÑôÊÐ,1,121,20151118
3216591,ºÓÄÏÊ¡,ÖÜ¿ÚÊÐ,0,220,20151118
3216592,ºÓÄÏÊ¡,ÖÜ¿ÚÊÐ,1,121,20151118
3216593,ºÓÄÏÊ¡,ÖÜ¿ÚÊÐ,0,220,20151118
3240451,ºÓÄÏÊ¡,Ö£ÖÝÊÐ,1,122,20151118
3240452,ºÓÄÏÊ¡,Ö£ÖÝÊÐ,0,220,20151118
3240453,ºÓÄÏÊ¡,Ö£ÖÝÊÐ,1,122,20151118
3240781,ºÓÄÏÊ¡,Ö£ÖÝÊÐ,1,111,20151118
3240782,ºÓÄÏÊ¡,Ö£ÖÝÊÐ,1,112,20151118
3240783,ºÓÄÏÊ¡,Ö£ÖÝÊÐ,1,111,20151118
3246811,ºÓÄÏÊ¡,å§ÑôÊÐ,0,220,20151118
3246812,ºÓÄÏÊ¡,å§ÑôÊÐ,0,210,20151118
3246813,ºÓÄÏÊ¡,å§ÑôÊÐ,1,121,20151118
3253061,ºÓÄÏÊ¡,Æ½¶¥É½ÊÐ,0,220,20151118
3253062,ºÓÄÏÊ¡,Æ½¶¥É½ÊÐ,0,220,20151118
3253063,ºÓÄÏÊ¡,Æ½¶¥É½ÊÐ,0,220,20151118
3255541,ºÓÄÏÊ¡,½¹×÷ÊÐ,0,220,20151118
3255542,ºÓÄÏÊ¡,½¹×÷ÊÐ,0,220,20151118
3255543,ºÓÄÏÊ¡,½¹×÷ÊÐ,1,111,20151118
3263461,ºÓÄÏÊ¡,ÐÅÑôÊÐ,0,210,20151118
3263462,ºÓÄÏÊ¡,ÐÅÑôÊÐ,0,220,20151118
3263463,ºÓÄÏÊ¡,ÐÅÑôÊÐ,0,220,20151118
3263591,ºÓÄÏÊ¡,ÐÅÑôÊÐ,0,220,20151118
3263592,ºÓÄÏÊ¡,ÐÅÑôÊÐ,1,121,20151118
3263593,ºÓÄÏÊ¡,ÐÅÑôÊÐ,0,220,20151118
3301021,ºþÄÏÊ¡,ÉÛÑôÊÐ,1,121,20151118
3301022,ºþÄÏÊ¡,ÉÛÑôÊÐ,0,220,20151118
3301023,ºþÄÏÊ¡,ÉÛÑôÊÐ,0,220,20151118
3301311,ºþÄÏÊ¡,ÉÛÑôÊÐ,0,220,20151118
3301312,ºþÄÏÊ¡,ÉÛÑôÊÐ,0,220,20151118
3301313,ºþÄÏÊ¡,ÉÛÑôÊÐ,0,220,20151118
3304041,ºþÄÏÊ¡,ÔÀÑôÊÐ,1,111,20151118
3304042,ºþÄÏÊ¡,ÔÀÑôÊÐ,1,112,20151118
3304043,ºþÄÏÊ¡,ÔÀÑôÊÐ,0,210,20151118
3340021,ºþÄÏÊ¡,³¤É³ÊÐ,1,122,20151118
3340022,ºþÄÏÊ¡,³¤É³ÊÐ,1,121,20151118
3340023,ºþÄÏÊ¡,³¤É³ÊÐ,1,122,20151118
3346311,ºþÄÏÊ¡,ÒæÑôÊÐ,0,220,20151118
3346312,ºþÄÏÊ¡,ÒæÑôÊÐ,0,220,20151118
3346313,ºþÄÏÊ¡,ÒæÑôÊÐ,1,111,20151118
3360591,ºþÄÏÊ¡,Â¦µ×ÊÐ,0,220,20151118
3360592,ºþÄÏÊ¡,Â¦µ×ÊÐ,0,220,20151118
3360593,ºþÄÏÊ¡,Â¦µ×ÊÐ,1,122,20151118
3382311,ºþÄÏÊ¡,³£µÂÊÐ,1,123,20151118
3382312,ºþÄÏÊ¡,³£µÂÊÐ,1,111,20151118
3382313,ºþÄÏÊ¡,³£µÂÊÐ,0,220,20151118
3452331,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,0,220,20151118
3452332,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,0,210,20151118
3452333,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,1,122,20151118
3477631,¹óÖÝÊ¡,Ç­¶«ÄÏÃç×å¶±×å×ÔÖÎÖÝ,0,220,20151118
3477632,¹óÖÝÊ¡,Ç­¶«ÄÏÃç×å¶±×å×ÔÖÎÖÝ,0,220,20151118
3477633,¹óÖÝÊ¡,Ç­¶«ÄÏÃç×å¶±×å×ÔÖÎÖÝ,1,111,20151118
