model,status,message,threshold,roc_auc,pr_auc,f1,recall,precision,specificity,fpr,fnr,tn,fp,fn,tp,predicted_positive_rate,predicted_negative_rate
logistic_regression,ok,通过基础诊断。,0.4880657255530281,0.6531362038976252,0.22910844536624506,0.289490245437382,0.5808080808080808,0.19279128248113997,0.6239750097618117,0.3760249902381882,0.41919191919191917,1598.0,963.0,166.0,230.0,0.4034494420020291,0.5965505579979709
random_forest,ok,通过基础诊断。,0.4315937444109164,0.6478944067776555,0.2135718769300437,0.2944479101684342,0.5959595959595959,0.19552609776304888,0.6208512299882858,0.37914877001171415,0.40404040404040403,1590.0,971.0,160.0,236.0,0.4081839702401082,0.5918160297598918
xgboost,failed,ImportError: cannot import name 'XGBClassifier' from 'xgboost' (unknown location),,,,,,,,,,,,,,,
lightgbm,ok,通过基础诊断。,0.41117045834524396,0.6497422487270202,0.2220887733383508,0.29503546099290784,0.5252525252525253,0.20512820512820512,0.6852791878172588,0.3147208121827411,0.47474747474747475,1755.0,806.0,188.0,208.0,0.342915116672303,0.657084883327697
catboost,ok,通过基础诊断。,0.5037717978022678,0.6559296597367663,0.2253988569698438,0.28879310344827586,0.5075757575757576,0.20180722891566266,0.6895743850058571,0.3104256149941429,0.49242424242424243,1766.0,795.0,195.0,201.0,0.336827866080487,0.663172133919513
