ID,householdID,communityID,i001,i002,i003,i004,i005,i005_1,i006,i007,i008,i009,i010,i011,i012_1,i012_2,i012_3,i012_4,i012_5,i013,i014s1,i014s2,i015,i016,i017,i018,i019,i020,i021,i022,i023,i024,i025,i026,versionID
056043131001,0560431310,0560431,,,2,2,1983,,2,,1,,2,2,4,1,0,1,0,1,1,,2,1,2,3,2,2,6,6,2,2,4,1,20151118
056043132001,0560431320,0560431,,,2,3,,3,2,,2,2,2,1,6,1,1,1,1,,1,,2,1,2,3,2,2,6,6,2,2,4,3,20151118
056043201002,0560432010,0560432,50,0.0,1,2,2010,2,1,1,,,2,1,1,1,0,0,0,5,1,,2,1,2,3,2,2,5,5,2,2,5,4,20151118
056043203001,0560432030,0560432,130,600.0,2,2,1976,,2,,1,,2,1,3,1,2,1,0,,1,,1,1,1,3,2,2,6,6,2,2,4,3,20151118
056043204002,0560432040,0560432,,300.0,1,2,1985,,2,,,,2,1,2,1,1,1,1,,1,,1,1,2,3,2,2,6,6,2,2,3,3,20151118
056043205001,0560432050,0560432,260,,1,2,1999,,2,1,1,,2,3,7,3,2,2,0,,1,,1,1,2,2,2,2,5,6,2,2,3,3,20151118
056043206002,0560432060,0560432,250,0.0,2,2,1991,,2,,1,,1,,2,1,1,1,0,,1,,2,1,2,3,2,2,6,6,2,2,3,3,20151118
056043207001,0560432070,0560432,5,,1,3,2010,,1,1,,,2,1,1,1,1,1,0,,1,,2,1,1,3,2,2,6,6,1,2,4,3,20151118
056043208001,0560432080,0560432,,,1,3,1979,,1,1,,,2,1,5,1,2,2,0,,1,,2,1,1,3,2,2,6,6,2,2,4,2,20151118
056043209001,0560432090,0560432,200,,1,3,,3,1,1,,,2,1,4,1,1,1,1,,1,,2,1,2,3,2,2,6,6,2,2,3,3,20151118
056043210001,0560432100,0560432,,,1,3,1983,,1,1,,,2,1,2,1,1,1,0,,1,,2,1,2,3,2,2,6,6,2,2,3,3,20151118
056043211001,0560432110,0560432,180,,1,2,2010,,1,1,,,2,1,6,1,2,2,0,,1,,2,1,2,3,2,2,6,6,1,2,4,3,20151118
056043212002,0560432120,0560432,100,30.0,2,9,1988,,1,1,,,2,2,3,1,1,1,0,,1,,2,1,1,3,2,2,6,6,2,2,3,3,20151118
056043213001,0560432130,0560432,,,1,3,1978,,1,1,,,2,1,3,1,1,1,0,,1,,2,1,1,3,2,2,6,6,1,2,5,2,20151118
056043214001,0560432140,0560432,,,2,2,1990,,2,,1,,2,1,6,0,1,1,0,,1,,2,1,2,3,2,2,6,6,1,2,2,3,20151118
056043215001,0560432150,0560432,,,2,3,1995,,1,1,,,2,1,7,1,2,2,1,,1,,2,1,2,3,2,2,6,6,2,2,4,3,20151118
056043216001,0560432160,0560432,,,2,2,,,1,1,,,1,,1,0,0,0,0,3,1,,1,1,1,3,1,2,1,2,2,2,3,3,20151118
056043217002,0560432170,0560432,110,100.0,1,2,1980,,1,1,,,2,1,2,2,1,1,0,,1,,2,1,2,3,2,2,6,6,1,2,4,3,20151118
056043218002,0560432180,0560432,180,300.0,2,2,1999,,1,1,,,2,1,4,1,2,1,0,,1,,2,1,2,3,2,2,6,6,2,2,3,3,20151118
056043219001,0560432190,0560432,120,,1,3,1979,,1,1,,,2,1,2,1,1,1,0,,1,,2,1,1,3,2,2,6,6,2,2,4,3,20151118
056043220001,0560432200,0560432,100,0.0,2,3,1983,,2,,1,,1,,1,1,1,1,0,,1,,2,1,2,3,2,2,6,6,2,2,4,4,20151118
056043221001,0560432210,0560432,,,2,2,,4,1,1,,,2,2,4,1,0,2,0,15,1,,2,1,2,3,2,2,6,6,2,2,2,2,20151118
056043222001,0560432220,0560432,,,1,2,1986,,1,1,,,2,1,2,1,1,1,0,0,1,,2,1,1,3,2,2,6,6,1,2,3,3,20151118
056043223001,0560432230,0560432,,,2,2,1985,,1,1,,,2,1,,,,,,0,1,,2,1,2,3,2,2,6,5,1,2,4,3,20151118
056043224001,0560432240,0560432,113,0.0,2,1,,1,2,,2,2,1,,3,2,1,1,1,,1,,1,1,1,2,1,2,,2,2,2,,,20151118
056043225001,0560432250,0560432,,,2,9,,6,1,1,,,2,1,1,1,1,1,0,,1,,2,1,2,3,2,2,6,6,2,2,5,2,20151118
056043226002,0560432260,0560432,100,150.0,1,3,1978,,1,1,,,2,1,2,1,1,1,0,,1,,2,1,2,3,2,2,6,6,1,2,3,3,20151118
056043227001,0560432270,0560432,120,,1,9,1979,,2,,,,2,1,3,2,1,1,0,,1,,2,1,2,3,2,2,6,6,2,2,5,3,20151118
056043228001,0560432280,0560432,200,250.0,2,2,1987,,1,1,,,1,,2,3,3,3,0,,1,,2,1,2,3,2,2,6,6,1,2,2,3,20151118
056043229002,0560432290,0560432,100,100.0,2,2,1984,,2,,1,,1,,2,1,1,1,0,,1,,2,1,2,3,2,2,6,6,2,2,,,20151118
056043230001,0560432300,0560432,150,,2,2,1982,,1,1,,,2,1,3,2,1,1,0,,1,,2,1,2,3,2,2,6,6,1,2,4,3,20151118
056043231001,0560432310,0560432,65,0.0,2,3,2012,,2,,3,2,1,,1,2,1,1,0,,,2,1,1,1,2,1,2,5,2,2,1,2,3,20151118
056043232002,0560432320,0560432,,,1,2,2007,,1,1,,,2,1,4,1,1,1,0,,1,,2,1,1,3,2,2,6,6,1,2,4,3,20151118
056043301002,0560433010,0560433,,0.0,1,1,,5,2,,2,2,1,,4,1,1,1,1,,1,,1,1,1,2,1,2,5,2,1,2,4,3,20151118
056043302002,0560433020,0560433,90,0.0,2,3,1992,,1,1,,,1,1,3,1,1,1,1,,1,,1,1,2,3,2,2,6,6,2,2,1,3,20151118
056043303001,0560433030,0560433,150,300.0,2,2,1979,,1,1,,,2,1,6,0,2,1,0,,1,,2,1,2,3,2,2,6,6,2,2,2,3,20151118
056043304002,0560433040,0560433,100,150.0,2,2,1985,,1,1,,,2,1,3,0,1,1,0,,1,,1,1,1,3,2,2,5,6,2,2,2,3,20151118
056043305002,0560433050,0560433,73,0.0,2,1,2008,,2,,6,2,1,,2,1,1,1,1,,,2,1,1,1,2,1,2,5,2,1,2,3,3,20151118
056043306002,0560433060,0560433,30,0.0,1,3,2005,,1,1,,,1,,2,0,1,1,0,,1,,1,1,1,2,1,1,,2,2,2,1,3,20151118
056043307001,0560433070,0560433,,,2,2,1974,,1,1,,,2,1,4,0,2,2,0,,1,,2,1,1,3,2,2,6,6,2,2,5,3,20151118
056043308001,0560433080,0560433,200,200.0,1,3,1981,,1,1,,,2,1,4,1,1,1,0,,1,,2,1,2,3,2,2,6,6,2,2,4,3,20151118
056043309002,0560433090,0560433,150,0.0,1,1,1998,,2,,1,,2,1,3,1,1,1,1,,1,,1,1,1,2,1,2,3,2,2,2,4,3,20151118
056043310002,0560433100,0560433,300,,2,2,1988,,2,,1,,1,,16,0,2,3,1,,1,,2,1,2,3,2,2,6,6,1,2,4,3,20151118
056043311002,0560433110,0560433,200,0.0,2,2,,4,2,,2,2,2,3,4,0,2,1,1,,1,,1,1,1,2,2,2,5,5,2,2,2,3,20151118
056043312001,0560433120,0560433,120,151.0,2,2,1972,,1,1,,,2,4,2,1,1,1,0,,1,,2,1,2,2,2,2,6,6,2,2,1,3,20151118
056043313001,0560433130,0560433,100,,2,1,2011,,2,,1,,1,,3,1,1,1,1,,1,,1,1,2,3,2,2,6,6,2,2,3,3,20151118
056043314001,0560433140,0560433,65,0.0,1,3,2004,,2,,2,2,1,,3,1,1,1,0,,1,,2,1,1,2,1,2,6,2,2,2,4,3,20151118
056043315002,0560433150,0560433,197,,1,3,1993,,2,,,,2,1,4,2,2,2,0,,1,,1,1,2,3,2,2,6,6,1,2,5,3,20151118
056043316002,0560433160,0560433,30,,2,2,1974,,1,1,,,1,,1,1,1,1,0,,1,,1,1,2,2,2,2,6,6,1,2,5,3,20151118
056043317002,0560433170,0560433,50,,2,3,1972,,1,1,,,2,1,1,1,1,1,0,,1,,1,1,2,3,2,2,6,6,1,2,1,3,20151118
056043318001,0560433180,0560433,200,0.0,2,3,1999,,2,,1,,1,,3,1,1,1,1,,1,,2,1,1,2,2,2,5,6,1,2,3,3,20151118
056043319001,0560433190,0560433,150,0.0,2,2,1982,,1,1,,,2,1,3,0,1,1,0,,1,,1,1,2,3,2,2,6,6,2,2,1,3,20151118
056043320001,0560433200,0560433,190,60.0,1,1,1986,,2,,,,2,1,2,1,1,1,0,,1,,1,1,1,2,2,2,6,6,1,2,5,3,20151118
056043321001,0560433210,0560433,200,300.0,2,2,1981,,1,1,,,2,1,2,1,1,1,0,,1,,2,1,2,3,2,2,6,5,2,2,4,3,20151118
056043322002,0560433220,0560433,,,1,3,1984,,1,1,,,2,1,3,1,1,1,0,,1,,2,1,2,3,2,2,6,6,1,2,3,3,20151118
056043323002,0560433230,0560433,140,0.0,2,2,1992,,2,,1,,1,,,,,,,20,1,,2,1,2,3,2,2,6,6,2,2,3,3,20151118
056043324001,0560433240,0560433,70,100.0,1,2,1982,,1,1,,,2,1,1,1,1,1,0,,,2,2,1,2,3,2,2,6,6,1,2,4,3,20151118
056043325001,0560433250,0560433,250,150.0,2,2,1982,,1,1,,,2,1,6,1,2,1,0,,1,,2,1,1,3,2,2,5,6,1,2,3,3,20151118
056043326002,0560433260,0560433,120,0.0,2,3,,1,1,1,,,1,,4,1,1,1,1,,1,,1,1,1,2,1,2,6,6,2,2,1,3,20151118
056043327001,0560433270,0560433,10,40.0,2,2,1989,,1,1,,,2,2,1,0,1,1,0,,1,,2,1,2,3,2,2,7,6,2,2,3,3,20151118
056043328001,0560433280,0560433,100,,1,2,1980,,1,1,,,2,1,4,2,1,1,0,,1,,1,1,2,2,1,2,6,6,2,2,4,3,20151118
056043329001,0560433290,0560433,200,200.0,2,3,1981,,1,1,,,2,1,1,1,1,1,0,,1,,2,1,2,3,2,2,6,6,1,2,4,3,20151118
056059101001,0560591010,0560591,70,130.0,2,2,1966,,1,1,,,2,1,2,0,1,1,0,,1,,2,1,1,3,2,2,2,6,2,2,1,4,20151118
056059102001,0560591020,0560591,200,300.0,2,4,1980,,1,1,,,2,1,3,1,1,1,0,,1,,2,1,2,3,2,2,6,6,2,2,5,6,20151118
056059103001,0560591030,0560591,100,70.0,2,1,,1,1,1,,,1,,3,1,1,0,0,,1,,1,1,1,2,1,2,6,6,1,2,3,3,20151118
056059104001,0560591040,0560591,100,100.0,2,2,1998,,1,1,,,1,,3,2,2,1,1,,1,2,1,1,1,2,1,2,5,2,1,1,3,3,20151118
056059105002,0560591050,0560591,100,130.0,1,2,1987,,1,1,,,1,,4,0,1,1,0,,1,,2,1,2,2,1,2,6,6,2,2,3,3,20151118
056059106001,0560591060,0560591,100,120.0,2,1,2011,,1,1,2,,1,,5,1,2,1,0,,1,,1,1,1,3,1,2,7,6,2,2,4,3,20151118
056059107001,0560591070,0560591,130,300.0,2,1,1993,,2,,2,2,2,1,6,0,6,1,1,,1,,2,1,2,3,2,2,6,6,2,2,4,2,20151118
056059108002,0560591080,0560591,250,350.0,2,3,1983,,1,1,,,2,1,3,1,1,1,0,,1,,1,1,1,2,1,2,3,2,2,2,4,3,20151118
056059109002,0560591090,0560591,80,30.0,1,3,1991,,2,,,,2,1,2,0,1,1,0,,1,,2,1,2,2,1,2,6,6,2,2,4,3,20151118
056059110001,0560591100,0560591,150,,2,2,1989,,1,1,,,2,2,2,0,1,1,0,,1,,2,1,1,3,2,2,6,6,2,2,3,3,20151118
056059111002,0560591110,0560591,150,0.0,2,1,1992,,1,1,,,1,,4,0,2,1,0,,1,,1,1,2,3,1,2,6,2,2,2,1,3,20151118
056059112001,0560591120,0560591,120,80.0,1,2,1982,,1,1,,,2,1,4,0,1,1,0,,1,,2,1,1,2,2,2,6,6,1,2,4,3,20151118
056059113002,0560591130,0560591,150,300.0,2,2,1967,,1,1,,,2,1,4,1,1,1,1,,1,,1,1,1,2,2,2,6,2,1,2,2,3,20151118
056059114001,0560591140,0560591,140,200.0,2,2,2010,,1,1,,,1,,2,1,2,2,1,,1,,1,1,1,2,1,2,3,2,2,2,4,3,20151118
056059115001,0560591150,0560591,180,300.0,1,2,1982,,1,1,,,2,1,3,1,1,1,0,,1,,2,1,1,3,2,2,6,6,2,2,3,3,20151118
056059116002,0560591160,0560591,120,200.0,2,2,1998,,2,,1,,2,1,8,1,2,1,0,,1,,1,1,1,2,1,2,6,2,2,2,2,3,20151118
056059117002,0560591170,0560591,70,110.0,2,2,1982,,1,1,,,2,1,4,0,1,1,0,,1,,2,1,1,3,2,2,6,6,2,2,5,3,20151118
056059118001,0560591180,0560591,50,60.0,2,2,1984,,1,1,,,1,,2,1,1,1,0,,1,,2,1,1,3,1,2,2,6,1,2,3,3,20151118
056059120002,0560591200,0560591,130,180.0,1,2,1989,,1,1,,,2,1,2,0,1,1,0,,1,,2,1,2,3,2,2,6,6,1,2,4,3,20151118
056059121001,0560591210,0560591,0,0.0,2,1,1998,,2,,2,2,2,1,10,0,2,1,0,,1,,1,1,2,2,1,2,1,2,1,2,2,3,20151118
056059122001,0560591220,0560591,,0.0,2,2,,3,1,1,,,1,,4,0,0,0,0,10,1,,2,1,2,3,2,2,6,6,2,2,2,3,20151118
056059123001,0560591230,0560591,100,150.0,1,2,,3,1,1,,,2,1,3,1,1,1,0,,1,,2,1,1,3,1,2,6,6,1,2,4,3,20151118
056059201002,0560592010,0560592,80,100.0,2,2,1981,,1,1,,,2,1,2,0,1,1,0,,1,,1,1,1,3,2,2,6,6,1,2,3,3,20151118
056059202001,0560592020,0560592,,,2,9,1976,,1,1,,,2,1,2,1,1,1,0,,1,,2,1,1,2,2,2,6,6,1,2,4,3,20151118
056059203001,0560592030,0560592,,,2,9,1971,,1,1,,,2,1,,,,,,,1,,2,1,2,3,2,2,6,6,1,2,4,3,20151118
056059204002,0560592040,0560592,60,120.0,2,2,1950,,1,1,,,1,,3,2,1,1,0,,1,,1,1,1,2,2,2,6,6,1,2,4,3,20151118
056059205001,0560592050,0560592,533,533.36,2,2,2010,,1,1,,,2,1,6,2,1,1,1,,,2,1,1,1,3,2,2,6,6,1,2,3,2,20151118
056059206001,0560592060,0560592,56,666.0,2,2,1980,,2,,1,,2,1,3,1,1,1,0,,1,,2,1,1,2,2,2,6,6,2,2,5,3,20151118
056059207002,0560592070,0560592,140,60.0,2,2,1993,,1,1,,,2,1,7,1,2,2,7,,1,,2,1,1,3,2,2,6,5,2,2,4,3,20151118
056059209002,0560592090,0560592,100,150.0,1,2,1987,,1,1,,,2,1,8,0,1,1,0,,1,,2,1,1,2,1,2,6,6,1,2,2,3,20151118
056059210001,0560592100,0560592,100,150.0,1,2,2008,,1,1,,,2,1,3,1,1,1,1,,1,,1,1,1,2,2,2,6,6,1,2,3,3,20151118
056059211001,0560592110,0560592,,132.2,2,1,2009,,2,,1,,2,1,5,1,1,1,2,,1,,2,1,1,2,1,2,6,6,1,2,3,3,20151118
056059212002,0560592120,0560592,120,160.0,2,2,2011,,1,1,,,1,,5,1,2,1,1,,1,2,1,1,1,2,1,2,3,2,1,2,3,3,20151118
056059213001,0560592130,0560592,70,100.0,2,2,1994,,1,1,,,2,2,3,1,1,1,1,,1,,2,1,1,2,2,2,7,3,2,2,6,6,20151118
056059215001,0560592150,0560592,,,2,1,2009,,2,,2,2,2,,3,1,1,1,1,,1,,2,1,2,3,2,2,6,5,1,2,2,3,20151118
056059216002,0560592160,0560592,70,,1,2,1983,,1,1,,,2,1,2,0,1,1,0,,1,,1,1,1,2,1,2,6,6,1,1,3,2,20151118
056059217002,0560592170,0560592,,,1,2,1981,,1,1,,,2,1,3,0,1,1,0,,1,,2,1,1,3,2,2,6,6,1,2,4,3,20151118
056059218001,0560592180,0560592,472,482.0,2,1,,1,2,,1,,2,1,5,2,4,2,2,,1,,1,1,1,2,1,2,6,6,2,2,3,3,20151118
056059219001,0560592190,0560592,80,330.0,2,2,1996,,1,1,1,,2,1,2,0,1,1,1,,1,,2,1,2,2,2,2,6,6,1,2,4,3,20151118
056059220002,0560592200,0560592,,100.0,1,1,1998,,1,1,,,1,,2,5,2,1,1,,1,,1,1,1,1,1,2,6,6,1,2,3,3,20151118
056059221001,0560592210,0560592,100,130.0,2,1,2008,,1,1,,,2,1,5,2,2,1,2,,1,,1,1,1,2,2,2,3,2,1,2,3,3,20151118
056059222002,0560592220,0560592,200,0.0,2,2,1983,,1,1,,,2,1,3,1,1,1,0,,1,,2,1,1,3,2,2,6,6,1,2,3,3,20151118
056059223001,0560592230,0560592,100,,2,2,1982,,1,1,,,2,1,2,0,1,1,0,,1,,1,1,1,3,2,2,6,6,2,2,4,3,20151118
056059224002,0560592240,0560592,80,100.0,1,3,1971,,1,1,,,2,1,2,1,1,1,0,,1,,2,1,1,3,1,2,6,6,2,2,4,3,20151118
056059225001,0560592250,0560592,120,180.0,2,2,1982,,1,1,,,2,1,3,1,1,1,0,,1,,2,1,1,3,2,2,6,6,2,2,5,3,20151118
056059226001,0560592260,0560592,130,170.0,1,2,2010,,1,1,,,2,1,10,2,2,2,0,,1,,1,1,2,3,2,2,6,6,2,2,4,3,20151118
056059227002,0560592270,0560592,95,120.0,2,2,1984,,1,1,,,2,1,3,0,1,1,0,,1,,2,1,1,2,1,2,6,6,2,2,4,3,20151118
056059301002,0560593010,0560593,466,233.0,2,2,1983,,1,1,,,,,2,0,1,1,0,,1,,1,1,1,3,2,2,6,6,1,2,3,3,20151118
056059301101,0560593011,0560593,100,60.0,2,10,2010,,1,1,,,2,1,2,1,1,1,0,,1,,1,1,1,2,2,2,6,6,2,2,3,3,20151118
056059302001,0560593020,0560593,60,100.0,1,2,1996,,2,1,1,,1,,3,1,1,1,1,,1,,1,1,2,2,2,2,6,6,2,2,3,3,20151118
056059303001,0560593030,0560593,140,,1,2,1997,,2,,2,2,2,1,4,2,2,1,0,,1,,1,1,2,2,2,2,6,3,2,2,4,3,20151118
056059305001,0560593050,0560593,400,200.0,1,2,1987,,1,1,,,2,1,4,2,3,1,2,,1,,1,1,1,3,2,2,6,6,1,2,4,3,20151118
056059306001,0560593060,0560593,,,2,9,1980,,2,,1,,2,1,2,0,1,1,0,,1,,1,1,1,3,2,2,6,6,2,2,4,3,20151118
056059307001,0560593070,0560593,,,2,2,1981,,1,1,,,1,,1,4,3,1,0,,1,,2,1,1,3,2,2,6,6,1,2,4,3,20151118
056059308001,0560593080,0560593,40,70.0,2,2,1999,,2,,1,,2,1,4,2,1,1,3,,1,,1,1,1,2,2,2,6,6,2,2,4,3,20151118
056059309001,0560593090,0560593,100,150.0,2,2,,3,1,1,,,2,1,3,1,1,1,0,,1,,2,1,1,3,2,2,6,6,1,2,3,3,20151118
056059310001,0560593100,0560593,200,30.0,1,2,1981,,1,1,,,1,,8,0,2,2,0,,1,,2,1,2,2,2,2,6,6,1,2,4,3,20151118
056059311001,0560593110,0560593,,,2,1,2008,,1,1,,,2,1,3,1,1,1,0,,,2,1,1,1,3,2,2,6,6,1,2,4,3,20151118
056059312001,0560593120,0560593,,,1,3,1981,,1,1,,,2,1,2,1,1,1,0,,1,,2,1,1,2,2,2,6,6,1,2,4,3,20151118
056059314001,0560593140,0560593,120,200.0,2,2,1980,,1,1,,,1,,2,1,1,1,0,,1,,2,1,1,3,2,2,6,3,2,2,3,3,20151118
056059315002,0560593150,0560593,160,396.0,2,9,1979,,2,,1,,2,1,1,0,2,1,0,,1,,1,1,2,2,2,2,6,6,1,2,4,3,20151118
056059316002,0560593160,0560593,120,0.0,1,2,1981,,1,1,,,1,,4,0,1,1,0,,1,,2,1,2,3,2,2,6,6,1,2,4,3,20151118
056059317001,0560593170,0560593,68,70.0,2,3,1968,,1,1,,,2,2,5,3,1,1,0,,1,,2,1,1,3,2,2,6,6,1,2,3,3,20151118
056059319002,0560593190,0560593,,0.0,2,2,1977,,1,1,,,1,,10,0,1,1,0,,1,,1,1,2,3,2,2,6,6,2,2,1,3,20151118
056059320001,0560593200,0560593,,0.0,1,2,1989,,1,1,,,1,,3,0,1,1,0,,1,,2,1,2,3,2,2,6,6,1,2,4,3,20151118
056059321002,0560593210,0560593,300,500.0,2,2,1988,,1,1,,,2,1,2,0,1,1,0,,1,,1,1,2,3,2,2,6,6,1,2,2,3,20151118
056302101002,0563021010,0563021,120,100.0,2,1,1996,,2,,2,2,2,3,4,1,2,2,0,,1,,1,1,1,2,1,2,5,2,2,2,2,3,20151118
056302102001,0563021020,0563021,90,0.0,1,2,1983,,2,,1,,1,,2,2,2,1,0,,1,,1,1,1,2,1,2,7,2,2,2,4,4,20151118
056302104002,0563021040,0563021,70,0.0,1,1,,6,1,1,,,2,1,3,1,2,1,0,,1,,1,1,1,2,1,2,3,2,2,2,2,3,20151118
056302105001,0563021050,0563021,100,0.0,1,1,2006,,2,,2,2,2,1,2,1,2,1,1,,1,,2,1,1,2,1,2,7,2,2,1,2,3,20151118
056302106002,0563021060,0563021,20,0.0,1,1,1991,,1,1,,,1,,0,0,0,1,0,3,1,,2,1,1,2,1,2,7,2,2,2,3,3,20151118
056302107002,0563021070,0563021,100,0.0,2,1,2002,,2,,1,,2,1,3,1,1,1,0,,1,,2,1,1,3,1,2,7,2,2,2,3,3,20151118
056302108001,0563021080,0563021,100,150.0,2,10,,1,2,,3,2,2,4,4,2,2,1,1,,1,,1,1,1,2,1,1,,2,1,1,3,3,20151118
056302109001,0563021090,0563021,300,300.0,2,1,2000,,2,,3,2,2,4,4,2,2,1,0,,1,,1,1,1,2,1,2,3,2,2,1,3,3,20151118
056302109102,0563021091,0563021,30,0.0,2,1,2000,,2,,3,2,2,4,4,1,1,1,0,,1,,1,1,1,2,1,2,5,2,2,1,3,3,20151118
056302110002,0563021100,0563021,300,0.0,1,1,2003,,2,,2,2,2,1,5,2,3,1,0,,1,,1,1,1,2,1,2,7,2,1,1,3,3,20151118
056302111001,0563021110,0563021,150,0.0,1,1,,3,2,,3,2,2,4,3,1,1,1,0,,1,,1,1,1,2,1,2,5,2,1,1,4,3,20151118
056302112002,0563021120,0563021,200,0.0,1,1,,,2,,1,,2,1,3,1,2,1,1,,1,,1,1,1,2,1,2,1,2,1,2,3,3,20151118
056302113002,0563021130,0563021,290,200.0,1,2,1992,,1,1,,,2,1,5,2,1,1,1,,1,,2,1,1,2,1,2,7,2,1,1,3,3,20151118
056302114001,0563021140,0563021,130,0.0,2,1,2009,,2,,31,1,1,,3,1,2,1,1,,1,,1,1,1,2,1,2,1,2,1,1,2,3,20151118
056302115001,0563021150,0563021,36,0.0,2,2,1987,,2,,1,,2,1,1,1,0,1,0,200,1,,1,1,1,3,2,2,5,1,2,2,3,3,20151118
056302116002,0563021160,0563021,120,0.0,2,1,2003,,2,,4,2,2,4,3,1,2,1,0,,1,,1,1,1,2,1,2,5,2,1,1,2,3,20151118
056302117002,0563021170,0563021,200,100.0,2,1,1996,,2,,2,2,2,2,3,1,1,1,0,,1,,1,1,1,2,,2,5,2,1,1,2,3,20151118
056302118002,0563021180,0563021,180,0.0,1,2,1990,,2,,2,2,2,4,4,1,1,1,1,,1,,1,1,1,2,1,2,7,2,2,2,4,3,20151118
056302119003,0563021190,0563021,70,0.0,2,4,,6,1,2,,,2,1,2,1,0,1,0,10,1,,2,1,1,3,2,2,5,5,2,2,4,2,20151118
056302120001,0563021200,0563021,240,240.0,1,3,1985,,1,1,,,2,1,3,2,2,1,0,,1,,1,1,2,3,2,2,5,4,2,2,2,3,20151118
056302121002,0563021210,0563021,70,0.0,1,1,2004,,1,1,,,1,,2,1,1,1,0,,1,,1,1,1,2,1,2,7,2,2,2,2,3,20151118
056302122002,0563021220,0563021,130,0.0,1,1,2000,,1,1,,,2,1,1,3,2,1,1,,1,,1,1,1,2,1,2,3,2,1,1,3,3,20151118
056302123002,0563021230,0563021,70,0.0,2,1,,5,2,,1,,2,1,2,1,1,1,0,,,2,1,1,1,2,1,2,7,2,2,2,2,3,20151118
056302124002,0563021240,0563021,120,200.0,2,2,2009,,2,,3,2,2,4,3,2,2,1,0,,1,2,1,1,1,2,1,2,3,2,1,2,2,3,20151118
056302125002,0563021250,0563021,100,0.0,1,2,,4,1,1,,,1,,2,1,1,1,0,,1,,1,1,1,3,2,2,7,5,2,2,4,3,20151118
056302126001,0563021260,0563021,280,280.0,2,4,1913,,1,2,,,2,1,4,1,2,1,1,,1,,2,1,1,3,1,2,6,5,2,2,4,3,20151118
056302127001,0563021270,0563021,78,0.0,1,1,1987,,1,1,,,1,,0,1,1,1,0,,1,,1,1,1,2,1,2,7,2,2,2,3,3,20151118
056302128002,0563021280,0563021,100,0.0,1,1,,3,2,,2,2,2,1,2,1,1,1,1,,1,,1,1,1,2,1,2,3,2,1,1,3,3,20151118
056302129001,0563021290,0563021,76,0.0,1,3,2000,,1,1,,,2,1,2,1,1,1,1,,1,,1,1,1,2,1,2,3,2,1,1,2,4,20151118
056302130002,0563021300,0563021,150,0.0,1,2,2001,,2,,2,2,2,4,4,2,3,2,0,,1,,2,1,1,2,1,2,3,2,1,1,3,3,20151118
056302131001,0563021310,0563021,100,100.0,2,1,1983,,2,,1,,2,4,3,1,1,1,0,,1,,1,1,1,2,1,2,5,2,1,1,2,3,20151118
056302132001,0563021320,0563021,150,0.0,1,2,2001,,2,,2,2,2,4,2,1,1,1,0,,1,,1,1,1,2,1,2,5,2,2,2,3,3,20151118
056302201001,0563022010,0563022,80,0.0,1,1,1992,,2,,3,2,2,2,4,1,2,1,2,,1,,1,1,1,2,1,2,3,5,1,1,4,3,20151118
056302202001,0563022020,0563022,120,,2,2,,6,1,1,,,2,1,4,1,1,1,0,,1,,2,1,1,3,2,2,7,1,2,2,5,2,20151118
056302203002,0563022030,0563022,60,0.0,2,2,1984,,2,,3,2,2,4,2,1,1,1,0,,1,,1,1,1,2,1,2,7,2,2,2,2,4,20151118
056302204002,0563022040,0563022,150,150.0,2,4,1989,,1,1,,,1,,3,1,1,1,0,,1,,2,1,2,3,2,2,7,6,1,2,6,6,20151118
056302205002,0563022050,0563022,100,120.0,2,1,2003,,2,,2,2,2,2,3,1,2,1,0,,1,,1,1,1,2,1,2,5,2,1,1,3,3,20151118
056302206001,0563022060,0563022,38,,1,2,,5,2,,2,2,2,2,2,0,1,1,1,,1,,1,1,1,2,1,2,1,2,2,2,3,3,20151118
056302207002,0563022070,0563022,200,0.0,1,2,1977,,1,1,,,2,1,3,1,1,1,0,,1,,2,1,2,3,2,1,,6,1,2,2,3,20151118
056302208002,0563022080,0563022,120,120.0,1,2,1960,,2,,2,2,2,2,2,2,1,1,0,,1,,1,1,1,2,1,2,1,2,1,2,3,3,20151118
056302209001,0563022090,0563022,100,100.0,1,3,1900,,1,1,,,2,1,5,2,1,1,0,,1,,2,1,1,2,1,2,7,2,1,2,4,3,20151118
056302210001,0563022100,0563022,73,0.0,1,1,1999,,2,,2,2,2,3,3,1,2,1,1,,1,2,1,1,1,2,1,2,5,2,2,2,4,3,20151118
056302211002,0563022110,0563022,65,30.0,1,2,,4,1,1,,,2,1,1,1,2,1,1,,1,,1,1,1,2,1,2,1,2,2,2,2,3,20151118
056302212001,0563022120,0563022,20,20.0,2,2,1998,,2,,1,,2,1,2,1,1,1,0,,1,,2,1,1,2,1,2,3,2,2,2,5,3,20151118
056302213001,0563022130,0563022,,80.0,1,2,1956,,1,1,,,2,1,2,1,1,1,0,,1,,1,1,1,2,1,2,7,2,2,2,4,2,20151118
056302214001,0563022140,0563022,120,150.0,2,2,1983,,1,1,,,2,2,1,5,2,2,1,,1,,1,1,1,3,2,2,6,6,1,2,4,3,20151118
056302215002,0563022150,0563022,83,0.0,2,2,,6,1,1,,,2,1,2,1,1,1,0,,1,,2,1,1,3,2,2,7,5,2,2,4,3,20151118
056302216002,0563022160,0563022,140,70.0,1,1,1970,,1,1,,,1,,2,1,1,1,0,,1,,1,1,1,2,1,2,7,2,2,2,2,3,20151118
