ID,householdID,communityID,i001,i002,i003,i004,i005,i005_1,i006,i007,i008,i009,i010,i011,i012_1,i012_2,i012_3,i012_4,i012_5,i013,i014s1,i014s2,i015,i016,i017,i018,i019,i020,i021,i022,i023,i024,i025,i026,versionID
010104101002,0101041010,0101041,200,215.0,2,9,1995,,1,1,,,2,1,3,1,1,1,0,,1,,2,1,2,3,2,2,6,6,2,2,3,3,20151118
010104102002,0101041020,0101041,300,180.0,2,2,1998,,1,1,,,2,1,5,1,1,1,1,,1,,2,1,1,3,2,2,6,6,2,2,2,3,20151118
010104103001,0101041030,0101041,160,160.0,2,2,,1,1,1,,,1,,2,1,1,1,0,,1,,2,1,1,3,2,2,6,5,1,2,4,3,20151118
010104104001,0101041040,0101041,200,300.0,2,2,1989,,1,1,,,2,1,4,1,1,1,0,,1,,2,1,1,3,2,2,6,6,2,2,3,3,20151118
010104105002,0101041050,0101041,60,900.0,1,2,1963,,1,1,,,2,1,4,1,1,1,0,,1,,2,1,1,3,2,2,6,6,2,2,4,3,20151118
010104106001,0101041060,0101041,220,220.0,2,9,1976,,1,1,,,1,,3,1,1,0,0,,1,,2,1,1,3,2,2,6,6,2,2,3,3,20151118
010104107001,0101041070,0101041,200,666.0,1,2,1970,,1,1,,,2,1,3,1,1,1,0,,1,,1,1,1,2,2,2,7,3,2,2,3,3,20151118
010104108002,0101041080,0101041,190,260.0,2,2,1981,,1,1,,,2,2,2,1,1,1,0,,1,,2,1,2,3,2,2,6,6,2,2,5,3,20151118
010104109001,0101041090,0101041,200,250.0,1,1,1994,,1,1,,,2,1,3,1,1,1,0,,1,,1,1,1,3,2,2,7,3,2,1,2,3,20151118
010104110002,0101041100,0101041,200,666.0,2,9,1990,,1,1,,,2,1,2,1,1,1,0,,1,,1,1,1,2,2,2,6,3,2,2,3,3,20151118
010104111001,0101041110,0101041,100,333.0,2,2,1992,,1,1,,,2,1,3,1,1,1,0,,1,,2,1,1,3,2,2,6,3,2,2,3,3,20151118
010104112001,0101041120,0101041,666,666.0,1,2,1965,,1,1,,,2,1,1,1,1,1,0,,1,,1,1,1,3,2,2,7,5,2,2,3,3,20151118
010104113001,0101041130,0101041,200,300.0,2,2,1991,,1,1,,,2,1,2,1,1,1,0,,1,,2,1,1,3,2,2,6,6,2,2,4,3,20151118
010104114002,0101041140,0101041,240,333.0,2,9,1997,,1,1,,,2,1,2,1,1,1,0,,1,,2,1,1,2,2,2,6,6,2,2,4,4,20151118
010104115001,0101041150,0101041,333,666.0,2,2,,3,1,1,,,2,1,2,1,1,1,0,,1,,2,1,1,3,2,2,6,6,2,2,4,3,20151118
010104116001,0101041160,0101041,200,200.0,1,2,1900,,1,1,,,2,1,2,1,1,1,0,,1,,2,1,1,3,2,2,7,6,2,2,3,3,20151118
010104117002,0101041170,0101041,200,,2,2,1983,,1,1,,,2,1,3,0,1,1,1,,1,,2,1,1,3,2,2,6,6,2,2,3,3,20151118
010104118001,0101041180,0101041,333,666.0,2,9,1928,,1,1,1,,2,1,3,1,1,1,0,,1,,2,1,1,3,2,2,6,6,2,2,2,3,20151118
010104119001,0101041190,0101041,240,333.0,2,2,1989,,1,1,,,2,1,6,1,1,1,0,,1,,2,1,1,3,2,2,6,6,2,2,3,3,20151118
010104120002,0101041200,0101041,333,333.0,2,9,2004,,1,1,,,2,1,3,1,1,1,0,,1,,2,1,2,2,2,2,6,6,2,2,3,3,20151118
010104121001,0101041210,0101041,200,200.0,2,2,1997,,1,1,,,2,1,4,1,1,1,0,,1,,2,1,1,3,2,2,6,3,2,2,2,2,20151118
010104122002,0101041220,0101041,133,133.0,2,9,1988,,1,1,,,2,1,2,1,1,1,0,,1,,2,1,1,3,2,2,6,6,2,2,3,4,20151118
010104123001,0101041230,0101041,100,,2,2,1989,,1,1,,,2,1,2,1,1,1,0,,1,,2,1,1,3,2,2,6,6,2,2,2,3,20151118
010104124001,0101041240,0101041,377,377.0,2,9,1988,,1,1,,,2,1,5,1,1,1,0,,1,,2,1,1,2,2,2,6,6,2,2,3,3,20151118
010104125002,0101041250,0101041,150,200.0,2,9,1985,,1,1,,,2,1,3,1,1,1,0,,1,,2,1,2,3,2,2,6,6,2,2,5,4,20151118
010104126001,0101041260,0101041,180,666.0,2,2,2002,,1,1,,,2,1,2,1,1,1,0,,1,,1,1,1,2,2,2,6,6,2,2,4,3,20151118
010104127002,0101041270,0101041,180,300.0,2,9,1989,,1,1,,,2,1,1,1,1,1,0,,1,,2,1,1,3,2,2,6,6,2,2,5,4,20151118
010104128002,0101041280,0101041,600,600.0,2,2,1960,,1,1,,,2,1,6,1,1,1,0,,1,,2,1,1,2,2,2,6,6,2,2,2,3,20151118
010104129002,0101041290,0101041,100,666.0,2,9,1980,,1,1,,,2,1,6,1,1,1,0,,1,,2,1,1,3,2,2,6,6,2,2,4,3,20151118
010104130001,0101041300,0101041,130,660.0,2,9,2003,,1,1,,,1,,2,1,1,1,0,,1,,2,1,1,2,2,2,6,6,2,2,4,3,20151118
010104201002,0101042010,0101042,60,0.0,2,3,,4,2,,1,,2,1,2,1,1,1,1,,,2,1,1,1,2,2,2,5,5,1,1,4,3,20151118
010104203001,0101042030,0101042,70,,2,9,,5,1,1,,,2,1,,,,,,10,1,,2,1,1,3,2,2,5,5,2,2,4,3,20151118
010104204001,0101042040,0101042,60,60.0,2,1,,3,2,,4,2,2,4,2,1,1,1,1,,1,,1,1,1,2,2,2,5,5,2,1,2,5,20151118
010104205002,0101042050,0101042,67,0.0,2,1,1989,,2,,5,2,2,4,2,1,1,1,1,,1,,1,1,1,2,2,2,5,5,2,1,2,2,20151118
010104206002,0101042060,0101042,110,0.0,2,2,1996,,1,1,,,2,1,6,0,1,1,1,,1,,1,1,1,2,2,2,6,6,2,2,3,3,20151118
010104207001,0101042070,0101042,600,150.0,2,2,2004,,2,,2,2,2,1,10,1,4,1,0,,1,,1,1,1,2,2,2,6,6,1,1,3,3,20151118
010104208001,0101042080,0101042,100,0.0,1,2,,,1,1,,,2,2,2,0,1,1,1,,1,,1,1,1,3,2,2,,5,2,2,3,3,20151118
010104209001,0101042090,0101042,,90.0,2,2,,,2,,2,2,2,1,8,0,1,1,0,,,2,1,1,1,2,2,2,5,5,2,1,3,3,20151118
010104210001,0101042100,0101042,150,75.0,2,2,2000,,1,1,,,1,,5,1,1,1,0,,1,,1,1,1,2,2,2,5,5,1,1,3,3,20151118
010104212001,0101042120,0101042,130,150.0,1,9,,2,1,2,,,2,1,2,1,0,1,0,3,1,,1,1,1,2,2,2,6,6,2,1,4,3,20151118
010104217002,0101042170,0101042,33,11.0,2,1,1973,,2,,3,2,2,4,1,1,0,0,0,5,1,,2,1,1,2,2,2,5,5,1,1,3,3,20151118
010104218002,0101042180,0101042,79,0.0,2,2,,4,2,,2,2,2,2,2,1,1,1,1,,1,,1,1,1,2,2,2,7,5,2,2,2,3,20151118
010104219001,0101042190,0101042,200,,1,1,1998,,1,1,,,2,1,2,1,1,1,0,,1,2,1,1,1,2,2,2,5,5,1,1,3,3,20151118
010104221001,0101042210,0101042,,,1,1,1998,,1,1,,,2,1,2,1,1,1,1,,1,,1,1,1,2,2,2,7,5,1,1,3,3,20151118
010104222002,0101042220,0101042,70,90.0,2,2,1980,,1,2,,,2,1,4,1,1,1,0,,1,,1,1,1,2,2,2,1,5,2,2,2,3,20151118
010104224001,0101042240,0101042,50,0.0,2,3,1988,,2,,5,2,2,4,2,1,1,1,1,,1,,1,1,1,2,2,2,,5,2,2,1,3,20151118
010104225001,0101042250,0101042,100,0.0,2,2,2001,,2,,2,2,2,1,5,1,1,1,0,,1,2,2,1,1,2,2,2,7,5,1,1,3,3,20151118
010104226002,0101042260,0101042,120,90.0,2,10,1989,,1,1,,,1,1,3,1,1,1,0,,1,,2,1,2,2,2,2,6,6,1,2,3,3,20151118
010104227001,0101042270,0101042,160,200.0,2,3,1995,,2,,1,,2,1,7,0,1,1,0,,1,,1,1,1,2,2,2,7,5,2,2,4,3,20151118
010104228002,0101042280,0101042,59,0.0,2,2,1994,,2,,1,,2,1,3,1,1,1,0,,1,,1,1,1,2,2,2,5,5,1,1,3,3,20151118
010104229002,0101042290,0101042,9,0.0,2,2,1992,,2,,1,,2,1,0,0,0,1,0,200,1,,1,1,1,3,2,2,5,5,2,2,5,4,20151118
010104230001,0101042300,0101042,45,0.0,2,1,1990,,1,1,,,2,1,1,1,1,1,0,,1,,2,1,1,3,2,2,5,5,2,2,3,3,20151118
010104231001,0101042310,0101042,67,0.0,2,1,1988,,2,,2,2,2,3,2,1,1,1,1,,1,,1,1,1,2,2,2,7,5,1,1,3,3,20151118
010104233001,0101042330,0101042,105,0.0,2,1,1996,,2,,5,2,2,3,3,2,1,1,1,,1,,1,1,1,2,2,2,7,5,1,2,1,3,20151118
010104234002,0101042340,0101042,128,0.0,2,1,2003,,2,,3,2,2,4,3,2,1,1,1,,1,,2,2,1,2,2,2,1,5,2,1,2,3,20151118
010104301001,0101043010,0101043,180,300.0,2,9,2000,,1,1,,,2,1,3,1,1,1,0,,1,,2,1,1,2,2,2,6,6,2,2,4,4,20151118
010104302001,0101043020,0101043,180,180.0,2,2,1993,,1,1,,,1,,5,1,1,0,0,,1,,2,1,1,3,2,2,6,3,2,2,3,4,20151118
010104303001,0101043030,0101043,160,50.0,1,2,1995,,1,1,,,2,1,4,1,1,1,0,,1,,1,1,1,2,2,2,6,3,2,2,3,3,20151118
010104304001,0101043040,0101043,250,400.0,2,5,1964,,1,1,,,2,2,3,1,1,1,0,,1,,2,1,1,3,2,2,6,6,2,2,2,4,20151118
010104305001,0101043050,0101043,150,,1,2,2001,,1,1,,,2,1,1,1,1,1,0,,1,,1,1,1,3,2,2,6,6,2,2,3,3,20151118
010104306001,0101043060,0101043,,,1,2,1999,,1,1,,,1,1,5,1,1,1,0,,1,,2,1,1,2,2,2,6,6,2,2,3,3,20151118
010104307001,0101043070,0101043,120,333.0,2,9,1981,,1,1,,,2,1,3,1,1,1,0,,1,,2,1,1,3,2,2,6,6,2,2,3,3,20151118
010104308001,0101043080,0101043,50,60.0,2,1,1990,,1,1,,,2,2,4,1,1,1,0,,1,,2,1,1,2,2,2,6,6,2,2,2,3,20151118
010104309001,0101043090,0101043,80,,1,2,2008,,1,1,,,2,1,2,1,1,1,0,,1,,1,1,1,3,2,2,6,6,2,2,3,3,20151118
010104310001,0101043100,0101043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20151118
010104311002,0101043110,0101043,400,666.0,2,9,2007,,1,1,,,1,,4,1,1,1,0,,1,,2,1,1,2,2,2,6,6,2,2,3,4,20151118
010104312002,0101043120,0101043,84,666.0,2,9,1984,,1,1,,,2,1,3,1,1,1,0,,1,,2,1,1,2,2,2,6,6,2,2,4,4,20151118
010104313002,0101043130,0101043,330,330.0,2,9,1987,,1,1,,,2,1,6,1,1,1,0,,1,,2,1,1,3,2,2,6,6,2,2,2,4,20151118
010104314002,0101043140,0101043,120,300.0,2,9,1983,,1,2,,,2,2,2,1,1,1,0,,1,,2,1,1,2,2,2,6,6,2,2,5,4,20151118
010104315001,0101043150,0101043,,66.6,1,2,1993,,1,1,,,2,1,3,1,1,1,0,,1,,2,1,1,3,2,2,6,6,1,2,4,4,20151118
010104316002,0101043160,0101043,80,,2,2,2008,,1,1,,,2,1,3,1,1,1,0,,1,,1,1,1,3,2,2,6,6,2,2,3,3,20151118
010104317001,0101043170,0101043,333,500.0,2,9,1953,,1,1,,,2,1,3,1,1,1,0,,1,,2,2,2,3,2,2,6,6,2,2,2,3,20151118
010104318002,0101043180,0101043,200,300.0,2,9,1997,,1,1,,,1,,2,1,1,1,0,,1,,2,1,1,2,2,2,6,6,2,2,3,3,20151118
010104319001,0101043190,0101043,280,,2,9,,6,1,1,,,2,1,2,1,1,1,0,,1,,2,1,1,3,2,2,6,6,2,2,2,4,20151118
010104320001,0101043200,0101043,180,300.0,2,9,1997,,1,1,,,2,1,2,1,1,1,0,,1,,2,1,1,2,2,2,6,6,2,2,5,4,20151118
010104321002,0101043210,0101043,500,600.0,2,2,1999,,1,1,,,2,1,4,2,2,2,1,,1,,1,1,1,2,2,2,6,6,2,2,2,3,20151118
010104322002,0101043220,0101043,300,300.0,1,2,,6,1,1,,,2,1,2,1,1,1,0,,1,,2,1,1,2,2,2,6,5,2,2,3,3,20151118
010104323001,0101043230,0101043,80,80.0,2,2,1993,,1,1,,,2,1,5,1,1,1,0,,1,,2,1,1,3,2,2,6,6,2,2,3,3,20151118
010104324001,0101043240,0101043,220,280.0,2,9,2000,,1,1,,,1,,4,1,1,1,0,,1,,2,1,1,2,2,2,6,6,2,2,3,3,20151118
010104325001,0101043250,0101043,,,2,2,2010,,1,1,,,2,4,4,1,1,1,0,,1,,2,1,1,3,2,2,5,6,2,2,3,3,20151118
010104326001,0101043260,0101043,280,280.0,2,9,1994,,1,1,,,2,1,4,1,1,1,0,,1,,1,1,1,3,2,2,6,6,2,2,4,4,20151118
010104327002,0101043270,0101043,150,150.0,2,2,1966,,1,1,,,2,1,8,2,1,2,0,,1,,1,1,1,3,2,2,6,3,2,2,3,4,20151118
010104328001,0101043280,0101043,220,,2,9,1956,,1,1,,,2,1,5,1,1,1,0,,1,,2,1,1,2,2,2,6,5,2,2,3,3,20151118
010104329002,0101043290,0101043,180,333.0,2,9,1964,,1,1,,,2,1,3,1,1,1,0,,1,,2,1,1,3,2,2,6,6,2,2,3,3,20151118
010104330001,0101043300,0101043,180,180.0,2,9,2010,,1,1,,,1,,5,1,1,1,0,,1,,2,1,1,2,2,2,6,6,2,2,2,3,20151118
010104331002,0101043310,0101043,300,100.0,2,2,2004,,1,1,,,2,4,3,1,1,1,0,,1,,2,1,1,2,2,2,6,6,2,2,2,3,20151118
010104332002,0101043320,0101043,,,2,5,,5,1,1,,,2,1,2,1,1,1,0,,1,,2,1,1,2,2,2,6,6,2,2,2,4,20151118
010206101001,0102061010,0102061,120,300.0,2,1,2012,,2,,1,,2,1,6,2,1,1,1,,1,,1,1,2,2,2,2,5,6,2,2,1,2,20151118
010206102002,0102061020,0102061,160,0.0,1,1,2008,,2,,1,,2,1,14,2,4,3,0,,1,,1,1,1,2,2,2,5,5,1,1,2,3,20151118
010206103001,0102061030,0102061,32,150.0,2,2,2006,,1,1,,,2,1,2,0,0,0,0,50,1,,2,1,1,3,2,2,6,6,2,2,5,3,20151118
010206104001,0102061040,0102061,100,100.0,2,2,2009,,1,1,,,2,4,3,1,0,0,0,30,1,,2,1,1,3,2,2,6,6,2,2,4,3,20151118
010206105001,0102061050,0102061,100,130.0,2,9,2012,,1,1,,,2,1,2,1,0,1,0,3,1,,2,1,1,3,2,2,6,6,2,2,3,3,20151118
010206106001,0102061060,0102061,160,300.0,2,1,2010,,2,,2,2,2,1,5,1,0,1,1,30,1,,2,1,1,2,2,2,6,6,2,2,3,3,20151118
010206107002,0102061070,0102061,120,200.0,2,9,,6,1,1,,,2,1,5,1,1,1,0,,1,,2,1,1,2,2,2,6,6,2,2,5,3,20151118
010206108002,0102061080,0102061,148,0.0,2,9,1991,,1,1,,,2,1,3,1,1,1,0,,1,,2,1,1,3,2,2,6,6,2,2,2,3,20151118
010206109001,0102061090,0102061,100,140.0,2,9,1990,,1,1,,,1,,2,1,0,1,0,1,1,,2,1,1,3,2,2,6,6,2,2,3,3,20151118
010206111001,0102061110,0102061,100,200.0,2,2,2009,,2,,1,,2,1,2,1,1,1,1,,1,,2,1,1,2,2,2,6,5,2,1,3,3,20151118
010206112001,0102061120,0102061,80,100.0,2,9,1981,,1,1,,,2,1,2,1,0,1,0,100,1,,2,1,1,3,2,2,6,6,2,2,3,3,20151118
010206113002,0102061130,0102061,80,150.0,2,9,1988,,2,,1,,2,1,3,1,1,1,0,,1,,2,1,1,3,2,2,6,6,2,2,2,3,20151118
010206114001,0102061140,0102061,100,150.0,2,1,2010,,2,,1,,2,2,6,1,0,1,1,20,1,,2,1,1,2,2,2,6,6,2,2,4,3,20151118
010206115001,0102061150,0102061,83,150.0,2,4,2000,,1,1,,,2,2,2,1,0,1,0,10,1,,2,1,1,3,2,2,6,6,2,2,5,3,20151118
010206116001,0102061160,0102061,146,0.0,1,1,,3,2,,2,2,2,1,5,1,1,0,0,,1,,1,1,1,2,2,2,6,5,1,1,5,3,20151118
010206117002,0102061170,0102061,100,150.0,2,9,1984,,1,1,,,2,1,3,1,0,1,0,5,1,,2,1,2,2,2,2,6,5,2,2,4,3,20151118
010206117101,0102061171,0102061,100,120.0,2,2,1998,,2,,1,,2,1,3,1,0,1,0,5,1,,2,1,1,3,2,2,6,5,2,2,4,3,20151118
010206118001,0102061180,0102061,143,200.0,2,1,1999,,2,,1,,2,2,2,1,0,1,1,3,1,,2,1,1,3,2,2,6,6,2,2,3,3,20151118
010206119002,0102061190,0102061,20,30.0,2,9,1993,,1,1,,,2,1,1,1,1,1,0,,1,,1,1,1,3,2,2,6,6,2,2,4,3,20151118
010206120001,0102061200,0102061,120,100.0,2,9,1979,,1,1,,,2,4,3,1,0,1,0,40,1,,2,1,1,3,2,2,6,6,2,2,4,4,20151118
010206121001,0102061210,0102061,150,200.0,2,2,1993,,1,1,,,2,1,6,1,1,1,1,,1,,1,1,1,2,2,2,5,5,2,2,3,3,20151118
010206122002,0102061220,0102061,150,300.0,2,4,1980,,1,1,,,2,2,2,1,0,1,0,10,1,,2,1,1,2,1,2,5,5,2,2,3,3,20151118
010206123002,0102061230,0102061,120,0.0,2,9,1980,,1,1,,,2,1,3,1,1,1,0,,1,,1,1,1,2,2,2,6,6,1,2,4,3,20151118
010206124001,0102061240,0102061,120,140.0,2,1,2011,,1,1,,,2,3,6,0,1,1,0,,1,,2,1,1,3,2,2,6,6,2,2,4,3,20151118
010206125001,0102061250,0102061,100,100.0,2,4,,6,1,1,,,2,1,2,0,0,1,0,30,1,,2,1,1,3,2,2,6,6,2,2,3,3,20151118
010206126001,0102061260,0102061,140,100.0,2,9,1994,,1,1,,,2,4,2,1,0,0,0,30,1,,2,1,1,3,2,2,6,6,2,2,4,4,20151118
010206127001,0102061270,0102061,100,300.0,2,9,1985,,2,,1,,2,1,3,1,0,1,0,20,1,,2,1,2,3,2,2,6,6,1,2,4,3,20151118
010206128001,0102061280,0102061,84,100.0,2,2,2008,,1,1,,,2,4,2,1,0,0,0,40,1,,2,1,1,3,2,2,6,6,2,2,4,3,20151118
010206129002,0102061290,0102061,,0.0,2,9,,5,1,1,,,2,1,4,1,0,1,0,50,1,,2,1,1,3,2,2,6,6,2,2,3,3,20151118
010206130001,0102061300,0102061,50,80.0,2,9,2006,,2,,1,,2,1,1,1,0,1,0,20,1,,2,1,1,3,2,2,6,5,2,2,5,4,20151118
010206202001,0102062020,0102062,100,100.0,2,2,2007,,1,1,,,2,4,2,1,0,0,0,30,1,,2,1,1,3,2,2,6,6,2,2,3,4,20151118
010206203001,0102062030,0102062,100,0.0,2,9,,3,1,1,,,2,2,4,1,0,1,0,30,1,,2,1,1,3,2,2,6,6,2,2,5,3,20151118
010206204001,0102062040,0102062,80,150.0,2,9,1984,,1,1,,,2,1,2,1,1,1,0,,1,,1,1,2,3,2,2,6,6,2,2,5,4,20151118
010206205001,0102062050,0102062,110,0.0,2,9,,6,1,1,,,2,2,1,0,1,1,0,,1,,2,1,1,3,2,2,6,6,2,2,5,3,20151118
010206206002,0102062060,0102062,180,180.0,2,1,1992,,1,1,,,2,1,7,0,0,1,0,200,1,,2,1,1,2,2,2,6,6,2,2,4,3,20151118
010206207001,0102062070,0102062,70,110.0,2,9,1973,,1,1,,,2,1,3,0,0,1,0,20,1,,2,1,1,3,2,2,6,6,2,2,4,3,20151118
010206208001,0102062080,0102062,90,43.0,2,9,1968,,1,1,,,2,2,1,0,0,0,0,100,1,,2,1,1,3,2,2,6,6,2,2,5,3,20151118
010206210001,0102062100,0102062,150,0.0,2,9,,3,1,1,,,2,1,1,1,0,1,0,10,1,,2,1,1,3,2,2,6,6,2,2,4,3,20151118
010206211002,0102062110,0102062,100,140.0,2,2,1992,,2,,1,,2,1,3,0,1,1,0,,1,,2,1,1,2,2,2,6,6,1,2,4,3,20151118
010206212002,0102062120,0102062,200,200.0,2,9,1995,,1,1,,,2,1,2,1,0,1,1,20,1,,2,1,2,2,2,2,6,5,2,2,4,3,20151118
010206213003,0102062130,0102062,250,500.0,2,3,1984,,2,,1,,2,2,2,1,0,1,0,10,1,,2,1,2,2,2,2,6,6,2,2,4,3,20151118
010206214001,0102062140,0102062,120,140.0,2,2,1984,,1,2,,,2,2,2,0,0,1,0,30,1,,2,1,1,3,2,2,6,5,2,2,4,3,20151118
010206215002,0102062150,0102062,350,0.0,1,9,2001,,2,,2,2,2,1,10,1,1,1,0,,1,,1,1,1,2,2,2,5,4,1,1,3,3,20151118
010206216001,0102062160,0102062,100,0.0,2,2,2011,,2,,1,,2,1,4,1,0,1,1,10,1,,2,1,1,2,2,2,6,6,2,2,4,3,20151118
010206217002,0102062170,0102062,160,300.0,2,9,1992,,2,,1,,2,2,3,1,1,1,0,,1,,1,1,1,3,2,2,6,6,2,2,5,4,20151118
010206218001,0102062180,0102062,200,100.0,2,9,1993,,1,1,,,2,4,3,2,1,1,0,,1,,2,1,1,3,2,2,6,6,2,2,4,4,20151118
010206219001,0102062190,0102062,70,80.0,2,2,2002,,1,1,,,2,1,1,1,1,0,0,,1,,1,1,1,2,2,2,6,6,2,2,4,3,20151118
010206220001,0102062200,0102062,30,0.0,2,2,2012,,1,1,,,2,2,1,0,0,1,1,10,1,,2,1,1,3,2,2,6,5,2,2,5,3,20151118
010206221002,0102062210,0102062,70,50.0,2,9,1956,,1,1,,,2,4,2,1,0,0,0,40,1,,2,1,1,3,2,2,6,6,2,2,3,4,20151118
010206222001,0102062220,0102062,200,300.0,2,9,,6,1,1,,,2,1,2,0,0,1,0,6,1,,1,1,2,3,2,2,6,6,2,2,4,3,20151118
010206223002,0102062230,0102062,120,200.0,2,1,2012,,2,,1,,2,1,4,1,1,1,1,,1,,1,1,1,2,2,2,6,6,2,2,2,2,20151118
010206224001,0102062240,0102062,120,120.0,2,4,1982,,2,,1,,2,2,2,0,0,1,0,30,1,,2,1,1,3,2,2,6,6,2,2,5,3,20151118
010206225001,0102062250,0102062,95,300.0,2,2,2008,,1,1,,,2,1,1,1,1,0,0,,1,,1,1,1,2,2,2,6,5,2,2,4,3,20151118
010206226001,0102062260,0102062,110,100.0,2,9,1985,,1,2,,,2,4,2,1,0,1,0,30,1,,2,1,1,3,2,2,6,6,2,2,4,4,20151118
010206227001,0102062270,0102062,250,250.0,2,9,1990,,1,1,,,2,1,3,1,1,1,0,,1,,2,1,1,3,2,2,6,6,2,2,2,3,20151118
010206228002,0102062280,0102062,75,150.0,2,9,,6,2,,1,,2,1,3,0,1,1,0,,1,,1,1,1,2,2,2,6,6,2,2,4,3,20151118
010206229002,0102062290,0102062,120,200.0,2,9,1986,,1,1,,,2,1,1,1,0,1,0,6,1,,2,1,1,3,2,2,6,5,2,2,5,3,20151118
010206301001,0102063010,0102063,120,150.0,2,4,1984,,1,1,,,2,2,4,1,1,1,0,,1,,1,1,1,2,2,2,,5,2,2,5,3,20151118
010206302002,0102063020,0102063,120,180.0,2,9,1995,,1,1,,,2,1,1,1,0,1,0,20,1,,2,1,1,3,2,2,6,6,2,2,1,3,20151118
010206303001,0102063030,0102063,140,100.0,2,9,1990,,1,1,,,2,4,4,1,0,0,0,30,1,,2,1,1,3,2,2,6,6,2,2,4,3,20151118
010206304002,0102063040,0102063,100,150.0,2,4,1981,,1,1,,,2,2,1,1,0,1,0,15,1,,2,1,1,3,2,2,6,6,1,2,3,3,20151118
010206305002,0102063050,0102063,200,300.0,2,2,2013,,2,,1,,2,1,6,1,1,1,0,,1,,1,1,1,2,2,2,6,5,2,2,3,3,20151118
010206306001,0102063060,0102063,90,90.0,2,9,1984,,1,1,,,2,4,2,1,0,0,0,30,1,,1,1,1,3,2,2,6,6,2,2,4,4,20151118
010206307001,0102063070,0102063,200,,2,9,,3,1,1,,,2,2,5,1,1,1,0,,1,,2,1,1,2,2,2,6,5,2,2,4,3,20151118
010206308002,0102063080,0102063,140,,2,2,1979,,1,1,,,2,2,3,1,0,0,0,20,1,,2,1,1,2,2,2,6,5,2,2,4,3,20151118
010206309001,0102063090,0102063,113,0.0,2,9,2008,,1,1,,,2,2,2,1,0,1,0,10,1,,2,1,1,2,2,2,6,6,1,2,4,3,20151118
010206310001,0102063100,0102063,80,90.0,2,9,1986,,1,1,,,2,2,3,0,0,1,0,20,1,,2,1,1,3,2,2,6,5,2,2,3,3,20151118
010206311002,0102063110,0102063,240,80.0,1,1,2002,,2,,1,,2,1,1,1,0,1,1,80,1,,2,1,1,3,2,2,6,6,1,2,2,2,20151118
010206312001,0102063120,0102063,100,,1,1,2010,,2,,1,,2,3,4,1,1,1,1,,1,,1,1,1,2,2,2,5,5,2,2,3,3,20151118
010206313001,0102063130,0102063,100,200.0,2,9,,3,2,,1,,2,1,3,1,0,1,1,40,1,,2,1,1,2,2,2,6,6,2,2,4,3,20151118
010206314001,0102063140,0102063,120,300.0,2,1,2008,,2,,2,2,2,1,4,1,0,1,1,10,1,,2,1,2,2,2,2,6,6,2,2,2,3,20151118
010206315002,0102063150,0102063,270,270.0,2,9,1978,,1,1,,,2,4,6,1,1,1,0,,1,,2,1,1,3,2,2,6,6,2,2,3,4,20151118
010206316001,0102063160,0102063,64,80.0,2,9,1988,,1,1,,,2,1,2,1,0,0,0,60,1,,2,1,1,3,2,2,6,6,2,2,5,3,20151118
010206317001,0102063170,0102063,,100.0,2,1,2012,,2,,1,,2,1,6,1,2,1,1,,1,,1,1,1,2,2,2,6,6,2,2,2,3,20151118
010206318002,0102063180,0102063,200,300.0,2,3,,3,1,1,,,2,3,2,1,0,1,0,15,1,,2,1,1,3,2,2,6,6,1,2,4,2,20151118
010206319001,0102063190,0102063,140,140.0,2,9,1966,,1,1,,,2,4,4,1,0,1,0,30,1,,2,1,1,3,2,2,6,6,2,2,4,4,20151118
010206320001,0102063200,0102063,120,140.0,2,9,1993,,1,1,,,2,1,2,1,0,1,0,50,1,,2,1,1,3,2,2,6,6,2,2,4,3,20151118
010206321001,0102063210,0102063,100,100.0,2,9,1984,,1,1,,,2,4,2,1,0,0,0,30,1,,2,1,1,3,2,2,6,6,2,2,4,4,20151118
010206322002,0102063220,0102063,140,300.0,2,1,2013,,2,,2,2,2,1,7,1,0,1,1,10,1,,2,1,1,3,2,2,6,6,2,2,3,3,20151118
010206323001,0102063230,0102063,70,160.0,2,9,1985,,2,,1,,2,1,1,1,1,1,0,,1,,2,1,1,2,2,2,6,6,1,1,4,3,20151118
010206324001,0102063240,0102063,100,100.0,2,9,1994,,1,1,,,2,4,2,1,0,1,0,30,1,,2,1,1,3,2,2,6,6,2,2,4,4,20151118
010206325001,0102063250,0102063,130,140.0,2,1,2012,,1,1,,,2,4,3,1,1,1,0,,1,,1,1,1,2,2,2,6,6,2,2,3,2,20151118
010206326001,0102063260,0102063,70,150.0,2,9,1974,,2,,1,,2,1,3,1,1,1,1,,1,,1,1,1,2,2,2,6,6,2,2,3,3,20151118
010206327002,0102063270,0102063,120,,2,2,1997,,2,,1,,2,2,3,1,0,0,0,100,1,,2,1,1,3,2,2,6,6,2,2,4,3,20151118
010206328002,0102063280,0102063,150,,2,1,2009,,2,,1,,2,2,6,1,0,0,1,30,1,,2,1,1,2,2,2,7,5,2,2,3,3,20151118
010206329001,0102063290,0102063,100,200.0,2,9,1989,,2,,1,,2,2,3,1,1,1,1,,1,,2,1,1,3,2,2,6,6,2,2,3,3,20151118
010206330002,0102063300,0102063,150,0.0,2,9,1985,,1,1,,,2,2,3,1,0,1,0,4,1,,2,1,1,3,2,2,6,6,1,2,4,3,20151118
