precision,recall,threshold
0.1297371116421987,1.0,0.2909947633743286
0.12978142076502733,1.0,0.3367641568183899
0.12982576016399044,1.0,0.34473273158073425
0.12952836637047163,0.9973684210526316,0.34590765833854675
0.12957264957264958,0.9973684210526316,0.3487494885921478
0.1296169630642955,0.9973684210526316,0.3534526824951172
0.12966130687649674,0.9973684210526316,0.35396242141723633
0.1297056810403833,0.9973684210526316,0.3619535565376282
0.1297500855871277,0.9973684210526316,0.36248889565467834
0.1297945205479452,0.9973684210526316,0.3634258806705475
0.12983898595409388,0.9973684210526316,0.36342960596084595
0.12988348183687456,0.9973684210526316,0.3650517165660858
0.12992800822763112,0.9973684210526316,0.3707462251186371
0.12997256515775035,0.9973684210526316,0.37245872616767883
0.1300171526586621,0.9973684210526316,0.37273314595222473
0.1300617707618394,0.9973684210526316,0.372996062040329
0.13010641949879848,0.9973684210526316,0.3737366199493408
0.1301510989010989,0.9973684210526316,0.373778760433197
0.12985228443833735,0.9947368421052631,0.374255508184433
0.12989690721649486,0.9947368421052631,0.37518471479415894
0.12994156067377105,0.9947368421052631,0.37528279423713684
0.12998624484181567,0.9947368421052631,0.3759375214576721
0.13003095975232198,0.9947368421052631,0.3759649395942688
0.13007570543702685,0.9947368421052631,0.37644585967063904
0.13012048192771083,0.9947368421052631,0.3799830973148346
0.13021012745435756,0.9947368421052631,0.3799973130226135
0.1302549965541006,0.9947368421052631,0.3802270293235779
0.13029989658738367,0.9947368421052631,0.38061416149139404
0.13034482758620689,0.9947368421052631,0.3808274567127228
0.13038978958261468,0.9947368421052631,0.3808923363685608
0.13043478260869565,0.9947368421052631,0.3814753592014313
0.13047980669658268,0.9947368421052631,0.3823908269405365
0.13052486187845305,0.9947368421052631,0.38271859288215637
0.1305699481865285,0.9947368421052631,0.382735013961792
0.13061506565307532,0.9947368421052631,0.38410496711730957
0.13066021431040442,0.9947368421052631,0.3843614161014557
0.13070539419087138,0.9947368421052631,0.38444533944129944
0.13075060532687652,0.9947368421052631,0.38455072045326233
0.13079584775086506,0.9947368421052631,0.38464125990867615
0.1304949809622707,0.9921052631578947,0.3847178518772125
0.13054016620498615,0.9921052631578947,0.38513845205307007
0.13023900242466227,0.9894736842105263,0.3859168291091919
0.13028413028413027,0.9894736842105263,0.38620731234550476
0.13032928942807626,0.9894736842105263,0.38693055510520935
0.130374479889043,0.9894736842105263,0.38716521859169006
0.13041970169961845,0.9894736842105263,0.3872491419315338
0.130117973629424,0.9868421052631579,0.38740313053131104
0.13016313779937522,0.9868421052631579,0.3877284824848175
0.13020833333333334,0.9868421052631579,0.3880000412464142
0.12990621743660993,0.9842105263157894,0.38815033435821533
0.1299513551077137,0.9842105263157894,0.38818177580833435
0.1299965241571081,0.9842105263157894,0.38847917318344116
0.13004172461752433,0.9842105263157894,0.3888288736343384
0.13008695652173913,0.9842105263157894,0.39030563831329346
0.1301322199025748,0.9842105263157894,0.3905286192893982
0.1301775147928994,0.9842105263157894,0.3910195529460907
0.12987465181058497,0.9815789473684211,0.3913367986679077
0.1299198885405782,0.9815789473684211,0.3917538523674011
0.12996515679442508,0.9815789473684211,0.39251282811164856
0.1300104566050889,0.9815789473684211,0.39256832003593445
0.1300557880055788,0.9815789473684211,0.3925730884075165
