predicted_probability_mean,observed_event_rate
0.2394855816962617,0.04632152588555858
0.2686162698967545,0.07377049180327869
0.2922921454366957,0.09289617486338798
0.3264383536580962,0.11475409836065574
0.3562692083736095,0.1293800539083558
0.3839112620905747,0.14681440443213298
0.4224578408886845,0.17486338797814208
0.5044310348660237,0.25956284153005466
