fi_mean,event_rate,n
0.010595422631530956,0.02848545636910732,4985
0.09056475983559317,0.03903903903903904,2664
0.10343106012322074,0.055449330783938815,1046
0.16424347110655013,0.04632152588555858,2936
0.23869741958289148,0.07423117709437964,1886
0.3650584286745001,0.10491071428571429,896
