ID,householdID,communityID,i002,i003,i004,i005,i005_1,i006,i007,i008,i009,i010,i011,i012_1,i012_4,i012_3,i012_2,i012_5,i013,i014s1,i014s2,i015,i017,i018,i019,i020,i021,i022,i023,i024,i027_w3,i025,i026,versionID
105381109001,1053811090,1053811,0.0,2,1,2012,,2,,2,2,2,4,3,1,1,1,1,,,2,,1,2,2,2,,5,2,2,2,1,3,20170531
105381112002,1053811120,1053811,0.0,2,1,2006,,2,,2,2,2,4,2,1,1,1,0,,,2,,1,2,2,1,7,5,2,1,2,1,3,20170531
105381102002,1053811020,1053811,0.0,2,1,,3,1,1,,,2,1,1,1,0,0,0,50,1,,2,1,3,2,2,,1,2,2,2,4,3,20170531
105381106002,1053811060,1053811,0.0,2,1,2010,,2,,5,2,2,5,3,1,1,1,1,,,2,,1,1,1,1,2,5,2,1,2,1,3,20170531
105381105001,1053811050,1053811,400.0,2,1,1982,,1,1,,,1,,2,1,0,1,0,10,1,,2,1,3,2,2,,6,2,2,2,3,3,20170531
105381130001,1053811300,1053811,0.0,1,1,,2,2,,2,2,2,3,3,1,0,1,1,5,1,,2,1,3,2,2,,2,2,2,2,1,3,20170531
105381113001,1053811130,1053811,0.0,2,1,,2,2,,2,2,2,3,3,1,1,1,1,,,2,,1,1,2,1,2,5,2,2,2,2,3,20170531
108259314001,1082593140,1082593,0.0,2,1,1999,,1,1,,,2,1,2,1,0,0,0,5,1,,2,2,3,2,2,,6,2,2,2,6,6,20170531
108259326001,1082593260,1082593,2080.0,1,1,2005,,1,1,,,1,,2,2,1,2,0,,,2,,2,2,2,2,,6,1,1,2,3,3,20170531
108259325001,1082593250,1082593,666.0,2,2,,5,1,1,,,2,1,3,1,0,0,0,15,1,,2,2,3,2,2,,6,2,2,2,3,3,20170531
108259341002,1082593410,1082593,300.0,2,1,2003,,1,1,,,2,1,3,1,0,0,1,25,1,,2,2,3,2,2,,6,1,1,2,3,3,20170531
108259302001,1082593020,1082593,,2,2,,6,1,1,,,2,1,1,1,0,0,0,15,1,,2,2,3,2,2,,6,2,2,2,4,3,20170531
108259306002,1082593060,1082593,2300.0,2,1,1981,,1,1,,,2,1,2,1,1,1,0,,1,,2,2,3,2,2,,4,2,1,2,2,3,20170531
108259317001,1082593170,1082593,0.0,2,1,,2,2,,1,,2,2,1,0,1,1,0,,1,,1,1,3,2,1,2,5,2,2,2,2,3,20170531
108259310002,1082593100,1082593,96.0,1,1,2012,,1,1,,,2,1,3,2,2,0,0,,1,,2,2,3,2,1,2,6,2,2,2,4,3,20170531
108259337001,1082593370,1082593,0.0,2,2,1985,,1,1,,,2,1,2,1,1,1,0,,1,,2,2,3,2,2,,6,1,2,2,4,3,20170531
108259335001,1082593350,1082593,,2,1,1991,,1,1,,,2,1,2,1,1,1,0,,1,,2,2,2,2,2,,6,1,1,2,3,3,20170531
108259321001,1082593210,1082593,0.0,2,1,2011,,2,,2,2,2,4,2,1,1,1,2,,,2,,1,2,1,1,2,2,2,1,2,2,3,20170531
108259319001,1082593190,1082593,1140.0,2,1,1979,,1,1,,,2,1,3,1,0,0,0,15,1,,2,2,3,2,2,,6,2,2,2,4,3,20170531
108259340002,1082593400,1082593,0.0,2,1,2009,,2,,2,2,2,4,2,1,1,1,1,,,2,,1,2,2,1,2,4,2,2,2,3,3,20170531
108259330001,1082593300,1082593,0.0,2,1,2012,,2,,2,2,2,4,2,1,1,1,1,,,2,,1,2,1,1,2,5,2,2,2,3,3,20170531
108259303001,1082593030,1082593,0.0,2,1,2009,,2,,2,2,2,3,2,1,1,1,1,,,2,,1,2,2,1,2,5,1,1,2,6,6,20170531
108259328001,1082593280,1082593,80.0,2,1,1975,,1,2,,,2,1,1,1,0,1,0,20,1,,2,2,3,2,2,,6,1,2,2,1,1,20170531
108259309001,1082593090,1082593,,2,1,2011,,1,1,,,2,1,2,2,0,1,1,100,1,,2,2,3,2,2,,6,2,1,2,2,3,20170531
108259323001,1082593230,1082593,0.0,2,1,2013,,2,,6,1,2,3,2,1,1,1,1,,,2,,1,2,1,1,7,2,2,2,2,1,3,20170531
108259327002,1082593270,1082593,0.0,2,1,2011,,2,,4,2,2,5,2,1,1,1,1,,,2,,1,2,2,1,3,5,2,2,2,1,1,20170531
108259344001,1082593440,1082593,500.0,2,1,1980,,1,1,,,2,1,3,1,0,0,0,20,1,,2,2,3,2,2,,6,1,2,2,4,3,20170531
108259308002,1082593080,1082593,0.0,2,1,2009,,2,,3,2,2,5,2,1,1,1,1,,,2,,1,2,2,1,2,4,2,1,2,1,3,20170531
108259315002,1082593150,1082593,28.0,1,6,2005,,1,1,,,2,1,1,1,1,0,0,,1,,2,2,3,2,2,,6,2,2,2,4,3,20170531
108259332001,1082593320,1082593,0.0,2,1,2001,,2,,2,2,2,2,2,1,1,1,1,,,2,,1,1,1,1,2,5,2,1,2,1,1,20170531
108259301002,1082593010,1082593,0.0,2,1,2007,,2,,5,2,2,5,3,1,1,1,0,,,2,,1,2,2,1,2,4,2,2,2,1,1,20170531
108259322001,1082593220,1082593,0.0,1,1,2001,,2,,2,2,2,4,3,1,1,1,1,,,2,,1,2,2,2,,2,1,1,2,4,3,20170531
108259304002,1082593040,1082593,6000.0,2,1,1991,,1,1,,,1,,2,1,0,2,0,8,1,,2,2,3,2,2,,6,2,2,2,4,3,20170531
108259345002,1082593450,1082593,0.0,1,1,1998,,1,1,,,2,1,1,1,1,1,0,,,2,,2,2,1,1,2,5,1,1,2,4,3,20170531
108259329001,1082593290,1082593,0.0,2,1,1998,,2,,2,2,2,2,4,1,1,0,1,,,2,,2,3,2,2,,6,2,1,2,4,3,20170531
108259347001,1082593470,1082593,800.0,2,1,1990,,1,1,,,2,1,2,1,0,1,0,6,1,,2,2,3,2,2,,1,2,2,2,6,6,20170531
108259336002,1082593360,1082593,0.0,1,1,2012,,2,,,,1,,1,1,1,0,0,,,2,,2,3,2,2,,2,1,2,2,3,3,20170531
108259311001,1082593110,1082593,300.0,2,1,1998,,1,1,,,2,1,2,1,0,1,0,50,1,,2,2,3,2,2,,6,2,1,2,4,3,20170531
108259346002,1082593460,1082593,120.0,2,1,,4,1,1,,,2,1,2,1,1,1,0,,,2,,1,2,2,2,,1,2,2,2,2,3,20170531
108259307002,1082593070,1082593,300.0,2,1,1999,,1,1,,,2,1,2,1,0,1,0,20,1,,2,2,3,2,2,,1,2,1,2,4,3,20170531
108259324001,1082593240,1082593,0.0,2,1,2011,,2,,4,2,2,3,3,1,1,1,0,,,2,,1,2,2,1,2,2,1,2,2,3,3,20170531
108259333002,1082593330,1082593,500.0,2,1,2012,,1,1,,,2,2,2,2,0,2,0,15,1,,2,1,2,2,1,2,6,2,2,2,2,3,20170531
108259125001,1082591250,1082591,,2,2,,5,1,1,,,2,1,2,1,0,0,0,15,1,,2,2,3,2,2,,6,2,2,2,4,3,20170531
108259141001,1082591410,1082591,1200.0,2,1,,,1,1,,,2,1,,,,,,15,1,,2,2,3,2,2,,6,2,2,2,4,5,20170531
108259103002,1082591030,1082591,70.0,2,2,1973,,1,1,,,2,1,1,1,0,0,0,1,1,,2,2,3,2,2,,6,2,2,2,4,3,20170531
108259110001,1082591100,1082591,96.0,2,1,2013,,1,1,,,2,1,2,1,0,0,0,100,1,,2,2,3,2,2,,6,2,2,2,3,3,20170531
108259139001,1082591390,1082591,3870.0,2,1,1992,,1,1,,,2,1,2,1,1,0,0,,1,,2,2,3,2,2,,6,2,2,2,3,3,20170531
108259129002,1082591290,1082591,,2,6,1998,,1,1,,,2,1,1,1,0,0,0,10,1,,2,2,3,2,2,,6,2,2,2,3,3,20170531
108259126001,1082591260,1082591,84.0,2,2,1985,,1,1,,,2,1,1,1,0,1,0,20,1,,2,2,3,2,2,,6,2,2,2,1,1,20170531
108259106002,1082591060,1082591,120.0,2,2,1995,,1,2,,,2,1,1,1,0,0,0,40,1,,2,2,3,2,2,,6,2,2,2,4,3,20170531
108259119002,1082591190,1082591,300.0,2,1,2002,,1,1,,,2,2,1,1,1,0,1,,1,,2,2,3,2,2,,6,1,2,2,4,3,20170531
108259114002,1082591140,1082591,0.0,2,1,2005,,1,1,,,2,1,2,2,1,0,0,,1,,2,2,3,2,2,,6,2,2,2,4,3,20170531
108259132002,1082591320,1082591,1000.0,2,1,2013,,1,1,,,2,3,2,1,0,0,1,20,1,,2,2,3,2,2,,6,2,2,2,4,3,20170531
108259107002,1082591070,1082591,2000.0,2,2,2011,,1,1,,,2,1,1,1,0,0,0,10,1,,2,2,3,2,2,,6,2,2,2,4,3,20170531
108259144001,1082591440,1082591,0.0,2,2,,5,1,2,,,2,1,1,1,0,1,0,40,1,,2,2,3,2,1,6,6,2,2,2,1,1,20170531
108259112001,1082591120,1082591,2880.0,2,1,2008,,1,1,,,1,,2,1,0,0,0,15,1,,2,2,3,2,2,,6,2,2,2,4,3,20170531
108259131002,1082591310,1082591,6400.0,2,1,2011,,1,1,,,2,1,2,1,0,1,0,40,1,,2,2,2,2,2,,6,2,2,2,4,3,20170531
108259115001,1082591150,1082591,400.0,2,2,1976,,1,1,,,2,1,2,1,0,0,0,30,1,,2,2,3,2,2,,6,2,2,2,3,3,20170531
108259101001,1082591010,1082591,666.0,2,6,1985,,1,1,,,2,1,3,1,0,0,0,9,1,,2,2,3,2,2,,6,2,2,2,4,3,20170531
108259128001,1082591280,1082591,,2,2,1978,,1,1,,,2,1,1,1,0,0,0,30,1,,2,2,3,2,2,,6,2,2,2,4,3,20170531
108259143001,1082591430,1082591,150.0,2,1,2011,,1,1,,,2,2,2,1,0,0,1,2,1,,2,2,3,2,2,,6,2,2,2,1,3,20170531
108259134001,1082591340,1082591,360.0,1,2,1985,,1,1,,,2,1,2,1,0,0,0,30,1,,2,2,3,2,2,,6,2,2,2,3,3,20170531
108259102001,1082591020,1082591,,2,1,2009,,1,1,,,2,2,2,2,0,0,0,30,1,,2,2,3,2,2,,6,2,2,2,4,3,20170531
108259135001,1082591350,1082591,,2,2,,,1,1,,,2,1,1,1,0,0,0,20,1,,2,2,3,2,2,,6,2,2,2,3,3,20170531
108259124002,1082591240,1082591,60.0,2,2,2003,,1,1,,,2,2,1,1,0,1,0,20,1,,2,2,3,2,2,,6,2,2,2,1,1,20170531
108259118002,1082591180,1082591,200.0,2,1,1995,,1,1,,,2,1,3,1,2,1,0,,1,,2,2,3,2,2,,6,2,2,2,3,3,20170531
108259142001,1082591420,1082591,2000.0,1,1,1985,,1,1,,,2,1,1,1,1,1,0,,1,,2,2,3,2,2,,6,1,2,2,3,3,20170531
108259111002,1082591110,1082591,300.0,2,2,1979,,1,1,,,2,1,3,1,0,1,0,20,1,,2,2,3,2,2,,6,2,2,2,2,3,20170531
108259145002,1082591450,1082591,100.0,2,6,1980,,1,1,,,2,1,1,1,0,1,0,20,1,,2,2,3,2,2,,6,2,2,2,4,3,20170531
108259122002,1082591220,1082591,500.0,2,1,2005,,1,2,,,2,1,1,1,0,1,0,20,1,,2,2,3,2,1,6,6,2,2,2,1,1,20170531
108259140001,1082591400,1082591,200.0,2,1,1999,,1,1,,,2,2,2,1,0,0,0,20,1,,2,2,3,2,2,,6,2,1,2,3,3,20170531
108259104001,1082591040,1082591,600.0,2,2,1991,,1,1,,,2,1,2,1,1,0,0,,1,,2,2,3,2,2,,6,2,2,2,3,3,20170531
108259105001,1082591050,1082591,80.0,2,2,1985,,1,1,,,2,1,2,1,0,0,0,10,1,,1,2,3,2,2,,6,2,2,2,3,3,20170531
108259123001,1082591230,1082591,100.0,2,6,1985,,1,1,,,2,1,2,1,1,0,0,,1,,2,2,3,2,2,,6,2,2,2,4,2,20170531
108259113002,1082591130,1082591,90.0,1,6,,5,1,1,,,2,1,1,1,0,0,0,10,1,,2,2,3,2,2,,6,2,2,2,5,3,20170531
108259120001,1082591200,1082591,1200.0,2,1,2002,,1,1,,,2,1,2,2,0,1,1,20,1,,2,2,3,2,2,,6,2,1,2,2,3,20170531
108259133001,1082591330,1082591,2000.0,2,2,,6,1,1,,,2,1,3,1,0,0,0,10,1,,2,2,3,2,2,,6,2,2,2,5,3,20170531
108259130001,1082591300,1082591,800.0,2,6,1986,,1,1,,,2,1,2,1,0,0,0,30,1,,2,2,3,2,2,,6,2,2,2,3,3,20170531
108259108002,1082591080,1082591,120.0,1,1,2004,,1,1,,,2,1,1,1,0,0,1,20,1,,2,2,2,2,2,,6,2,2,2,2,3,20170531
108259137002,1082591370,1082591,,2,6,1975,,1,1,,,2,1,2,1,1,1,0,,1,,2,2,3,2,2,,6,2,2,2,4,3,20170531
108259121001,1082591210,1082591,1800.0,2,1,1986,,1,1,,,2,1,3,1,0,0,0,50,1,,2,2,3,2,2,,6,2,2,2,4,3,20170531
108259127002,1082591270,1082591,1700.0,2,1,1987,,1,1,,,2,1,2,1,0,1,0,15,1,,2,2,3,2,2,,6,2,1,2,3,3,20170531
108259116002,1082591160,1082591,70.0,2,2,1975,,1,1,,,2,1,1,1,0,1,0,30,1,,2,2,3,2,1,6,6,2,2,2,1,1,20170531
108259138001,1082591380,1082591,666.0,2,6,1983,,1,1,,,2,1,2,1,0,0,0,30,1,,2,2,3,2,2,,6,2,2,2,3,3,20170531
108259214001,1082592140,1082592,0.0,1,1,,3,3,1,,2,2,2,1,1,0,1,0,50,1,,2,1,3,2,2,,2,2,1,2,1,1,20170531
108259210001,1082592100,1082592,0.0,1,1,2005,,2,,2,2,2,4,2,1,1,1,0,,,2,,2,3,2,1,2,4,1,1,2,4,3,20170531
108259204002,1082592040,1082592,100.0,2,6,1975,,1,1,,,2,1,1,1,1,1,0,,1,,2,2,3,2,2,,6,2,2,2,4,3,20170531
108259212001,1082592120,1082592,,2,1,2002,,1,1,,,2,1,2,1,0,1,0,10,1,,2,1,3,2,2,,6,2,2,2,3,2,20170531
108259206001,1082592060,1082592,280.0,2,6,1974,,1,1,,,2,1,2,1,0,0,0,18,1,,2,2,3,2,1,2,1,2,2,2,2,3,20170531
108259209001,1082592090,1082592,940.0,2,1,2010,,1,1,,,2,1,2,1,0,0,0,20,1,,2,2,3,2,2,,6,2,2,2,3,3,20170531
108259237002,1082592370,1082592,200.0,1,1,2005,,3,,,2,2,2,3,1,0,1,0,8,1,,2,2,3,2,2,,6,1,1,2,4,3,20170531
108259241002,1082592410,1082592,100.0,2,1,1993,,1,1,,,2,1,1,1,1,1,0,,1,,2,2,3,2,2,,6,2,2,2,4,3,20170531
108259234002,1082592340,1082592,300.0,2,1,2013,,1,1,,,2,2,3,1,0,1,0,15,1,,2,2,3,2,2,,6,2,2,2,3,3,20170531
108259254001,1082592540,1082592,178.0,1,1,2004,,3,,,2,2,4,2,1,1,1,1,,,2,,1,3,2,1,2,5,1,1,2,3,3,20170531
108259252001,1082592520,1082592,0.0,2,6,,5,1,1,,,2,1,3,1,0,0,0,20,1,,2,2,3,2,2,,6,2,2,2,3,3,20170531
108259253001,1082592530,1082592,667.0,2,1,1982,,1,1,,,1,,1,1,1,1,0,,1,,1,2,3,2,2,,6,2,2,2,4,3,20170531
108259233001,1082592330,1082592,,2,2,1950,,1,1,,,2,1,2,1,0,1,0,20,1,,2,2,3,2,2,,6,2,2,2,4,3,20170531
108259232001,1082592320,1082592,1750.0,2,1,1995,,1,1,,,2,1,2,1,1,1,0,,1,,2,2,3,2,2,,6,2,2,2,3,3,20170531
108259217001,1082592170,1082592,,2,2,1982,,1,1,,,2,1,2,1,0,0,0,12,1,,2,2,3,2,2,,6,2,2,2,4,3,20170531
108259223002,1082592230,1082592,10.0,2,1,2014,,1,2,,,2,1,1,1,0,0,0,2,1,,2,1,3,2,2,,6,2,2,2,2,3,20170531
108259220001,1082592200,1082592,480.0,1,1,1968,,1,1,,,2,1,2,1,0,0,0,35,1,,2,2,2,1,2,,6,2,1,2,4,3,20170531
108259239001,1082592390,1082592,666.67,2,1,2015,,1,1,,,2,2,2,1,0,0,1,50,1,,2,2,3,2,2,,6,2,2,2,6,3,20170531
108259229001,1082592290,1082592,250.0,2,1,1995,,1,1,,,2,1,2,1,1,0,0,,1,,2,2,3,2,2,,6,2,2,2,3,3,20170531
108259242001,1082592420,1082592,300.0,2,1,2005,,1,1,,,2,1,3,1,0,0,0,30,1,,2,2,2,2,2,,6,2,1,2,4,3,20170531
108259211002,1082592110,1082592,60.0,2,1,1972,,1,2,,,2,1,1,1,0,1,1,20,1,,2,2,3,2,2,,6,2,2,2,1,1,20170531
108259222001,1082592220,1082592,0.0,2,6,,4,1,1,,,2,1,1,0,0,0,0,20,1,,2,2,3,2,2,,6,2,2,2,4,3,20170531
108259243001,1082592430,1082592,0.0,2,3,1989,,1,2,,,2,1,2,1,0,1,0,20,1,,2,2,3,2,2,,6,2,2,2,1,1,20170531
108259248001,1082592480,1082592,0.0,2,2,1986,,1,1,,,2,1,1,1,0,0,0,15,1,,2,2,3,2,2,,6,2,2,2,3,3,20170531
108259258002,1082592580,1082592,100.0,2,1,2010,,1,1,,,2,1,1,1,0,0,0,15,1,,2,2,3,2,2,,1,1,1,2,5,3,20170531
108259208002,1082592080,1082592,225.0,2,1,1990,,1,1,,,2,1,2,1,0,0,0,30,1,,2,2,3,2,2,,1,2,2,2,4,3,20170531
108259216001,1082592160,1082592,0.0,2,1,,2,2,,1,,2,3,1,1,1,1,0,,,2,,1,3,2,1,2,2,2,2,2,4,3,20170531
108259250001,1082592500,1082592,400.0,2,1,2011,,1,1,,,2,1,2,1,0,0,0,20,1,,2,2,3,2,2,,6,2,2,2,4,3,20170531
108259260001,1082592600,1082592,0.0,2,1,2013,,1,1,,,2,1,2,1,1,1,0,,,2,,2,3,2,2,,1,2,1,2,3,3,20170531
108259218001,1082592180,1082592,0.0,2,2,,6,1,1,,,2,1,2,1,1,1,0,,1,,2,2,3,2,2,,6,2,2,2,4,3,20170531
108259244002,1082592440,1082592,60.0,2,6,1987,,1,1,,,2,1,1,1,1,1,0,,1,,2,2,3,2,2,,6,2,2,2,5,3,20170531
108259213002,1082592130,1082592,240.0,2,1,2006,,1,1,,,2,2,2,1,0,0,0,32,1,,2,2,3,2,2,,6,2,1,2,4,3,20170531
108259226002,1082592260,1082592,,2,2,1987,,1,1,,,2,1,2,1,1,1,0,,1,,2,2,3,2,2,,6,2,2,2,5,3,20170531
108259238002,1082592380,1082592,88.0,2,1,2013,,1,1,,,2,2,1,1,0,1,0,10,1,,2,2,3,2,2,,1,1,1,2,1,1,20170531
108259249001,1082592490,1082592,,2,6,1985,,1,1,,,2,1,2,1,0,0,0,50,1,,2,2,3,2,2,,6,2,2,2,3,3,20170531
108259256001,1082592560,1082592,0.0,1,6,1981,,1,2,,,2,1,2,1,1,1,1,,1,,2,2,3,2,1,2,6,1,1,2,3,3,20170531
108259246002,1082592460,1082592,500.0,2,6,,4,1,1,,,1,,2,1,0,0,0,40,1,,2,2,3,2,2,,6,2,1,2,5,3,20170531
108259219002,1082592190,1082592,0.0,2,1,2013,,2,,5,2,2,5,1,1,1,1,0,,,2,,1,1,2,1,2,2,2,2,2,6,6,20170531
108259245001,1082592450,1082592,600.0,2,2,,5,1,1,,,2,1,2,1,0,0,0,5,1,,2,2,3,2,2,,6,2,2,2,5,3,20170531
108259235001,1082592350,1082592,150.0,2,2,,6,1,1,,,2,1,3,1,0,0,0,20,1,,1,2,3,2,2,,6,2,2,2,3,3,20170531
108259224001,1082592240,1082592,7000.0,2,2,1999,,1,1,,,2,1,1,1,0,0,0,30,1,,2,2,3,1,2,,6,2,2,2,4,3,20170531
108259225002,1082592250,1082592,200.0,2,1,2013,,1,1,,,2,1,2,2,0,0,0,20,1,,2,2,3,2,2,,6,2,2,2,2,3,20170531
108259257001,1082592570,1082592,100.0,2,6,1995,,1,1,,,2,1,2,1,0,0,0,30,1,,2,2,3,2,2,,6,2,2,2,4,3,20170531
108259203002,1082592030,1082592,,2,1,2005,,1,1,,,2,1,2,1,1,1,0,,1,,2,2,3,2,2,,1,2,2,2,3,3,20170531
108259255002,1082592550,1082592,200.0,2,1,,4,1,1,,,2,1,2,1,0,0,0,20,1,,2,2,3,2,2,,6,2,2,2,3,3,20170531
108259231001,1082592310,1082592,0.0,2,1,2014,,2,,3,2,2,4,1,1,1,1,0,,,2,,1,2,1,1,2,2,2,2,2,6,6,20170531
108259207002,1082592070,1082592,0.0,2,6,1985,,1,1,,,2,1,1,1,0,0,0,20,1,,2,1,3,2,2,,1,2,2,2,2,3,20170531
108259201002,1082592010,1082592,0.0,2,1,,,1,2,,,2,1,1,1,1,0,0,,1,,2,2,3,2,2,,5,2,2,2,5,3,20170531
108206239001,1082062390,1082062,333.0,2,2,1977,,1,1,,,2,1,2,1,1,0,0,,1,,2,2,3,2,2,,6,2,2,2,1,3,20170531
108206212001,1082062120,1082062,300.0,2,2,1993,,1,1,,,2,1,2,1,0,0,0,10,1,,2,2,3,2,2,,5,2,1,2,3,3,20170531
108206204001,1082062040,1082062,0.0,2,1,1995,,1,1,,,2,1,2,1,0,0,0,50,1,,2,2,3,2,2,,6,2,2,2,2,3,20170531
108206202001,1082062020,1082062,666.0,2,2,1990,,1,1,,,2,1,2,1,0,0,0,50,1,,2,2,3,2,2,,6,2,2,2,3,2,20170531
108206240002,1082062400,1082062,80.0,2,1,2000,,1,2,,,2,1,2,1,0,0,0,10,1,,2,2,3,2,2,,6,2,2,2,6,6,20170531
108206229002,1082062290,1082062,,2,1,,,1,2,,,2,1,1,1,0,0,0,4,1,,2,1,3,2,2,,1,2,2,2,3,3,20170531
108206224001,1082062240,1082062,,2,2,,5,1,1,,,2,1,1,1,1,0,0,,1,,2,2,3,2,2,,6,1,2,2,3,3,20170531
108206211001,1082062110,1082062,,1,2,1975,,1,2,,,2,1,1,1,0,1,0,10,1,,2,1,3,2,2,,6,2,2,2,2,2,20170531
108206222002,1082062220,1082062,0.0,2,1,1998,,1,1,,,2,1,3,1,0,0,0,,1,,2,2,3,2,2,,6,2,2,2,4,3,20170531
108206219001,1082062190,1082062,0.0,2,1,2000,,1,1,,,1,,2,1,1,1,0,,1,,2,1,3,2,2,,5,2,2,2,2,3,20170531
108206217002,1082062170,1082062,80.0,1,3,1985,,1,2,,,2,1,1,1,0,1,0,50,1,,2,2,3,2,2,,6,2,2,2,2,2,20170531
108206227001,1082062270,1082062,0.0,2,2,1976,,1,1,,,1,,3,1,1,0,0,,1,,2,2,3,2,2,,5,2,2,2,4,3,20170531
108206221002,1082062210,1082062,200.0,2,1,1995,,1,1,,,2,1,2,1,0,0,0,10,1,,2,2,3,2,2,,5,2,2,2,3,4,20170531
108206208001,1082062080,1082062,70.0,2,1,2010,,1,1,,,2,1,2,1,1,1,0,,1,,1,2,2,2,2,,6,2,2,2,4,3,20170531
108206231001,1082062310,1082062,,2,1,2011,,1,1,,,2,1,2,1,1,1,1,,1,,2,1,2,2,2,,6,2,,2,1,3,20170531
108206234002,1082062340,1082062,2000.0,2,1,2010,,1,1,,,2,1,2,1,0,0,0,10,1,,2,2,3,2,2,,6,2,2,2,2,3,20170531
108206225001,1082062250,1082062,60.0,2,1,,,1,2,,,2,1,2,1,1,1,0,,1,,2,1,2,2,2,,2,2,2,2,6,6,20170531
108206213001,1082062130,1082062,0.0,2,1,,,1,1,,,2,1,2,0,0,0,0,10,1,,2,2,3,2,2,,6,2,2,2,3,4,20170531
108206226001,1082062260,1082062,150.0,2,1,2000,,1,1,,,2,1,1,1,0,0,0,30,1,,2,2,3,2,2,,6,2,2,2,2,3,20170531
108206241001,1082062410,1082062,2000.0,2,1,1995,,1,1,,,2,1,2,1,0,1,0,30,1,,2,2,2,2,2,,6,2,1,2,3,3,20170531
108206205002,1082062050,1082062,0.0,2,1,1990,,1,1,,,1,,1,1,0,0,0,50,1,,2,2,3,2,2,,1,2,2,2,2,3,20170531
108206206001,1082062060,1082062,1998.0,2,2,2008,,1,1,,,2,1,4,1,0,0,0,50,1,,2,2,3,2,2,,6,2,2,2,4,3,20170531
108206220002,1082062200,1082062,150.0,2,2,1985,,1,1,,,2,1,2,1,1,1,0,,1,,2,2,3,2,2,,6,2,2,2,2,3,20170531
108206233001,1082062330,1082062,0.0,2,1,2013,,1,1,,,2,1,4,1,1,1,0,,1,,2,2,2,2,2,,6,2,1,2,2,3,20170531
108206210002,1082062100,1082062,48.0,1,2,1984,,1,2,,,2,1,1,1,0,1,0,30,1,,2,2,3,2,1,6,6,2,2,2,2,2,20170531
108206230001,1082062300,1082062,2000.0,2,2,1990,,1,2,,,2,1,1,1,0,1,0,15,1,,2,2,2,2,2,,6,2,2,2,2,2,20170531
108206237001,1082062370,1082062,27.0,2,1,,2,1,2,,,2,1,1,1,0,1,0,500,1,,2,1,3,2,2,,5,2,2,2,4,4,20170531
108206235001,1082062350,1082062,45.0,1,2,,4,1,1,,,2,1,1,1,1,1,0,,,2,,1,3,2,2,,5,2,2,2,5,3,20170531
108206207001,1082062070,1082062,1000.0,2,2,,6,1,1,,,2,1,2,1,1,0,0,,1,,2,1,3,2,2,,6,2,2,2,4,3,20170531
108206215001,1082062150,1082062,1800.0,2,2,1974,,1,1,,,2,1,1,1,0,1,0,10,1,,2,1,3,2,2,,6,2,2,2,4,3,20170531
108206228002,1082062280,1082062,200.0,2,2,1985,,1,1,,,2,1,1,1,0,1,0,10,1,,2,2,3,2,2,,6,2,2,2,2,3,20170531
108206216001,1082062160,1082062,100.0,2,2,,5,1,1,,,2,1,1,1,0,0,0,15,1,,2,2,3,2,2,,6,2,2,2,4,3,20170531
108206236001,1082062360,1082062,1000.0,2,2,1993,,1,1,,,2,1,2,1,0,0,0,20,1,,2,2,3,2,2,,6,2,2,2,2,3,20170531
108206209002,1082062090,1082062,1.8,2,2,1995,,1,1,,,2,1,2,1,1,1,0,,1,,2,1,2,2,2,,6,2,2,2,1,3,20170531
108206135001,1082061350,1082061,,2,2,,6,1,1,,,2,1,1,1,0,0,0,11,1,,2,2,3,2,2,,6,2,2,2,3,3,20170531
108206103002,1082061030,1082061,,2,3,,6,1,1,,,2,1,2,1,0,0,0,50,1,,2,2,3,2,2,,6,2,2,2,3,4,20170531
108206102001,1082061020,1082061,,2,2,1965,,1,1,,,2,1,3,1,0,0,0,20,1,,2,2,3,2,1,2,6,2,2,2,2,2,20170531
108206118002,1082061180,1082061,600.0,2,1,1990,,1,1,,,2,1,2,1,0,0,0,20,1,,2,2,3,2,2,,6,2,2,2,3,3,20170531
108206129002,1082061290,1082061,75.0,2,1,2011,,1,2,,,2,1,1,1,0,1,0,7,1,,2,2,3,2,2,,6,2,2,2,1,1,20170531
108206116001,1082061160,1082061,82.5,2,1,2001,,1,1,,,2,2,2,1,0,1,0,20,1,,2,2,2,2,2,,6,2,2,1,3,3,20170531
108206138002,1082061380,1082061,300.0,2,1,2011,,1,1,,,2,2,2,1,0,1,0,15,1,,2,2,2,2,2,,1,2,2,2,5,3,20170531
108206101002,1082061010,1082061,60.0,2,1,2007,,1,1,,,2,2,2,1,0,1,0,20,1,,2,2,2,2,2,,6,2,2,2,4,3,20170531
108206137002,1082061370,1082061,3500.0,2,1,2000,,1,1,,,2,1,2,1,0,1,1,40,1,,2,2,2,2,2,,6,2,2,2,2,3,20170531
108206115002,1082061150,1082061,0.0,2,1,2014,,1,2,,,2,1,1,1,0,1,0,100,1,,2,2,3,2,2,,6,2,2,2,2,2,20170531
108206132001,1082061320,1082061,,2,6,,5,1,1,,,2,1,2,1,0,0,0,6,1,,2,2,3,2,2,,6,2,2,2,4,3,20170531
108206108001,1082061080,1082061,150.0,2,1,1998,,1,1,,,2,1,3,1,0,1,0,10,1,,2,2,3,2,2,,6,2,2,2,3,2,20170531
108206140002,1082061400,1082061,2000.0,2,1,2005,,1,1,,,2,1,2,1,0,1,0,40,1,,2,2,3,2,1,2,6,2,1,2,3,3,20170531
