fi_mean,event_rate,n
0.010784487687545592,0.00932552591628714,4611
0.09055937467250318,0.012769353551476457,2506
0.10368562293022726,0.020554984583761562,973
0.16456790872678723,0.014018691588785047,2782
0.2390340909090909,0.030113636363636363,1760
0.36538735781693527,0.046948356807511735,852
