predicted_probability_mean,observed_event_rate
0.2490714979046407,0.0029585798816568047
0.31453204845953936,0.002967359050445104
0.34889707304039114,0.032640949554896145
0.3864243302261035,0.005934718100890208
0.4222302879353219,0.01483679525222552
0.46794596274630523,0.011869436201780416
0.523445516672293,0.020771513353115726
0.6261781364065351,0.04154302670623145
