feature,importance,rank
age_2011,53,1
chronic_disease_1_2011,32,2
functional_difficulty_1_2011,27,3
chronic_disease_5_2011,25,4
bmi_2011,24,5
sex_code_2011_1.0,22,6
waist_cm_2011,21,7
newcho_2011,20,8
newglu_2011,20,9
fi_broad_exploratory_2011,20,10
fi_2011,20,11
chronic_disease_2_2011,16,12
newhdl_2011,12,13
weight_kg_2011,11,14
newcrp_2011,9,15
systolic_bp_mean_2011,8,16
chronic_disease_8_2011,8,17
sex_code_2011_2.0,7,18
functional_difficulty_8_2011,7,19
health_compared_peer_2011_1.0,5,20
depressed_frequency_2011_3.0,5,21
newldl_2011,2,22
newhba1c_2011,2,23
alcohol_frequency_code_2011_3.0,1,24
height_cm_2011,1,25
marital_code_2011_2.0,1,26
sad_or_depressed_2011_2.0,1,27
qc1_vb004_2011,1,28
self_rated_health_2011_2.0,0,29
marital_code_2011_1.0,0,30
education_code_2011_10.0,0,31
marital_code_2011_3.0,0,32
marital_code_2011_4.0,0,33
marital_code_2011_5.0,0,34
education_code_2011_9.0,0,35
marital_code_2011_6.0,0,36
self_rated_health_2011_1.0,0,37
education_code_2011_8.0,0,38
chronic_disease_13_2011,0,39
self_rated_health_2011_3.0,0,40
education_code_2011_6.0,0,41
sad_or_depressed_2011_4.0,0,42
sad_or_depressed_2011_3.0,0,43
sad_or_depressed_2011_1.0,0,44
depressed_frequency_2011_4.0,0,45
depressed_frequency_2011_2.0,0,46
depressed_frequency_2011_1.0,0,47
alcohol_frequency_code_2011_2.0,0,48
alcohol_frequency_code_2011_1.0,0,49
alcohol_frequency_code_2011_0.0,0,50
health_compared_peer_2011_5.0,0,51
health_compared_peer_2011_4.0,0,52
health_compared_peer_2011_3.0,0,53
health_compared_peer_2011_2.0,0,54
self_rated_health_2011_5.0,0,55
self_rated_health_2011_4.0,0,56
education_code_2011_7.0,0,57
education_code_2011_1.0,0,58
education_code_2011_5.0,0,59
functional_difficulty_16_2011,0,60
chronic_disease_12_2011,0,61
functional_difficulty_2_2011,0,62
functional_difficulty_3_2011,0,63
functional_difficulty_4_2011,0,64
functional_difficulty_5_2011,0,65
functional_difficulty_6_2011,0,66
functional_difficulty_7_2011,0,67
functional_difficulty_9_2011,0,68
functional_difficulty_10_2011,0,69
functional_difficulty_11_2011,0,70
functional_difficulty_12_2011,0,71
functional_difficulty_13_2011,0,72
functional_difficulty_14_2011,0,73
functional_difficulty_15_2011,0,74
functional_difficulty_17_2011,0,75
education_code_2011_4.0,0,76
functional_difficulty_18_2011,0,77
functional_difficulty_19_2011,0,78
functional_difficulty_20_2011,0,79
chronic_disease_11_2011,0,80
bmi_to_fi_2011,0,81
chronic_disease_10_2011,0,82
chronic_disease_9_2011,0,83
chronic_disease_6_2011,0,84
chronic_disease_4_2011,0,85
current_smoking_2011,0,86
chronic_disease_3_2011,0,87
chronic_disease_14_2011,0,88
education_code_2011_2.0,0,89
education_code_2011_3.0,0,90
sad_or_depressed_2011_5.0,0,91
