feature,importance,rank
fi_2011,0.31603141175946,1
sex_code_2011_2.0,0.15199669902355292,2
sex_code_2011_1.0,0.13911582294031136,3
age_2011,0.12510039766593423,4
sex_code_2011_0.0,0.020856530318700828,5
