feature,importance,rank
bmi_to_fi_2011,0.046108443,1
chronic_disease_10_2011,0.03449807,2
fi_broad_exploratory_2011,0.03437365,3
functional_difficulty_7_2011,0.034311313,4
functional_difficulty_1_2011,0.033730503,5
fi_2011,0.032000966,6
depressed_frequency_2011_2.0,0.029763341,7
education_code_2011_9.0,0.025984641,8
age_2011,0.024949798,9
alcohol_frequency_code_2011_1.0,0.023951154,10
sex_code_2011_1.0,0.022831636,11
depressed_frequency_2011_4.0,0.022662785,12
chronic_disease_1_2011,0.021897767,13
weight_kg_2011,0.021160217,14
functional_difficulty_15_2011,0.020652857,15
bmi_2011,0.02023791,16
height_cm_2011,0.020096714,17
functional_difficulty_5_2011,0.019862004,18
waist_cm_2011,0.019769212,19
chronic_disease_3_2011,0.019695293,20
alcohol_frequency_code_2011_3.0,0.019403433,21
qc1_vb004_2011,0.019335924,22
newglu_2011,0.019265994,23
newcrp_2011,0.01866998,24
self_rated_health_2011_3.0,0.01865585,25
newldl_2011,0.018417949,26
self_rated_health_2011_1.0,0.018402485,27
chronic_disease_5_2011,0.01815876,28
marital_code_2011_1.0,0.01814112,29
newhdl_2011,0.018029958,30
sad_or_depressed_2011_2.0,0.017612882,31
chronic_disease_9_2011,0.017612794,32
depressed_frequency_2011_3.0,0.017526843,33
functional_difficulty_12_2011,0.016809123,34
newhba1c_2011,0.016660467,35
health_compared_peer_2011_2.0,0.016380353,36
systolic_bp_mean_2011,0.01619353,37
newcho_2011,0.01583131,38
education_code_2011_2.0,0.015671648,39
self_rated_health_2011_2.0,0.015165293,40
education_code_2011_4.0,0.013997351,41
self_rated_health_2011_5.0,0.01322748,42
health_compared_peer_2011_1.0,0.012878768,43
alcohol_frequency_code_2011_2.0,0.012515655,44
sad_or_depressed_2011_1.0,0.011868598,45
education_code_2011_6.0,0.011599515,46
functional_difficulty_6_2011,0.0115501275,47
sad_or_depressed_2011_3.0,0.010356656,48
functional_difficulty_18_2011,0.008695659,49
self_rated_health_2011_4.0,0.007897801,50
chronic_disease_13_2011,0.0035184913,51
functional_difficulty_2_2011,0.0014098713,52
health_compared_peer_2011_3.0,0.0,53
chronic_disease_11_2011,0.0,54
chronic_disease_8_2011,0.0,55
health_compared_peer_2011_4.0,0.0,56
health_compared_peer_2011_5.0,0.0,57
alcohol_frequency_code_2011_0.0,0.0,58
marital_code_2011_5.0,0.0,59
chronic_disease_6_2011,0.0,60
depressed_frequency_2011_1.0,0.0,61
chronic_disease_4_2011,0.0,62
chronic_disease_2_2011,0.0,63
sad_or_depressed_2011_4.0,0.0,64
marital_code_2011_6.0,0.0,65
functional_difficulty_16_2011,0.0,66
marital_code_2011_4.0,0.0,67
functional_difficulty_3_2011,0.0,68
functional_difficulty_19_2011,0.0,69
functional_difficulty_20_2011,0.0,70
functional_difficulty_14_2011,0.0,71
functional_difficulty_13_2011,0.0,72
functional_difficulty_11_2011,0.0,73
functional_difficulty_10_2011,0.0,74
functional_difficulty_9_2011,0.0,75
functional_difficulty_8_2011,0.0,76
current_smoking_2011,0.0,77
functional_difficulty_4_2011,0.0,78
chronic_disease_14_2011,0.0,79
marital_code_2011_3.0,0.0,80
sex_code_2011_2.0,0.0,81
education_code_2011_1.0,0.0,82
education_code_2011_3.0,0.0,83
education_code_2011_5.0,0.0,84
education_code_2011_7.0,0.0,85
education_code_2011_8.0,0.0,86
functional_difficulty_17_2011,0.0,87
education_code_2011_10.0,0.0,88
chronic_disease_12_2011,0.0,89
marital_code_2011_2.0,0.0,90
sad_or_depressed_2011_5.0,0.0,91
