feature,importance,rank
fi_broad_exploratory_2011,21.80077794700077,1
chronic_disease_1_2011,15.460254638034682,2
fi_2011,10.401597624222354,3
functional_difficulty_1_2011,8.050856156688793,4
chronic_disease_2_2011,6.7228531743404325,5
systolic_bp_mean_2011,5.185129867413363,6
newcho_2011,3.0662627218289784,7
chronic_disease_5_2011,2.398058975481675,8
newhba1c_2011,2.291876590111155,9
bmi_to_fi_2011,2.2336257244887947,10
newhdl_2011,2.1566488862595143,11
newldl_2011,1.804006180056549,12
health_compared_peer_2011_1.0,1.61996749019709,13
education_code_2011_2.0,1.564698173614312,14
newglu_2011,1.4260515272422658,15
newcrp_2011,1.407519373576254,16
qc1_vb004_2011,1.2131256130615646,17
self_rated_health_2011_3.0,1.0533148239286942,18
marital_code_2011_1.0,0.9456336280866731,19
functional_difficulty_20_2011,0.5948004152847,20
functional_difficulty_10_2011,0.5712818529818712,21
marital_code_2011_5.0,0.5481025470539775,22
health_compared_peer_2011_4.0,0.5358945203300097,23
marital_code_2011_6.0,0.4392589986492696,24
functional_difficulty_17_2011,0.4104747866775722,25
alcohol_frequency_code_2011_3.0,0.394989789638668,26
functional_difficulty_8_2011,0.3900234540031459,27
marital_code_2011_2.0,0.3792876133403317,28
functional_difficulty_2_2011,0.36565664335177833,29
alcohol_frequency_code_2011_2.0,0.25837942478241366,30
functional_difficulty_5_2011,0.2434634360241306,31
health_compared_peer_2011_2.0,0.2328800307940476,32
functional_difficulty_15_2011,0.22475670918304994,33
health_compared_peer_2011_5.0,0.1986052709461813,34
education_code_2011_1.0,0.19301473629993465,35
chronic_disease_3_2011,0.1871746501894181,36
functional_difficulty_12_2011,0.18554754249219194,37
functional_difficulty_14_2011,0.18104056769242557,38
alcohol_frequency_code_2011_1.0,0.17640475216485427,39
functional_difficulty_4_2011,0.170070487694945,40
self_rated_health_2011_5.0,0.15501324298806454,41
education_code_2011_9.0,0.1503624569976385,42
marital_code_2011_4.0,0.1474235587475675,43
chronic_disease_6_2011,0.14497832766752974,44
functional_difficulty_3_2011,0.14215319395878864,45
functional_difficulty_13_2011,0.13760789419964004,46
current_smoking_2011,0.12416763799996074,47
functional_difficulty_6_2011,0.11633295357035953,48
sad_or_depressed_2011_5.0,0.11083742929840455,49
chronic_disease_13_2011,0.10391068684502117,50
health_compared_peer_2011_3.0,0.10373583658451692,51
functional_difficulty_18_2011,0.09963903600775213,52
functional_difficulty_16_2011,0.09854277852137476,53
self_rated_health_2011_1.0,0.09853017268212677,54
functional_difficulty_9_2011,0.09241769204575802,55
marital_code_2011_3.0,0.08935172553363624,56
alcohol_frequency_code_2011_0.0,0.06961866502024222,57
self_rated_health_2011_2.0,0.06495772143592589,58
self_rated_health_2011_4.0,0.050199103453351594,59
functional_difficulty_7_2011,0.04565169090863882,60
sad_or_depressed_2011_2.0,0.04252005783431508,61
chronic_disease_10_2011,0.04230026853475137,62
depressed_frequency_2011_3.0,0.035654231691745225,63
chronic_disease_12_2011,0.03199695092061905,64
depressed_frequency_2011_4.0,0.010620084695267316,65
functional_difficulty_19_2011,0.008109256648161449,66
chronic_disease_8_2011,0.0,67
sad_or_depressed_2011_1.0,0.0,68
depressed_frequency_2011_2.0,0.0,69
sad_or_depressed_2011_3.0,0.0,70
depressed_frequency_2011_1.0,0.0,71
sad_or_depressed_2011_4.0,0.0,72
chronic_disease_4_2011,0.0,73
education_code_2011_3.0,0.0,74
chronic_disease_9_2011,0.0,75
chronic_disease_11_2011,0.0,76
education_code_2011_4.0,0.0,77
functional_difficulty_11_2011,0.0,78
education_code_2011_10.0,0.0,79
education_code_2011_8.0,0.0,80
education_code_2011_7.0,0.0,81
education_code_2011_6.0,0.0,82
education_code_2011_5.0,0.0,83
chronic_disease_14_2011,0.0,84
