feature,importance,rank
fi_broad_exploratory_2011,0.063076176,1
functional_difficulty_1_2011,0.0507165,2
chronic_disease_1_2011,0.045454137,3
functional_difficulty_5_2011,0.045190938,4
functional_difficulty_8_2011,0.03729777,5
alcohol_frequency_code_2011_1.0,0.03205361,6
fi_2011,0.031000264,7
chronic_disease_5_2011,0.029699555,8
health_compared_peer_2011_2.0,0.029582078,9
education_code_2011_4.0,0.027490828,10
bmi_to_fi_2011,0.026748298,11
chronic_disease_10_2011,0.026395183,12
alcohol_frequency_code_2011_3.0,0.024473744,13
functional_difficulty_12_2011,0.02337121,14
self_rated_health_2011_2.0,0.022538465,15
education_code_2011_2.0,0.022287667,16
newcrp_2011,0.02186261,17
health_compared_peer_2011_4.0,0.021401713,18
depressed_frequency_2011_2.0,0.020378144,19
newldl_2011,0.01994131,20
newhdl_2011,0.019778006,21
newcho_2011,0.019534262,22
qc1_vb004_2011,0.019348908,23
chronic_disease_11_2011,0.019311206,24
systolic_bp_mean_2011,0.019305646,25
marital_code_2011_5.0,0.019268269,26
newhba1c_2011,0.01908495,27
depressed_frequency_2011_3.0,0.018070025,28
newglu_2011,0.017922856,29
alcohol_frequency_code_2011_2.0,0.017523859,30
self_rated_health_2011_5.0,0.016786907,31
sad_or_depressed_2011_3.0,0.016302237,32
chronic_disease_14_2011,0.016045937,33
chronic_disease_2_2011,0.01601675,34
functional_difficulty_19_2011,0.014999853,35
functional_difficulty_4_2011,0.0146783525,36
current_smoking_2011,0.014169752,37
education_code_2011_7.0,0.014005491,38
health_compared_peer_2011_1.0,0.013903888,39
education_code_2011_6.0,0.013102613,40
health_compared_peer_2011_5.0,0.01303913,41
education_code_2011_8.0,0.012332586,42
self_rated_health_2011_4.0,0.0116358735,43
chronic_disease_9_2011,0.0028724563,44
functional_difficulty_3_2011,0.0,45
functional_difficulty_2_2011,0.0,46
health_compared_peer_2011_3.0,0.0,47
chronic_disease_13_2011,0.0,48
alcohol_frequency_code_2011_0.0,0.0,49
functional_difficulty_20_2011,0.0,50
self_rated_health_2011_3.0,0.0,51
chronic_disease_8_2011,0.0,52
depressed_frequency_2011_1.0,0.0,53
chronic_disease_6_2011,0.0,54
chronic_disease_4_2011,0.0,55
depressed_frequency_2011_4.0,0.0,56
sad_or_depressed_2011_1.0,0.0,57
sad_or_depressed_2011_2.0,0.0,58
chronic_disease_3_2011,0.0,59
sad_or_depressed_2011_4.0,0.0,60
chronic_disease_12_2011,0.0,61
self_rated_health_2011_1.0,0.0,62
functional_difficulty_6_2011,0.0,63
education_code_2011_3.0,0.0,64
functional_difficulty_17_2011,0.0,65
functional_difficulty_16_2011,0.0,66
functional_difficulty_15_2011,0.0,67
functional_difficulty_14_2011,0.0,68
functional_difficulty_13_2011,0.0,69
functional_difficulty_11_2011,0.0,70
education_code_2011_1.0,0.0,71
functional_difficulty_10_2011,0.0,72
functional_difficulty_9_2011,0.0,73
functional_difficulty_18_2011,0.0,74
education_code_2011_5.0,0.0,75
education_code_2011_9.0,0.0,76
marital_code_2011_1.0,0.0,77
marital_code_2011_2.0,0.0,78
marital_code_2011_3.0,0.0,79
marital_code_2011_4.0,0.0,80
functional_difficulty_7_2011,0.0,81
marital_code_2011_6.0,0.0,82
sad_or_depressed_2011_5.0,0.0,83
