feature,importance,rank
fi_broad_exploratory_2011,43,1
fi_2011,39,2
newglu_2011,37,3
newcho_2011,37,4
systolic_bp_mean_2011,36,5
newcrp_2011,27,6
chronic_disease_1_2011,22,7
chronic_disease_5_2011,18,8
bmi_to_fi_2011,17,9
newldl_2011,17,10
alcohol_frequency_code_2011_1.0,17,11
functional_difficulty_1_2011,15,12
marital_code_2011_1.0,10,13
qc1_vb004_2011,8,14
newhdl_2011,8,15
depressed_frequency_2011_4.0,7,16
functional_difficulty_15_2011,7,17
alcohol_frequency_code_2011_3.0,6,18
newhba1c_2011,4,19
self_rated_health_2011_3.0,3,20
self_rated_health_2011_5.0,1,21
education_code_2011_2.0,1,22
functional_difficulty_8_2011,1,23
depressed_frequency_2011_3.0,1,24
functional_difficulty_6_2011,1,25
chronic_disease_10_2011,1,26
education_code_2011_1.0,1,27
marital_code_2011_2.0,0,28
marital_code_2011_4.0,0,29
education_code_2011_10.0,0,30
marital_code_2011_3.0,0,31
self_rated_health_2011_4.0,0,32
marital_code_2011_5.0,0,33
alcohol_frequency_code_2011_0.0,0,34
sad_or_depressed_2011_4.0,0,35
sad_or_depressed_2011_3.0,0,36
sad_or_depressed_2011_2.0,0,37
sad_or_depressed_2011_1.0,0,38
depressed_frequency_2011_2.0,0,39
depressed_frequency_2011_1.0,0,40
alcohol_frequency_code_2011_2.0,0,41
health_compared_peer_2011_5.0,0,42
marital_code_2011_6.0,0,43
health_compared_peer_2011_4.0,0,44
health_compared_peer_2011_3.0,0,45
health_compared_peer_2011_2.0,0,46
health_compared_peer_2011_1.0,0,47
education_code_2011_8.0,0,48
self_rated_health_2011_2.0,0,49
self_rated_health_2011_1.0,0,50
education_code_2011_9.0,0,51
current_smoking_2011,0,52
education_code_2011_7.0,0,53
education_code_2011_6.0,0,54
chronic_disease_2_2011,0,55
chronic_disease_3_2011,0,56
chronic_disease_4_2011,0,57
chronic_disease_6_2011,0,58
chronic_disease_8_2011,0,59
chronic_disease_9_2011,0,60
chronic_disease_11_2011,0,61
chronic_disease_12_2011,0,62
chronic_disease_13_2011,0,63
chronic_disease_14_2011,0,64
functional_difficulty_2_2011,0,65
functional_difficulty_3_2011,0,66
functional_difficulty_4_2011,0,67
functional_difficulty_5_2011,0,68
functional_difficulty_7_2011,0,69
functional_difficulty_9_2011,0,70
functional_difficulty_10_2011,0,71
functional_difficulty_11_2011,0,72
functional_difficulty_12_2011,0,73
functional_difficulty_13_2011,0,74
functional_difficulty_14_2011,0,75
functional_difficulty_16_2011,0,76
functional_difficulty_17_2011,0,77
functional_difficulty_18_2011,0,78
functional_difficulty_19_2011,0,79
functional_difficulty_20_2011,0,80
education_code_2011_3.0,0,81
education_code_2011_4.0,0,82
education_code_2011_5.0,0,83
sad_or_depressed_2011_5.0,0,84
