feature,importance,rank
age_2011,76,1
waist_cm_2011,46,2
chronic_disease_2_2011,25,3
fi_broad_exploratory_2011,24,4
chronic_disease_5_2011,23,5
chronic_disease_1_2011,22,6
functional_difficulty_1_2011,19,7
fi_2011,19,8
newcrp_2011,16,9
newcho_2011,14,10
bmi_2011,13,11
newglu_2011,12,12
sex_code_2011_2.0,12,13
alcohol_frequency_code_2011_3.0,12,14
height_cm_2011,11,15
systolic_bp_mean_2011,10,16
weight_kg_2011,10,17
sex_code_2011_1.0,9,18
marital_code_2011_1.0,4,19
education_code_2011_2.0,3,20
health_compared_peer_2011_1.0,3,21
functional_difficulty_14_2011,2,22
marital_code_2011_2.0,2,23
alcohol_frequency_code_2011_1.0,2,24
education_code_2011_1.0,1,25
newhba1c_2011,1,26
education_code_2011_6.0,1,27
newldl_2011,1,28
functional_difficulty_13_2011,0,29
functional_difficulty_15_2011,0,30
education_code_2011_10.0,0,31
chronic_disease_9_2011,0,32
chronic_disease_8_2011,0,33
marital_code_2011_3.0,0,34
marital_code_2011_4.0,0,35
marital_code_2011_5.0,0,36
marital_code_2011_6.0,0,37
self_rated_health_2011_1.0,0,38
self_rated_health_2011_2.0,0,39
self_rated_health_2011_3.0,0,40
self_rated_health_2011_4.0,0,41
self_rated_health_2011_5.0,0,42
chronic_disease_6_2011,0,43
health_compared_peer_2011_2.0,0,44
health_compared_peer_2011_3.0,0,45
health_compared_peer_2011_4.0,0,46
health_compared_peer_2011_5.0,0,47
alcohol_frequency_code_2011_0.0,0,48
chronic_disease_4_2011,0,49
alcohol_frequency_code_2011_2.0,0,50
chronic_disease_3_2011,0,51
depressed_frequency_2011_1.0,0,52
depressed_frequency_2011_2.0,0,53
depressed_frequency_2011_3.0,0,54
depressed_frequency_2011_4.0,0,55
sad_or_depressed_2011_1.0,0,56
sad_or_depressed_2011_2.0,0,57
sad_or_depressed_2011_3.0,0,58
sad_or_depressed_2011_4.0,0,59
education_code_2011_9.0,0,60
education_code_2011_8.0,0,61
education_code_2011_7.0,0,62
functional_difficulty_5_2011,0,63
functional_difficulty_16_2011,0,64
functional_difficulty_17_2011,0,65
functional_difficulty_18_2011,0,66
functional_difficulty_19_2011,0,67
functional_difficulty_20_2011,0,68
functional_difficulty_12_2011,0,69
functional_difficulty_11_2011,0,70
functional_difficulty_10_2011,0,71
bmi_to_fi_2011,0,72
functional_difficulty_9_2011,0,73
functional_difficulty_8_2011,0,74
functional_difficulty_7_2011,0,75
functional_difficulty_6_2011,0,76
functional_difficulty_4_2011,0,77
chronic_disease_10_2011,0,78
newhdl_2011,0,79
current_smoking_2011,0,80
functional_difficulty_3_2011,0,81
functional_difficulty_2_2011,0,82
qc1_vb004_2011,0,83
sex_code_2011_0.0,0,84
chronic_disease_14_2011,0,85
chronic_disease_13_2011,0,86
chronic_disease_12_2011,0,87
chronic_disease_11_2011,0,88
education_code_2011_3.0,0,89
education_code_2011_4.0,0,90
education_code_2011_5.0,0,91
sad_or_depressed_2011_5.0,0,92
