predicted_probability_mean,observed_event_rate
0.27192875527909594,0.051351351351351354
0.3335344689404387,0.08648648648648649
0.3823618616644387,0.0948509485094851
0.4303498611874289,0.12702702702702703
0.47763122528769386,0.0948509485094851
0.5268868231874723,0.14864864864864866
0.5840621417355597,0.1951219512195122
0.6697140053965299,0.27297297297297296
