fpr,tpr,threshold
0.0,0.0,inf
0.0,0.0025252525252525255,0.6794815520302354
0.0003904724716907458,0.0025252525252525255,0.6701035273057612
0.0003904724716907458,0.005050505050505051,0.6614489240858105
0.0015618898867629833,0.005050505050505051,0.655765770746012
0.0015618898867629833,0.007575757575757576,0.6554860381487652
0.001952362358453729,0.007575757575757576,0.6530588905588535
0.001952362358453729,0.015151515151515152,0.6501429986918233
0.002733307301835221,0.015151515151515152,0.6489411938900289
0.002733307301835221,0.017676767676767676,0.6468309624928587
0.005857087075361187,0.017676767676767676,0.6414930543531573
0.005857087075361187,0.020202020202020204,0.6413890054673946
0.008590394377196407,0.020202020202020204,0.6397533013092618
0.008590394377196407,0.025252525252525252,0.6381741568744881
0.008980866848887154,0.025252525252525252,0.6370978194215701
0.008980866848887154,0.027777777777777776,0.6363320566072153
0.010542756735650137,0.027777777777777776,0.6353845865244043
0.010542756735650137,0.030303030303030304,0.6351959110605323
0.012495119094103866,0.030303030303030304,0.6334715742423306
0.012495119094103866,0.03282828282828283,0.6328620475452849
0.013666536509176102,0.03282828282828283,0.6312197354899644
0.013666536509176102,0.03535353535353535,0.6310372610991682
0.014057008980866849,0.03535353535353535,0.630874764564749
0.014057008980866849,0.03787878787878788,0.6307629081902572
0.01483795392424834,0.03787878787878788,0.6300756689168471
0.01483795392424834,0.04040404040404041,0.6297435339858799
0.016399843811011325,0.04040404040404041,0.62893412181762
0.016399843811011325,0.04292929292929293,0.6287703780116214
0.017180788754392814,0.04292929292929293,0.6285341679012896
0.017180788754392814,0.047979797979797977,0.6280036960085512
0.017961733697774308,0.047979797979797977,0.6277073617924157
0.017961733697774308,0.050505050505050504,0.6277038160561944
0.018352206169465052,0.050505050505050504,0.6275077903077351
0.018352206169465052,0.05555555555555555,0.6268486642154697
0.018742678641155797,0.05555555555555555,0.6259804575967672
0.018742678641155797,0.05808080808080808,0.6255912351925583
0.019914096056228035,0.05808080808080808,0.6251377690671814
0.019914096056228035,0.06060606060606061,0.625022900699185
0.02069504099960953,0.06060606060606061,0.624678147096359
0.02069504099960953,0.06313131313131314,0.6244741501669744
0.021866458414681766,0.06313131313131314,0.623704777487639
0.021866458414681766,0.06565656565656566,0.6236914539171375
0.02225693088637251,0.06565656565656566,0.6236330691283725
0.02225693088637251,0.06818181818181818,0.623523922867258
0.02342834830144475,0.06818181818181818,0.6232045920015512
0.02342834830144475,0.0707070707070707,0.6231044574469423
0.023818820773135494,0.0707070707070707,0.6228476191211747
0.023818820773135494,0.07575757575757576,0.6221593844879615
0.02420929324482624,0.07575757575757576,0.6219542809752832
0.02420929324482624,0.08080808080808081,0.6217504805951962
0.024990238188207732,0.08080808080808081,0.6202403051854515
0.024990238188207732,0.08333333333333333,0.6202352687786825
0.026552128074970715,0.08333333333333333,0.6190869529600707
0.026552128074970715,0.08585858585858586,0.6190640292741644
0.027723545490042953,0.08585858585858586,0.618423222617149
0.027723545490042953,0.08838383838383838,0.6183829679591403
0.028114017961733698,0.08838383838383838,0.6182080436123918
0.028114017961733698,0.09090909090909091,0.6178735691176829
0.028504490433424443,0.09090909090909091,0.6178504844846119
0.028504490433424443,0.09343434343434344,0.6178491107509617
0.029285435376805936,0.09343434343434344,0.6169576291459192
0.029285435376805936,0.09595959595959595,0.6167939794488189
0.03201874267864115,0.09595959595959595,0.6152111294385559
0.03201874267864115,0.09848484848484848,0.6150581849671998
0.03358063256540414,0.09848484848484848,0.6145490439795375
0.03358063256540414,0.10101010101010101,0.614507266830887
0.033971105037094884,0.10101010101010101,0.614421169986607
0.033971105037094884,0.10606060606060606,0.614095624091413
0.03631393986723936,0.10606060606060606,0.6131191367057445
0.03631393986723936,0.10858585858585859,0.6129761153588469
0.03787582975400234,0.10858585858585859,0.6126373200001427
0.03787582975400234,0.1111111111111111,0.6126241314386066
0.03982819211245607,0.1111111111111111,0.6121941800708592
0.03982819211245607,0.11363636363636363,0.6121217752899769
0.04060913705583756,0.11363636363636363,0.6118709870743695
0.04060913705583756,0.11616161616161616,0.6118383328168137
0.04139008199921906,0.11616161616161616,0.6108536699644294
0.04139008199921906,0.12121212121212122,0.6104938311915381
0.0417805544709098,0.12121212121212122,0.6103353897035495
0.0417805544709098,0.12373737373737374,0.6101171520087
0.04217102694260055,0.12373737373737374,0.6100215097925815
0.04217102694260055,0.12626262626262627,0.6099190984361251
0.04256149941429129,0.12626262626262627,0.6097423484867747
0.04256149941429129,0.12878787878787878,0.6095692490446077
0.042951971885982036,0.12878787878787878,0.6093719929539515
0.042951971885982036,0.13131313131313133,0.6092194166474131
0.04412338930105428,0.13131313131313133,0.6090476525628287
0.04412338930105428,0.13383838383838384,0.6088729856319984
0.04529480671612651,0.13383838383838384,0.6078646143167941
0.04529480671612651,0.1388888888888889,0.6075425785299641
0.04568527918781726,0.1388888888888889,0.6075406523525912
0.04568527918781726,0.1414141414141414,0.6073844236169995
0.046075751659508,0.1414141414141414,0.6073147441905622
0.046075751659508,0.14393939393939395,0.6072999631303435
0.046466224131198754,0.14393939393939395,0.6072936144790546
0.046466224131198754,0.14646464646464646,0.6071950949371102
