communityID,sub_commuID,ja001,ja002,ja003,ja003_1,ja003_2,ja004,ja005,ja006,ja006_1,ja006_2,ja007,ja008,ja009,ja010,ja011,ja012,ja013,ja014,ja015,ja016,ja017,ja018,ja019,ja020,ja021,ja022,ja023,ja024,ja025,ja026,ja027,ja028,ja029,ja030,ja031,ja032,ja033,ja034,ja035,ja036,ja037,ja038,ja039_1,ja039_2,ja040,ja041,ja042_1_1_,ja042_1_2_,ja042_1_3_,ja042_1_4_,ja042_2_1_,ja042_2_2_,ja042_2_3_,ja042_2_4_,ja042_2_5_,ja042_3_1_,ja042_3_2_,ja042_3_3_,ja042_3_4_,ja042_3_5_,ja043,ja044,ja045_1,ja045_2,ja045_3,ja046_1,ja046_2,ja046_3,ja048,ja050,ja051s1,ja051s2,ja051s3,ja051s4,ja051s5,ja051s6,ja052,ja052_1,ja053,ja054,jb001,jb002,jb003,jb004,jb005,jb006_1,jb006_2,jb006_3,jb006_4,jb006_5,jb006_6,jb006_7,jb006_8,jb007_1,jb007_2,jb007_3,jb007_4,jb007_5,jb007_6,jb008,jb009_1,jb009s1,jb009s2,jb009s3,jb009s4,jb010,jb011,jb012,jb013,jb013_1,jb014,jb015,jb016,jb017,jb018,jb019,jb020,jb021,jb022,jb023,jb024,jb025,jb026,jb027,jb028_1_1_,jb028_1_2_,jb028_1_3_,jb028_1_4_,jb028_1_5_,jb028_1_6_,jb028_1_7_,jb028_1_8_,jb028_1_9_,jb028_1_10_,jb028_1_11_,jb028_1_12_,jb028_1_13_,jb028_2_1_,jb028_2_2_,jb028_2_3_,jb028_2_4_,jb028_2_5_,jb028_2_6_,jb028_2_7_,jb028_2_8_,jb028_2_9_,jb028_2_10_,jb028_2_11_,jb028_2_12_,jb028_2_13_,jb029_1_1_,jb029_1_2_,jb029_1_3_,jb029_1_4_,jb029_1_5_,jb029_1_6_,jb029_1_7_,jb029_1_8_,jb029_1_9_,jb029_1_10_,jb029_1_11_,jb029_1_12_,jb029_1_13_,jb029_1_14_,jb029_2_1_,jb029_2_2_,jb029_2_3_,jb029_2_4_,jb029_2_5_,jb029_2_6_,jb029_2_7_,jb029_2_8_,jb029_2_9_,jb029_2_10_,jb029_2_11_,jb029_2_12_,jb029_2_13_,jb029_2_14_,jb029_3_1_,jb029_3_2_,jb029_3_3_,jb029_3_4_,jb029_3_5_,jb029_3_6_,jb029_3_7_,jb029_3_8_,jb029_3_9_,jb029_3_10_,jb029_3_11_,jb029_3_12_,jb029_3_13_,jb029_3_14_,jb030,jb031,jb032,jb033_1,jb033s1,jb033s2,jb033s3,jb033s4,jb034,jb035,jb035_1,jb036,jb037,jb038,jb040,jc001,jc002,jc003,jc003_1,jc004,jc004_1,jc005,jc005_1,jc006,jc007,jc008,jc009,jc009_1,jc010,jc010_1,jc011,jc011_1,jc012,jc012_1,jc013,jc013_1,jc014,jc015,jc016,jc017,jc018,jc019,jc019_1,jc020,jc020_1,jc021,jc021_1,jc022,jc022_1,jc023,jc023_1,jc024,jc024_1,jc026,jd001,jd002,jd003,jd004s1,jd004s2,jd004s3,jd004s4,jd005,jd006,jd007_1,jd007_2,jd008_1,jd008_2,jd009,jd010,jd011,jd012,jd014,je001,je002,je003,je004,je005,je006,je007s1,je007s2,je007s3,je007s4,je007s5,je007s6,je007s7,je007s8,je007s9,je007s10,je007s11,je007s12,je007s13,je007s14,je007s15,je007s16,je007s17,je007s18,je007s19,je007s20,je007s21,je007s22,je007s23,je007s24,je007s25,je007s26,je007s27,je007s28,je007s29,je007s30,je007s31,je007s32,je007s33,je008,je009,je010,je011,je012,je014,je016,jf001s1,jf001s2,jf001s3,jf001s4,jf001s5,jf001s6,jf001s7,jf001s8,jf002_1_,jf002_1_1_,jf002_1_2_,jf002_1_3_,jf002_1_4_,jf002_1_5_,jf002_1_6_,jf002_1_7_,jf002_1_8_,jf002_2_,jf002_3_,jf002_4_,jf002_5_,jf002_6_,jf002_7_,jf002_8_,jf003_1_1_,jf003_1_2_,jf003_1_3_,jf003_1_4_,jf003_1_5_,jf003_1_6_,jf003_1_7_,jf003_1_8_,jf003_2_1_,jf003_2_2_,jf003_2_3_,jf003_2_4_,jf003_2_5_,jf003_2_6_,jf003_2_7_,jf003_2_8_,jf003_3_1_,jf003_3_2_,jf003_3_3_,jf003_3_4_,jf003_3_5_,jf003_3_6_,jf003_3_7_,jf003_3_8_,jf003_4_1_,jf003_4_2_,jf003_4_3_,jf003_4_4_,jf003_4_5_,jf003_4_6_,jf003_4_7_,jf003_4_8_,jf004_1_,jf004_2_,jf004_3_,jf004_4_,jf004_5_,jf004_6_,jf004_7_,jf004_8_,jf005_1_,jf005_2_,jf005_3_,jf006_1_,jf006_2_,jf006_3_,jf006_4_,jf006_5_,jf006_6_,jf006_7_,jf006_8_,jf007_1_,jf007_2_,jf007_3_,jf007_4_,jf007_5_,jf007_6_,jf007_7_,jf007_8_,jf008_1_1_,jf008_1_2_,jf008_1_3_,jf008_1_4_,jf008_1_5_,jf008_1_6_,jf008_1_7_,jf008_1_8_,jf008_2_1_,jf008_2_2_,jf008_2_3_,jf008_2_4_,jf008_2_5_,jf008_2_6_,jf008_2_7_,jf008_2_8_,jf009_1_,jf009_2_,jf009_3_,jf009_4_,jf009_5_,jf009_6_,jf009_7_,jf009_8_,jf010s1,jf010s2,jf011,jf012_1,jf012_2,jf012_3,jf012_4,jf012_5,jf012_6,jf013,jf014,jf015_1,jf015_2,jf015_3,jf015_4,jf015_5,jf015_6,jf015_7,jf015_8,jf016,jf017_1,jf017_2,jf018_1_1_,jf018_1_2_,jf018_1_3_,jf018_2_1_,jf018_2_2_,jf018_2_3_,jf020,jg001,jg002,jg003,jg004,jg005,jg006,jg007,jg008,jg009_1_,jg009_1_1_,jg009_1_2_,jg009_1_3_,jg009_1_4_,jg009_1_5_,jg009_2_,jg009_3_,jg009_4_,jg009_5_,jg010_1_,jg010_2_,jg010_3_,jg010_4_,jg010_5_,jg011_1_,jg011_2_,jg011_3_,jg011_4_,jg011_5_,jg012_1_,jg012_2_,jg012_3_,jg012_4_,jg012_5_,jg013,jg014,jg015,jg016,jg017,jg018,jg019,jg020,jg021,jg022,jg023,jg024,jg025,jg026,jg027,jg028,jg029,jg030,jg031,jg032,jg033,jg034,jg035,jg036,jg037,jg038,jg039,jg040,jg042,jh001_1,jh001_2,jh001_3,jh001_4,jh001_5,jh002_1_1_,jh002_1_2_,jh002_1_3_,jh002_2_1_,jh002_2_2_,jh002_2_3_,jh002_3_1_,jh002_3_2_,jh002_3_3_,jh003,jh004,jh005,jh006,jh007,jh008,jh008_1,jh009,jh010,jh011,jh012,jh013,jh013_1,jh013_2,jh014,jh015,jh016,jh017,jh018_1_1_,jh018_1_2_,jh018_1_3_,jh018_1_4_,jh018_1_5_,jh018_1_6_,jh018_1_7_,jh018_1_8_,jh018_1_9_,jh018_1_10_,jh018_1_11_,jh018_2_1_,jh018_2_2_,jh018_2_3_,jh018_2_4_,jh018_2_5_,jh018_2_6_,jh018_2_7_,jh018_2_8_,jh018_2_9_,jh018_2_10_,jh018_2_11_,jh019,jh020,jh021,jh022,jh023,jh024,jh025,jh026,jh026_1,jh027,jh028,jh029a_1_,jh029a_2_,jh029a_3_,jh029b_1_,jh029b_2_,jh029b_3_,jh030,jh031,jh032,jh033,ji001,ji002_a_1_,ji002_a_2_,ji002_a_3_,ji002_a_4_,ji002_a_5_,ji002_a_6_,ji002_a_7_,ji002_b_1_,ji002_b_2_,ji002_b_3_,ji002_b_4_,ji002_b_5_,ji002_b_6_,ji002_b_7_,ji002_c_1_,ji002_c_2_,ji002_c_3_,ji002_c_4_,ji002_c_5_,ji002_c_6_,ji002_c_7_,ji002_d_1_,ji002_d_2_,ji002_d_3_,ji002_d_4_,ji002_d_5_,ji002_d_6_,ji002_d_7_,ji002_e_1_,ji002_e_2_,ji002_e_3_,ji002_e_4_,ji002_e_5_,ji002_e_6_,ji002_e_7_,ji002_other,ji003_1a,ji003_1b,ji003_1c,ji003_1d,ji003_1e,ji003_1f,ji003_1g,ji003_1h,ji003_2a,ji003_2b,ji003_2c,ji003_2d,ji003_2e,ji003_2f,ji003_2g,ji003_2h,ji003_3a,ji003_3b,ji003_3c,ji003_3d,ji003_3e,ji003_3f,ji003_3g,ji003_3h,jj001_1a,jj001_1b,jj001_1c,jj001_1d,jj001_1e,jj001_1f,jj001_2a,jj001_2b,jj001_2c,jj001_2d,jj001_2e,jj001_2f,jj001_3a,jj001_3b,jj001_3c,jj001_3d,jj001_3e,jj001_3f,jj002,jj003,jj004,jj005,jj006,jj007,jj008,jj009,jj010,jj011,jj012,jj013,jj014,jj015,jj016,jj017,jj018,jj019,jj020,jj021,jj022,jj023,jj024,jj025,jj026,jj027,jj028,jj029,jj030,jj031,jj032,jj034,jj036,jj037s1,jj037s2,jj037s3,jj037s4,jj037s5,jj038_1,jj038_2,jj038_3,jj038_4,jj038_5,jj038s1,jj038s2,jj038s3,jj038s4,jj038s5,jk001,jk002,jk003,jk004,jk005,jk006,jk007
0940041,,2,2003,1,0.42,e,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2006,13.2,1,-15.0,38.0,15,3,6,,,,53,,,,,8,,,,,,,,,,,,,5,,,,,,,,,,,,1,0,1,0.0,5.1,397,0,0,0,0,0,0,0,0,0,0,0,397,0,2,,,,,,1,1989,1,3,.E,1,,,100.0,4,4,365,24.0,,,,,,22.4,1,1,1,1,0,1,1,0,0,0,1,0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.5,1.5,0.0,1.5,1.5,2,2,2,1,2,1,2,2,1,2,2,1,2,2,,,,2,,2,,,2,,,2,,,,,,1,,1,,,1,,,1,,,2,,,,,,,,,,,2.0,,,5,1072,1068,1068,397,235,62,3540,1407,35,1000,1000,500,250,400,240,30,10,2,0,1,4,»Ø×å,10,Âú×å,3,7,20.0,,10.0,,20.0,,30.0,,10.0,,1.0,,5,,10,0,1,e,e,e,0,,,,,,,,,1700,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000,5,,1,2,3,e,5,e,e,e,2,,,,,,,,,2,2,,2,,,,1,1,1,,1,,,,1,1,1,,1,,,,1,1,2,,1,,,,2,2,2,,2,,,,1,1,1,,1,,,,1,1,1,2.0,1.5,2.5,,1.0,,,,2,2,2,,2,,,,0,0,0,,0,,,,30,20,50,,10,,,,0.8,0.8,0.8,,0.8,,,,1,e,2007,397,-999,-999,-999,,,50,,,,,,,,,,,12,0,ÐÄÑª¹Ü¼²²¡,°©Ö¢,ÆäËû,6,3,3,5,1,2007,4,765.0,1,2000,62,480.0,2,.E,,,,,,,,,,,,,,,,,,,,,,,,1,1999,124,5.0,,,,,,,,,2,,,,1,2009,60,100.0,,,,,,,,,5,2011,5,17,15,2,6,7,e,1,2,e,87,85,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978,1,2,,,1,1,1,1978,,2,e,e,e,e,e,e,1,Íí»éÍíÓý,1984,2004,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,µØÕð,1976,7,1976,7,0,0.0,0,·ÇµäÐÍÐÔ·ÎÑ×,2003,5,2003,7,0,0.0,0,ÂéÕî,2005,1,2005,2,0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000.0,14.0,4.7,2.3,1.7,,40.0,4.0,0.5,,0.0,,2000.0,2.0,0.0,,,5,,,,,,,,,,,,,,,,,1,4,6,5,4,2,7
0940042,,2,2005,1,0.32,e,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,-10.0,40.0,25,10,6,,,,52,,,,,3,,,,,,,,,,,,,5,,,,,,,,,,,,1,0,10,0.0,8.0,2187,0,0,0,0,0,0,0,0,38,0,2149,0,0,1,.E,1,e,3,e,1,1990,1,1,.E,1,,,100.0,3,3,365,24.0,,,,,,0.05,0,1,0,0,1,1,1,2,0,0,4,1,2,0.05,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.5,0.0,0.0,0.0,1,2,1,1,1,1,1,1,1,1,1,1,2,1,4,,2,2,3,4,2,2,2,4,4,2,,2,4,,1,1,3,4,1,1,1,1,4,1,,1,2,,,,,,,,,,,2.0,,,5,5569,5290,4105,1303,1500,493,3101,594,800,5537,4107,4504,2236,964,450,229,118,0,0,1,8,Âú×å,73,»Ø×å,47,16,1.46,,1.0,,1.81,,28.19,,25.33,,3.0,,5,,2000,90,e,e,3,e,5033,,,,,,,,,1350,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,5,,1,2,3,4,5,6,e,e,2,,1,,3,,,,,1,2,1,2,2,,,1,,1,,1,1,,,1,,1,,1,1,,,1,,1,,1,1,,,1,,1,,1,1,,,1,1,1,1,1,1,,,1,1,1,2.0,0.0,1.8,0.4,1.3,0.9,,,1,1,1,1,1,1,,,0,0,0,0,0,0,,,30,10,30,15,20,10,,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,e,2007,120,89,49,17,,,960,,,,,,,,,,,86,1,ÐÄÑª¹Ü,ÄÔÑª¹Ü,°©Ö¢,28,22,17,5,1,1999,20,463.0,1,2002,57,463.0,2,.E,,,,,,,,,,,,,,,,,,,,,,,,1,1980,293,5.0,,,,,,,,,2,,,,1,2010,230,100.0,,,,,,,,,5,2011,5,19,15,2,3,3,e,2,2,e,60,67,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1980,1,2,,,1,1,1,1980,800,2,0,0,0,0,0,0,2,,1984,2005,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ÈýÄêÔÖº¦,1959,1,1962,12,0,0.0,0,ºéË®,1960,12,1970,12,0,0.0,0,·Çµä,2003,3,2003,7,0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50415.0,13.0,4.2,3.2,2.0,2.09,65.0,4.0,0.4883,1.0,60000.0,50000,4000.0,20.0,15.0,,,5,,,,,,,,,,,,,,,,,1,4,3,2,3,1,7
0940043,,2,1998,1,1.3,e,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,-13.0,40.0,17,3,6,,,,36,,,,,2,,,,,,,,,,,,,5,,,,,,,,,,,,1,0,9,0.3,10.0,996,0,0,0,0,0,0,0,0,0,0,996,0,0,1,.E,e,e,3,e,1,1990,1,1,.E,2,,,100.0,4,4,365,24.0,,,,,,28.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.5,1.0,0.7,0.7,1.0,0.0,0.0,0.8,1.5,3.0,1.0,0.8,0.8,2,2,1,1,2,1,2,1,2,2,1,1,2,2,,,1,2,,2,,2,,,2,2,,,,,1,1,,1,,2,,,1,2,,,2,,,,,,,,,,,40.0,,,5,2800,2000,1700,650,630,220,800,230,200,2700,2500,2300,1300,150,80,60,35,10,0,1,5,»Ø×å,20,Âú×å,5,20,20.0,,10.0,,10.0,,30.0,,15.0,,10.0,,5,,1,0,1,e,e,e,0,,,,,,,,,2000,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,5,,1,e,e,e,5,e,e,e,2,,,,,1,,,,,,,1,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,1,,,,1,,,1.0,,,,1.0,,,,1,,,,1,,,,0,,,,0,,,,15,,,,15,,,,0.0,,,,0.0,,,,1,e,2008,900,800,700,,,,2000,,,,,,,,,,,10,0,°©Ö¢,¸ßÑªÑ¹,ÐÄÔà²¡,5,3,2,5,1,2006,5,700.0,1,2006,5,480.0,2,.E,,,,,,,,,,,,,,,,,,,,,,,,1,2006,100,5.0,,,,,,,,,2,,,,1,2008,150,100.0,,,,,,,,,5,2011,6,23,9,2,4,5,e,2,2,e,64,63,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,1,2,,,1,3,1,2000,30000,2,0,0,0,0,0,0,2,,1984,2007,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ÈýÄê×ÔÈ»ÔÖº¦,1963,1,1966,12,0,0.0,0,µØÕð,1976,7,1976,7,0,0.0,0,·Çµä,2003,4,2003,9,0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50000.0,16.0,5.0,3.0,1.8,2.05,,4.0,0.48,,45000.0,40000,4000.0,20.0,0.0,,,5,,,,,,,,,,,,,,,,,1,6,7,7,4,2,7
1940373,,1,1950,1,1.86,e,1,1996,,,,,,1,1998,570.0,0.0,820.0,390.0,2,,2,,1,2000,2,,3,,1,1984,2,,,2,,,100.0,200,2,,,2,-4.0,35.0,20,2,,5,5,3,,51,54,56,,,2,2,30,,2,,,,,,,,1,0.03,1,2,3,4,5,6,2,.E,2,,1,0,1,0.0,40.0,400,0,0,0,0,0,0,0,0,0,0,0,400,0,1,.E,e,2,e,e,1,1993,1,1,.E,1,2,,100.0,2,2,366,24.0,1964,90.0,95.0,100,95.0,0.0,1,1,0,0,0,1,1,1,0,0,1,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1,2,1,1,1,1,2,1,1,2,1,2,2,2,2,,2,2,2,2,,2,2,,2,,,,2,,2,2,2,2,,2,2,,2,,,,,,,,,,,,,,,1.0,2,,1,2600,100,1500,560,1600,1200,200,60,120,2800,1500,760,400,170,120,12,7,5,4,1,1,»Ø×å,3,,,,15.0,,20.0,,10.0,,20.0,,1.0,,0.0,,1,4,4,5,e,e,e,4,3000,2000,e,2600,e,2000,28,80,60,1200,1,15,0.0,1,1,1,1,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,27,e,e,e,e,e,e,8,5000,3,2000,0,1,,e,e,e,e,e,e,7,e,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,0.0,,,,,,,,1,,,,,,,,0,,,,,,,,5,,,,,,,,0.0,,e,2,,,,,,,,,2008,420,410,400,,,,,,200,34,0,â§ËÀ,°©Ö¢,ÎÞ,24,10,0,1,2,,,,2,,,,2,.E,,,,,,,,,,,,,,,,,,,,,,,,1,2009,2,120.0,2,,,,2,,,,1,2003,0,120.0,1,2003,0,900.0,2,,,,2,,,,1,2011,6,10,2,2,3,2,e,2,1,e,41,79,e,1958,1961,1981,1,1983,1984,2000,20,1970,2,1975,1,e,2,1,1,2001,2,2,2,3,2,3,8,9,11,10,9,9,1,2,2,1,1,2,3,3,1,2,0,1985,2,2,,,2,2,2,e,,,0,0,0,0,0,0,1,ÉÙÉú£¬Íí»é,1984,2005,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,¸Éºµ,2007,7,2007,9,0,0.0,0,Á÷¸Ð,1973,7,1973,10,0,0.0,0,µØÕð,1976,7,1976,7,0,0.0,0,ÃÞ»¨,470.0,188000,1,1,1,ÎÞ,0.0,0,2,0,0,ÎÞ,0.0,0,2,0,0,80.0,2,,,ÄòËØ,260.0,0.0,0.0,0.0,0.0,70000.0,500000.0,710000000.0,5000000,12000.0,12.0,4.4,2.0,1.7,0.0,95.0,4.2,0.49,1.5,2500.0,2000,800.0,3.0,2.0,0.0,2,1,,,,,,,,,,,,,,,,,1,6,6,4,5,4,4
1940371,,1,1960,2,e,3400.0,2,,,,,,,1,2011,1000.0,0.0,1500.0,500.0,2,,2,,2,,2,,3,,2,,2,,,2,,,100.0,345,2,,,1,-15.0,40.0,20,15,,4,4,4,,57,53,58,,,2,2,9,,1,4,ÕÅ,Áõ,ÁÖ,30,25,20,3,0.1,1,e,e,e,e,e,4,Ã»ÓÐÐÂÕ¬»ùµØ,2,,1,0,4,0.0,20.0,850,0,0,0,0,0,0,0,20,0,0,0,820,0,2,,,,,,1,1995,1,4,.E,1,1,2004,100.0,3,4,365,24.0,1960,25.0,100.0,100,100.0,1.0,0,0,0,0,0,0,0,0,0,0,10,1,6,2.0,2.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,15.0,0.0,0.0,0.0,1,2,1,1,2,2,2,1,2,2,2,2,2,2,1,,1,1,,,,3,,,,,,,1,,1,1,,,,3,,,,,,,,,,,,,,,,,,0.0,2,,3,4000,200,2300,860,1700,400,200,80,120,3800,3300,3500,1800,260,150,40,17,1,1,1,1,Âú×å,1,,,,3.0,,20.0,,10.0,,7.0,,2.0,,1.0,,3,850,70,14,e,e,e,4,300,160,e,1500,e,1000,30,100,60,0,3,50,10.0,1,1,1,1,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,5,2000,9,1500,0,3,,1,e,e,e,e,6,e,e,2,,,,,,,,,,,,,2,,,1,,,,,1,,,1,,,,,1,,,1,,,,,1,,,2,,,,,1,,,1,,,,,1,,,1,,,5.0,,,,,0.0,,,2,,,,,1,,,0,,,,,0,,,10,,,,,5,,,1.5,,,,,0.0,,,e,2,,,,,,,,,2005,840,832,830,825,820,800,,,50,43,0,ÄÔÑª¹Ü,°©Ö¢,ÐÄÔà²¡,24,10,4,3,2,,,,2,2006,0,,2,.E,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,,2,,,,1,2006,0,0.0,2,,,,2,,,,2,,,,3,2011,5,25,11,2,4,4,e,1,1,e,58,61,e,d,d,1983,1,1997,1998,d,40,1969,0,1978,1,e,1,5,1,2005,0,2,2,2,2,2,10,9,10,8,7,1,1,2,2,4,3,6,5,2,3,2,2,1970,2,2,,,2,2,1,1980,1000,1,1980,1990,2000,1000,2000,20000,1,ÄÐ25Å®25Íí»é,1984,2004,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.D,d,d,d,d,d,d,d,.D,d,d,d,d,d,d,d,.D,d,d,d,d,d,d,d,.D,d,d,d,d,d,.D,d,d,d,d,d,.D,d,d,d,d,d,0.0,2,,,.D,,,,,d,d,220000.0,1200000.0,0,9000.0,12.5,4.7,2.0,1.8,0.0,110.0,4.5,0.49,15.0,0.0,0,1700.0,30.0,10.0,0.0,1,3,,,,,,,,,,,,,,,,,1,6,6,7,6,7,5
1940372,,2,2011,d,d,d,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,-13.0,36.0,30,10,d,,,,d,,,,,d,,,,,,,,,,,,,5,,,,,,,,,,,,1,0,10,0.0,20.0,500,0,0,0,0,0,0,0,0,0,0,500,0,0,1,.E,e,2,e,e,1,1983,1,1,.E,2,,,100.0,2,2,365,24.0,,,,,,0.5,1,0,0,0,0,0,1,1,0,0,3,0,1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2,2,1,2,2,1,2,1,2,2,1,2,2,2,,,1,,,1,,3,,,2,,,,,,1,,,1,,3,,,2,,,,2,,,,,,,,,,,0.2,,,5,2000,2000,2000,600,0,0,1000,300,0,2000,2000,d,d,d,d,d,d,d,d,1,6,»Ø×å,2,Âú×å,2,20,0.0,,1.0,,d,2,d,3,d,4,0.0,,5,,3,0,1,e,e,e,0,,,,,,,,,800,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,e,e,e,e,e,6,e,e,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,0.0,,,,,,,,1,,,,,,,,0,,,,,,,,5,,,,,,,,0.0,,,d,d,,,,,,,,,,,,,,,,,,,d,d,.D,.D,.D,d,d,d,5,2,,,,2,,,,2,.E,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,5,2011,6,28,11,2,4,6,e,2,2,e,57,30,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1979,1,2,,,1,2,1,1980,2000,2,0,0,0,0,0,0,2,,1984,2005,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.R,r,r,r,r,r,r,r,.R,r,r,r,r,r,r,r,.R,r,r,r,r,r,r,r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000.0,18.0,4.4,3.0,1.7,3.3,120.0,4.5,0.53,1.0,12500.0,12000,2000.0,10.0,0.0,,,5,,,,,,,,,,,,,,,,,1,7,7,6,7,5,7
0640283,,2,1997,1,0.165,e,1,2000,1,0.11,e,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,-8.0,42.0,20,4,1,,,,57,,,,,14,,,,,,,,,,,,,5,,,,,,,,,,,,1,0,15,0.0,2.0,2000,0,0,0,0,0,0,0,0,0,0,1400,600,0,1,.E,e,2,e,e,1,2008,1,1,.E,1,,,100.0,3,3,365,24.0,,,,,,5.0,0,1,1,1,1,1,1,7,1,0,20,0,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,2,2,2,2,1,2,2,2,2,2,1,2,2,2,,,,,2,,,,,,2,,,,,,,,2,,,,,,2,,,,2,,,,,,,,,,,1.0,,,5,1210,1050,890,291,156,102,2600,800,400,1500,890,1000,500,720,390,169,73,5,3,1,5,»Ø×å,10,Âú×å,4,3,d,1,9.0,,17.0,,15.0,,d,3,1.0,,5,,39,3,d,d,d,d,50,,,,,,,,,1000,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,5,d,1,2,e,4,e,6,e,e,2,,,,5,,1,,,2,,1,,1,,,1,1,,,,,,,1,1,,,,,,,1,1,,,,,,,2,2,,,,,,,1,1,,2,,1,,,3,2,,3.0,5.0,,1.0,,0.0,,,2,2,,1,,1,,,0,0,,0,,0,,,15,20,,15,,5,,,2.0,1.0,,0.0,,0.0,,,1,e,2007,680,650,620,550,,,280,,,,,,,,,,,30,1,°©Ö¢,ÐÄÄÔÑª¹Ü¼²²¡,ÆäËû,13,9,-999,5,1,2006,160,300.0,1,1998,65,300.0,2,.E,,,,,,,,,,,,,,,,,,,,,,,,1,2001,29,10.0,,,,,,,,,2,,,,2,,,,,,,,,,,,5,2011,8,23,17,2,4,2,e,1,2,e,57,52,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981,1,2,,,1,2,1,1985,d,1,1995,2001,2010,7000,14000,30000,1,ÊµÐÐ¹ý£¬µ«ÊÇ²»ÔõÃ´Ìá³«,1986,1997,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ºéË®,1963,7,1963,8,0,0.0,80,·Çµä,2003,4,2003,11,0,0.0,0,1956,1956,7,1956,7,0,0.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,18.0,4.7,1.9,1.5,2.2,98.0,3.6,0.52,0.5,10000.0,8000,1500.0,30.0,10.0,,,5,,,,,,,,,,,,,,,,,1,6,5,6,5,6,6
