ID,householdID,communityID,HH_weight,HH_weight_ad1,INDV_weight,INDV_weight_ad2,versionID
094004126001,0940041260,0940041,29751.6640625,63222.28613281246,30345.837890625,43163.01731001973,20231106
094004126002,0940041260,0940041,29751.6640625,63222.28613281246,30095.939453125,44249.558859413126,20231106
094004111002,0940041110,0940041,63753.56584821428,135476.32742745525,44424.17010681367,63187.618355268525,20231106
094004111001,0940041110,0940041,63753.56584821428,135476.32742745525,41478.97599390746,57996.126723179885,20231106
094004114001,0940041140,0940041,29751.6640625,63222.28613281246,30102.890625,42090.02314034847,20231106
094004119002,0940041190,0940041,63753.56584821428,135476.32742745525,50827.60655851455,94419.767938076,20231106
094004116001,0940041160,0940041,29751.6640625,63222.28613281246,30395.296875,56463.74227837142,20231106
094004116002,0940041160,0940041,29751.6640625,63222.28613281246,30124.59765625,45877.18461406101,20231106
094004117002,0940041170,0940041,63753.56584821428,135476.32742745525,50816.427947700206,94399.00202147229,20231106
094004117001,0940041170,0940041,63753.56584821428,135476.32742745525,48995.818821950335,91016.95232843103,20231106
094004313001,0940043130,0940043,56289.11825284091,67546.9419034091,69186.44096449201,124523.21618038705,20231106
094004317002,0940043170,0940043,56289.11825284091,67546.9419034091,80596.80510876948,149720.44033117176,20231106
094004317001,0940043170,0940043,56289.11825284091,67546.9419034091,81333.97347620664,151089.83918540616,20231106
094004316002,0940043160,0940043,56289.11825284091,67546.9419034091,72242.31377446731,107440.70302255457,20231106
094004316001,0940043160,0940043,56289.11825284091,67546.9419034091,67157.08598570985,98005.77848236306,20231106
094004308001,0940043080,0940043,56289.11825284091,67546.9419034091,66245.04094906907,89335.82910112465,20231106
094004303001,0940043030,0940043,56289.11825284091,67546.9419034091,81325.17023861846,151073.48587454896,20231106
094004303002,0940043030,0940043,56289.11825284091,67546.9419034091,78417.30502499356,119422.84576280044,20231106
094004307001,0940043070,0940043,56289.11825284091,67546.9419034091,81299.04113313065,126391.32979218027,20231106
094004307002,0940043070,0940043,56289.11825284091,67546.9419034091,78417.30502499356,119422.84576280044,20231106
094004319001,0940043190,0940043,56289.11825284091,67546.9419034091,67274.25695235755,98912.22028051785,20231106
094004319003,0940043190,0940043,56289.11825284091,67546.9419034091,70710.22746259821,100576.12457313166,20231106
094004322001,0940043220,0940043,21351.041583752583,25621.249900503102,32891.481262508474,61100.77255694385,20231106
094004318001,0940043180,0940043,56289.11825284091,67546.9419034091,67274.25695235755,98912.22028051785,20231106
094004318002,0940043180,0940043,56289.11825284091,67546.9419034091,72404.05452006526,108520.80925620094,20231106
094004311002,0940043110,0940043,56289.11825284091,67546.9419034091,72228.71772747507,133504.51712392128,20231106
094004311001,0940043110,0940043,56289.11825284091,67546.9419034091,69186.44096449201,124523.21618038705,20231106
094004219001,0940042190,0940042,98665.94661458337,164443.24435763896,182184.60069612964,338434.7382129088,20231106
094004219002,0940042190,0940042,98665.94661458337,164443.24435763896,183987.09132674805,341783.1301317299,20231106
094004220002,0940042200,0940042,98665.94661458337,164443.24435763896,91901.80666113939,170721.14635272147,20231106
094004220001,0940042200,0940042,98665.94661458337,164443.24435763896,80962.81097131925,123299.433512398,20231106
094004217001,0940042170,0940042,53817.7890625,89696.31510416667,55035.61328125,102236.76041804133,20231106
094004213001,0940042130,0940042,53817.7890625,89696.31510416667,54970.484375,85459.71173385932,20231106
094004213002,0940042130,0940042,53817.7890625,89696.31510416667,54482.3515625,82971.95963785471,20231106
094004216002,0940042160,0940042,98665.94661458337,164443.24435763896,88023.22097598358,136845.05741620285,20231106
094004216001,0940042160,0940042,98665.94661458337,164443.24435763896,74861.38533623646,100955.5406843694,20231106
094004212002,0940042120,0940042,98665.94661458337,164443.24435763896,80957.87135938594,109177.05622241861,20231106
094004212001,0940042120,0940042,98665.94661458337,164443.24435763896,88004.95444789654,120542.04612446354,20231106
194037223002,1940372230,1940372,32804.46484375,35051.34599743151,35380.1171875,37835.03892151427,20231106
194037223001,1940372230,1940372,32804.46484375,35051.34599743151,34404.98828125,36655.667357413215,20231106
194037208002,1940372080,1940372,32804.46484375,35051.34599743151,34282.0,36093.42772074519,20231106
194037208001,1940372080,1940372,32804.46484375,35051.34599743151,34282.0,36298.9135698998,20231106
194037219002,1940372190,1940372,70295.28180803571,75110.02713735323,40314.39954270254,42072.35192960198,20231106
194037214002,1940372140,1940372,70295.28180803571,75110.02713735323,45270.964814400315,48412.18322398579,20231106
194037214001,1940372140,1940372,70295.28180803571,75110.02713735323,40360.071600158764,43000.31573918761,20231106
194037206002,1940372060,1940372,70295.28180803571,75110.02713735323,42995.11374879885,44983.73574783849,20231106
194037206001,1940372060,1940372,70295.28180803571,75110.02713735323,40323.44224323504,42081.78894673514,20231106
194037204001,1940372040,1940372,70295.28180803571,75110.02713735323,40318.67438512885,42690.743736034216,20231106
194037204002,1940372040,1940372,70295.28180803571,75110.02713735323,41749.9741555533,43956.00240728203,20231106
194037220001,1940372200,1940372,32804.46484375,35051.34599743151,34282.0,36298.9135698998,20231106
194037220002,1940372200,1940372,32804.46484375,35051.34599743151,35380.1171875,37249.568358279146,20231106
194037211001,1940372110,1940372,32804.46484375,35051.34599743151,34349.97265625,35847.83984777353,20231106
194037227002,1940372270,1940372,70295.28180803571,75110.02713735323,40497.11398023367,44549.198162988316,20231106
194037227003,1940372270,1940372,70295.28180803571,75110.02713735323,42025.14566782906,44586.69013120693,20231106
194037212002,1940372120,1940372,32804.46484375,35051.34599743151,35380.1171875,37016.5282405962,20231106
194037212001,1940372120,1940372,32804.46484375,35051.34599743151,34319.38671875,36029.04042826873,20231106
194037333002,1940373330,1940373,38598.39607007575,41242.12182830012,50222.92003206433,53707.7399742644,20231106
194037342002,1940373420,1940373,38598.39607007575,41242.12182830012,48016.99898565351,50943.7628539315,20231106
194037342001,1940373420,1940373,38598.39607007575,41242.12182830012,48016.99898565351,52821.51226993545,20231106
194037301002,1940373010,1940373,38598.39607007575,41242.12182830012,44754.42511628162,46705.9895535528,20231106
194037301001,1940373010,1940373,38598.39607007575,41242.12182830012,50222.92003206433,53707.7399742644,20231106
194037311002,1940373110,1940373,38598.39607007575,41242.12182830012,47698.12546359883,50218.44827709701,20231106
194037310001,1940373100,1940373,38598.39607007575,41242.12182830012,48093.21367517105,51024.62303159332,20231106
194037310002,1940373100,1940373,38598.39607007575,41242.12182830012,44955.02935604267,47538.38817555594,20231106
194037329001,1940373290,1940373,38598.39607007575,41242.12182830012,119819.17630375715,134600.36098550653,20231106
