feature,importance,rank
age_2011,8.472259223761103,1
chronic_disease_1_2011,6.9103576222509995,2
fi_broad_exploratory_2011,6.5455254789259865,3
bmi_2011,4.924497100328076,4
functional_difficulty_1_2011,4.856661018247378,5
fi_2011,4.691558763790117,6
newglu_2011,4.326503261606411,7
waist_cm_2011,3.8245920409188625,8
newcho_2011,3.6645225218813424,9
sex_code_2011,3.1654819326207893,10
depressed_frequency_2011,3.0007496583598394,11
newcrp_2011,2.922855215197003,12
health_compared_peer_2011,2.8821338024391596,13
weight_kg_2011,2.8734311196493176,14
systolic_bp_mean_2011,2.8338442212317836,15
chronic_disease_5_2011,2.6515924629169234,16
newhdl_2011,2.524791713252891,17
height_cm_2011,2.5138869925011433,18
chronic_disease_2_2011,2.404344581822179,19
education_code_2011,2.332334937481129,20
newldl_2011,2.161682633357002,21
self_rated_health_2011,1.8798310506695093,22
bmi_to_fi_2011,1.8720422198271927,23
qc1_vb004_2011,1.5761984264540845,24
sad_or_depressed_2011,1.501165619236756,25
newhba1c_2011,1.454287887753342,26
functional_difficulty_12_2011,1.4518164757843017,27
marital_code_2011,1.33291326600646,28
chronic_disease_13_2011,0.9316987713538124,29
chronic_disease_8_2011,0.8257691884697014,30
functional_difficulty_18_2011,0.6956914379213178,31
functional_difficulty_2_2011,0.5851976122084385,32
functional_difficulty_19_2011,0.5763384437707061,33
alcohol_frequency_code_2011,0.48360594017989283,34
functional_difficulty_8_2011,0.48183142388513583,35
functional_difficulty_10_2011,0.38206121372007174,36
functional_difficulty_7_2011,0.32718554465108973,37
current_smoking_2011,0.32475262497231105,38
chronic_disease_14_2011,0.2982271830359309,39
functional_difficulty_16_2011,0.2667472004572777,40
functional_difficulty_14_2011,0.24488419310162654,41
chronic_disease_9_2011,0.22901457665310104,42
functional_difficulty_11_2011,0.2234985766683996,43
chronic_disease_6_2011,0.2078327628276802,44
functional_difficulty_6_2011,0.17240896682573736,45
functional_difficulty_17_2011,0.16649843700686412,46
functional_difficulty_20_2011,0.16459775368057697,47
chronic_disease_4_2011,0.12843116741235777,48
chronic_disease_10_2011,0.1188464295163995,49
chronic_disease_12_2011,0.10529341027981676,50
chronic_disease_11_2011,0.09787984769961182,51
functional_difficulty_3_2011,0.09090474866328324,52
functional_difficulty_13_2011,0.0822954312010408,53
functional_difficulty_4_2011,0.0777597549067866,54
functional_difficulty_15_2011,0.05501852837998172,55
functional_difficulty_5_2011,0.05260103643312574,56
chronic_disease_3_2011,0.04445762293579005,57
functional_difficulty_9_2011,0.0068089229110735346,58
