feature,importance,rank
functional_difficulty_1_2011,42,1
chronic_disease_1_2011,39,2
newcho_2011,35,3
chronic_disease_5_2011,27,4
newhdl_2011,25,5
fi_2011,24,6
fi_broad_exploratory_2011,24,7
newglu_2011,23,8
chronic_disease_2_2011,21,9
systolic_bp_mean_2011,19,10
depressed_frequency_2011,16,11
newcrp_2011,11,12
chronic_disease_8_2011,9,13
health_compared_peer_2011,8,14
newhba1c_2011,7,15
bmi_to_fi_2011,7,16
qc1_vb004_2011,7,17
newldl_2011,6,18
education_code_2011,6,19
functional_difficulty_8_2011,6,20
functional_difficulty_12_2011,5,21
current_smoking_2011,4,22
self_rated_health_2011,3,23
functional_difficulty_2_2011,1,24
alcohol_frequency_code_2011,1,25
chronic_disease_3_2011,0,26
chronic_disease_4_2011,0,27
chronic_disease_6_2011,0,28
functional_difficulty_19_2011,0,29
chronic_disease_10_2011,0,30
chronic_disease_11_2011,0,31
chronic_disease_12_2011,0,32
sad_or_depressed_2011,0,33
chronic_disease_13_2011,0,34
functional_difficulty_20_2011,0,35
chronic_disease_9_2011,0,36
chronic_disease_14_2011,0,37
functional_difficulty_18_2011,0,38
functional_difficulty_16_2011,0,39
functional_difficulty_15_2011,0,40
functional_difficulty_14_2011,0,41
functional_difficulty_13_2011,0,42
functional_difficulty_11_2011,0,43
functional_difficulty_10_2011,0,44
functional_difficulty_9_2011,0,45
marital_code_2011,0,46
functional_difficulty_7_2011,0,47
functional_difficulty_6_2011,0,48
functional_difficulty_5_2011,0,49
functional_difficulty_4_2011,0,50
functional_difficulty_3_2011,0,51
functional_difficulty_17_2011,0,52
