feature,importance,rank
age_2011,56,1
chronic_disease_1_2011,31,2
bmi_2011,31,3
sex_code_2011,29,4
functional_difficulty_1_2011,28,5
chronic_disease_5_2011,24,6
fi_2011,20,7
newcho_2011,19,8
fi_broad_exploratory_2011,19,9
chronic_disease_2_2011,17,10
newglu_2011,17,11
waist_cm_2011,16,12
newhdl_2011,12,13
depressed_frequency_2011,12,14
weight_kg_2011,10,15
chronic_disease_8_2011,7,16
functional_difficulty_8_2011,7,17
health_compared_peer_2011,5,18
newcrp_2011,5,19
systolic_bp_mean_2011,4,20
education_code_2011,4,21
newldl_2011,2,22
height_cm_2011,1,23
functional_difficulty_12_2011,1,24
qc1_vb004_2011,1,25
chronic_disease_6_2011,1,26
functional_difficulty_5_2011,0,27
sad_or_depressed_2011,0,28
newhba1c_2011,0,29
marital_code_2011,0,30
self_rated_health_2011,0,31
current_smoking_2011,0,32
alcohol_frequency_code_2011,0,33
chronic_disease_3_2011,0,34
chronic_disease_4_2011,0,35
chronic_disease_9_2011,0,36
chronic_disease_10_2011,0,37
bmi_to_fi_2011,0,38
chronic_disease_11_2011,0,39
chronic_disease_12_2011,0,40
chronic_disease_13_2011,0,41
chronic_disease_14_2011,0,42
functional_difficulty_6_2011,0,43
functional_difficulty_20_2011,0,44
functional_difficulty_19_2011,0,45
functional_difficulty_18_2011,0,46
functional_difficulty_17_2011,0,47
functional_difficulty_16_2011,0,48
functional_difficulty_15_2011,0,49
functional_difficulty_14_2011,0,50
functional_difficulty_13_2011,0,51
functional_difficulty_2_2011,0,52
functional_difficulty_11_2011,0,53
functional_difficulty_10_2011,0,54
functional_difficulty_3_2011,0,55
functional_difficulty_4_2011,0,56
functional_difficulty_7_2011,0,57
functional_difficulty_9_2011,0,58
