feature,importance,rank
chronic_disease_1_2011,0.070092656,1
fi_2011,0.06864041,2
fi_broad_exploratory_2011,0.066626295,3
functional_difficulty_1_2011,0.059345663,4
chronic_disease_5_2011,0.03614807,5
sex_code_2011,0.03563789,6
age_2011,0.035628084,7
bmi_2011,0.033855878,8
waist_cm_2011,0.031875543,9
bmi_to_fi_2011,0.031063842,10
newhdl_2011,0.030963212,11
chronic_disease_2_2011,0.029528862,12
depressed_frequency_2011,0.029367197,13
functional_difficulty_18_2011,0.028616354,14
health_compared_peer_2011,0.027847895,15
weight_kg_2011,0.025848702,16
systolic_bp_mean_2011,0.025675422,17
newcho_2011,0.025664667,18
chronic_disease_6_2011,0.025102781,19
newldl_2011,0.02487642,20
newcrp_2011,0.024365263,21
self_rated_health_2011,0.02421356,22
newglu_2011,0.02347166,23
newhba1c_2011,0.023120988,24
height_cm_2011,0.022689758,25
marital_code_2011,0.022658698,26
chronic_disease_8_2011,0.019727075,27
functional_difficulty_12_2011,0.018486079,28
functional_difficulty_8_2011,0.017639726,29
chronic_disease_13_2011,0.017438997,30
qc1_vb004_2011,0.017162744,31
education_code_2011,0.014645268,32
alcohol_frequency_code_2011,0.011974414,33
functional_difficulty_11_2011,0.0,34
functional_difficulty_3_2011,0.0,35
current_smoking_2011,0.0,36
chronic_disease_3_2011,0.0,37
chronic_disease_4_2011,0.0,38
chronic_disease_9_2011,0.0,39
chronic_disease_10_2011,0.0,40
chronic_disease_11_2011,0.0,41
chronic_disease_12_2011,0.0,42
chronic_disease_14_2011,0.0,43
functional_difficulty_2_2011,0.0,44
functional_difficulty_4_2011,0.0,45
functional_difficulty_10_2011,0.0,46
functional_difficulty_5_2011,0.0,47
sad_or_depressed_2011,0.0,48
functional_difficulty_6_2011,0.0,49
functional_difficulty_20_2011,0.0,50
functional_difficulty_19_2011,0.0,51
functional_difficulty_7_2011,0.0,52
functional_difficulty_17_2011,0.0,53
functional_difficulty_16_2011,0.0,54
functional_difficulty_15_2011,0.0,55
functional_difficulty_14_2011,0.0,56
functional_difficulty_13_2011,0.0,57
functional_difficulty_9_2011,0.0,58
