ID,householdID,communityID,HHmemberID,childID,parentID,a002,a003_1,a003_2,a004,a005,a006,a006_1,a007,a008,a009,a010,a011,a012,a021,a022,a023,a024,a025,a013,a014,a015,a016,a017,a018,a019,versionID
01010410102,010104101,0101041,3,1,,1,1988,11,6,,7,,1,,1,,,1,1,1,,,,2,,5,1,10,1,1,20170920
01010410102,010104101,0101041,4,2,,2,1994,3,6,,7,,1,,1,,,1,1,1,,,,1,12,,1,8,1,1,20170920
01010410202,010104102,0101041,5,,,1,2004,12,,,9,,,,1,,,1,,,,,,1,1,,,,,,20170920
01010410202,010104102,0101041,6,,,2,2010,3,,,9,,,,1,,,1,,,,,,,,,,,,,20170920
01010410202,010104102,0101041,4,,,2,1983,11,1,,8,,,,1,,,1,,,,,,2,,4,2,,,,20170920
01010410202,010104102,0101041,3,1,,1,1978,7,1,,7,,1,,1,,,1,1,1,,,,2,,4,2,,,,20170920
01010410301,010104103,0101041,3,1,,1,1990,12,6,,7,,1,,1,,,1,1,1,,,,2,,7,1,10,1,2,20170920
01010410502,010104105,0101041,3,1,,1,1978,10,6,,7,,1,,1,,,1,1,1,,,,2,,4,1,8,1,2,20170920
01010410602,010104106,0101041,4,,,2,1968,9,1,,8,,,,1,,,1,,,,,,2,,4,2,,,,20170920
01010410602,010104106,0101041,5,,,2,1996,6,,,9,,,,1,,,1,,,,,,1,9,,,,,,20170920
01010410602,010104106,0101041,3,1,,1,1968,6,1,,7,,1,,1,,,1,1,1,,,,2,,5,1,4,1,3,20170920
01010410701,010104107,0101041,5,,,1,1976,12,1,,9,,,,1,,,1,,,,,,2,,4,1,2,1,4,20170920
01010410701,010104107,0101041,6,,,2,1982,10,1,,9,,,,1,,,1,,,,,,2,,4,2,,,,20170920
01010410701,010104107,0101041,3,1,,1,1956,10,1,,7,,1,,1,,,1,1,1,,,,2,,4,2,,,,20170920
01010410701,010104107,0101041,7,,,2,2004,8,,,9,,,,1,,,1,,,,,,1,1,,,,,,20170920
01010410701,010104107,0101041,8,,,1,2005,8,,,9,,,,1,,,1,,,,,,2,,,,,,,20170920
01010410701,010104107,0101041,4,,,2,1958,6,1,,8,,,,1,,,1,,,,,,2,,4,2,,,,20170920
01010410802,010104108,0101041,4,1,,1,1982,4,1,,7,,1,,1,,,1,1,1,,,,2,,4,1,8,1,1,20170920
01010410802,010104108,0101041,5,,,2,1987,1,1,,8,,,,1,,,1,,,,,,2,,4,1,8,1,1,20170920
01010410802,010104108,0101041,3,,,1,2007,5,,,9,,,,1,,,1,,,,,,,,,,,,,20170920
01010410901,010104109,0101041,3,1,,1,1991,1,1,,7,,1,,1,,,1,1,1,,,,2,,5,1,12,2,3,20170920
01010410901,010104109,0101041,5,2,,2,1995,6,6,,7,,1,,1,,,1,1,1,,,,2,,5,1,2,2,3,20170920
01010410901,010104109,0101041,4,,,2,1991,3,1,,8,,,,1,,,2,,,,,,2,,4,1,12,2,3,20170920
01010411002,010104110,0101041,3,1,,1,1978,9,1,,7,,1,,1,,,1,1,1,,,,2,,4,1,2,2,2,20170920
01010411002,010104110,0101041,5,,,2,2003,4,,,9,,,,1,,,1,,,,,,1,2,,,,,,20170920
01010411002,010104110,0101041,4,,,2,1979,6,1,,8,,3,,1,,,1,,,,,,2,,4,2,,,,20170920
01010411002,010104110,0101041,6,,,2,2011,4,,,9,,,,1,,,1,,,,,,,,,,,,,20170920
01010411101,010104111,0101041,2,1,,1,1980,10,1,,7,,,1,1,,,1,1,1,,,,2,,4,2,,,,20170920
01010411101,010104111,0101041,5,,,1,2011,0,,,9,,,,1,,,1,,,,,,,,,,,,,20170920
01010411101,010104111,0101041,3,,,2,1984,6,1,,8,,,,1,,,1,,,,,,2,,4,2,,,,20170920
01010411101,010104111,0101041,4,,,2,2005,11,,,9,,,,1,,,1,,,,,,2,,,,,,,20170920
01010411201,010104112,0101041,3,1,,2,1990,10,1,,7,,1,,1,,,1,1,1,,,,2,,5,1,2,1,1,20170920
01010411301,010104113,0101041,5,,,2,2011,5,,,9,,,,1,,,1,,,,,,,,,,,,,20170920
01010411301,010104113,0101041,6,,,2,2011,5,,,9,,,,1,,,1,,,,,,,,,,,,,20170920
01010411301,010104113,0101041,4,1,,2,1991,3,1,,7,,1,,1,,,1,1,1,,,,2,,4,1,2,1,4,20170920
01010411301,010104113,0101041,3,,,1,1987,5,1,,8,,,,1,,,1,,,,,,2,,5,1,7,1,4,20170920
01010411401,010104114,0101041,3,1,,1,1981,4,1,,7,,1,,1,,,1,1,1,,,,2,,4,2,,,,20170920
01010411401,010104114,0101041,4,,,2,1981,2,1,,8,,,,1,,,1,,,,,,2,,4,2,,,,20170920
01010411401,010104114,0101041,5,,,2,2005,10,,,9,,,,1,,,1,,,,,,2,,,,,,,20170920
01010411701,010104117,0101041,6,,,1,2006,12,,,9,,,,1,,,1,,,,,,,,,,,,,20170920
01010411701,010104117,0101041,5,,,2,1998,1,,,9,,,,1,,,1,,,,,,1,8,,,,,,20170920
01010411701,010104117,0101041,4,,,2,1977,12,1,,8,,,,1,,,1,,,,,,2,,2,2,,,,20170920
01010411701,010104117,0101041,3,1,,1,1976,4,1,,7,,1,,1,,,1,1,1,,,,2,,4,2,,,,20170920
01010411801,010104118,0101041,5,,2,2,1934,7,1,,1,,,,1,,,1,,,,,,2,,1,2,,,,20170920
01010411801,010104118,0101041,4,,1,1,1936,3,1,,2,,,,1,,,1,,,,,,2,,1,2,,,,20170920
01010411801,010104118,0101041,3,1,,1,1988,3,6,,7,,1,,1,,,1,1,1,,,,2,,5,1,2,2,2,20170920
01010411901,010104119,0101041,6,2,,1,1988,3,6,,7,,1,,1,,,1,1,1,,,,2,,4,1,11,2,4,20170920
01010411901,010104119,0101041,3,1,,1,1983,4,1,,7,,1,,1,,,1,1,1,,,,2,,5,1,11,2,4,20170920
01010411901,010104119,0101041,5,,,2,2009,9,,,9,,,,1,,,1,,,,,,,,,,,,,20170920
01010411901,010104119,0101041,4,,,2,1988,0,1,,8,,,,1,,,4,,,,,,2,,4,2,,,,20170920
01010420102,010104201,0101042,4,,,1,2006,12,,,9,,,,2,,,1,,,,,,,,,,,,,20170920
01010420102,010104201,0101042,3,,,1,1980,1,1,,8,,,,2,,,1,,,,,,2,,8,2,,,,20170920
01010420102,010104201,0101042,2,1,,2,1982,8,1,,7,,1,,2,,,1,2,2,1,1,2,2,,8,2,,,,20170920
01010420301,010104203,0101042,5,,,1,2000,11,,,9,,,,2,,,1,,,,,,1,6,,,,,,20170920
01010420301,010104203,0101042,3,1,,2,1975,0,1,,7,,1,,2,,,1,1,1,2,,,2,,5,2,,,,20170920
01010420301,010104203,0101042,4,,,1,1970,0,1,,8,,,,2,,,3,,,,,,2,,4,2,,,,20170920
01010420301,010104203,0101042,6,,,2,1998,6,,,9,,,,2,,,1,,,,,,1,7,,,,,,20170920
01010420401,010104204,0101042,4,,,1,2007,9,,,9,,,,1,,,3,,,,,,,,,,,,,20170920
01010420401,010104204,0101042,3,1,,1,1981,10,1,,7,,,1,2,,,3,1,1,,,,2,,5,2,,,,20170920
01010420401,010104204,0101042,2,,,2,1986,5,1,,8,,,,1,,,4,,,,,,2,,5,2,,,,20170920
01010420602,010104206,0101042,2,1,,2,1990,10,6,,7,,1,,2,,,2,1,2,2,1,,1,17,,2,,,,20170920
01010421201,010104212,0101042,2,,,2,1978,0,1,,8,,,,2,,,1,,,,,,2,,5,2,,,,20170920
01010421201,010104212,0101042,4,1,,1,1977,4,1,,7,,,1,2,,,1,1,2,2,1,,2,,5,2,,,,20170920
01010421201,010104212,0101042,3,,,2,2010,1,,,9,,,,2,,,1,,,,,,,,,,,,,20170920
01010421402,010104214,0101042,4,2,,2,1973,6,1,,7,,1,,2,,,1,2,2,3,,2,2,,8,2,,,,20170920
01010421402,010104214,0101042,5,,,1,1997,12,,,9,,,,2,,,1,,,,,,1,8,,,,,,20170920
01010421402,010104214,0101042,3,1,,1,1972,5,1,,7,,1,,2,,,3,2,2,1,1,2,2,,8,2,,,,20170920
01010421701,010104217,0101042,3,,,2,1948,0,2,,10,°¢ÒÌ,,,2,,,3,,,,,,2,,1,2,,,,20170920
01010421802,010104218,0101042,2,1,,1,1990,8,6,,7,,2,,2,,,2,1,1,2,,,2,,5,2,,,,20170920
01010421901,010104219,0101042,2,,2,2,1930,0,2,,1,,,,2,,,3,,,,,,2,,1,2,,,,20170920
01010421901,010104219,0101042,3,1,,1,1983,11,1,,7,,,1,2,,,1,1,1,,,,2,,8,2,,,,20170920
01010421901,010104219,0101042,5,,,1,2011,3,,,9,,,,2,,,1,,,,,,,,,,,,,20170920
01010421901,010104219,0101042,4,,,2,1989,0,1,,8,,,,2,,,3,,,,,,2,,6,2,,,,20170920
01010422001,010104220,0101042,4,,,2,2001,7,,,9,,,,1,,,3,,,,,,1,5,,,,,,20170920
01010422001,010104220,0101042,3,,,2,1973,11,1,,8,,,,1,,,3,,,,,,2,,6,2,,,,20170920
01010422001,010104220,0101042,2,1,,1,1977,1,1,,7,,,1,1,,,3,2,1,2,,,2,,5,2,,,,20170920
01010422202,010104222,0101042,5,,,2,2006,4,,,9,,,,2,,,1,,,,,,,,,,,,,20170920
01010422202,010104222,0101042,4,,,2,1982,0,1,,8,,,,2,,,1,,,,,,2,,5,2,,,,20170920
01010422202,010104222,0101042,3,1,,1,1983,10,1,,7,,1,,2,,,1,1,2,2,1,,2,,5,2,,,,20170920
01010422301,010104223,0101042,3,1,,2,1988,10,6,,7,,1,,2,,,1,1,1,,,,2,,4,2,,,,20170920
01010422301,010104223,0101042,4,2,,1,2001,11,,,7,,1,,2,,,1,1,1,,,,1,4,,,,,,20170920
01010422501,010104225,0101042,3,1,,1,1977,12,1,,7,,1,,2,,,1,1,1,,,,2,,9,2,,,,20170920
01010422501,010104225,0101042,4,,,2,1977,9,1,,8,,,,2,,,1,,,,,,2,,6,2,,,,20170920
01010422602,010104226,0101042,4,,,2,1980,0,1,,8,,,,1,,,3,,,,,,2,,7,2,,,,20170920
01010422602,010104226,0101042,5,,,2,2007,4,,,9,,,,2,,,1,,,,,,,,,,,,,20170920
01010422602,010104226,0101042,3,1,,1,1980,7,1,,7,,1,,2,,,1,1,2,2,1,,2,,7,2,,,,20170920
01010422701,010104227,0101042,2,1,,2,1971,5,6,,7,,,1,2,,,1,1,1,,,,2,,1,2,,,,20170920
01010422802,010104228,0101042,3,1,,1,1974,10,1,,7,,1,,2,,,1,1,2,1,1,1,2,,7,2,,,,20170920
01010422802,010104228,0101042,4,,,2,2002,7,,,9,,,,2,,,1,,,,,,1,4,,,,,,20170920
01010422802,010104228,0101042,2,,,2,1976,12,1,,8,,,,2,,,2,,,,,,2,,7,2,,,,20170920
01010423001,010104230,0101042,2,1,,1,1987,9,6,,7,,,1,2,,,1,1,1,,,,2,,5,2,,,,20170920
01010430101,010104301,0101043,5,,,2,1998,10,,,9,,,,1,,,1,,,,,,1,8,,,,,,20170920
01010430101,010104301,0101043,4,,,2,1975,12,1,,8,,,,1,,,1,,,,,,2,,4,2,,,,20170920
01010430101,010104301,0101043,6,,,1,2004,7,,,9,,,,1,,,1,,,,,,1,2,,,,,,20170920
01010430101,010104301,0101043,3,1,,1,1974,3,1,,7,,1,,2,,,2,1,2,2,1,,2,,5,2,,,,20170920
01010430201,010104302,0101043,3,1,,1,1984,9,6,,7,,1,,1,,,1,1,1,,,,2,,4,1,3,1,2,20170920
01010430301,010104303,0101043,4,,,2,1986,10,1,,8,,,,1,,,1,,,,,,2,,4,2,,,,20170920
01010430301,010104303,0101043,5,,,1,2008,10,,,9,,,,1,,,1,,,,,,,,,,,,,20170920
01010430301,010104303,0101043,6,,,1,1949,8,3,2,10,´ó¾Ë×Ó,,,1,,,1,,,,,,2,,1,2,,,,20170920
01010430301,010104303,0101043,3,1,,1,1984,9,1,,7,,1,,1,,,1,1,1,,,,2,,4,1,6,3,2,20170920
01010430401,010104304,0101043,5,,,1,1997,3,,,9,,,,1,,,3,,,,,,1,9,,,,,,20170920
01010430401,010104304,0101043,2,1,,1,1971,3,1,,7,,,1,1,,,1,1,1,,,,2,,5,1,1,1,3,20170920
01010430401,010104304,0101043,4,,,2,1973,5,1,,8,,,,1,,,3,,,,,,2,,1,2,,,,20170920
01010430401,010104304,0101043,3,,,2,1993,9,6,,9,,,,1,,,1,,,,,,1,9,,2,,,,20170920
01010430501,010104305,0101043,2,1,,1,1985,9,1,,7,,,1,1,,,1,1,1,,,,2,,4,1,6,3,1,20170920
01010430501,010104305,0101043,3,,,2,1987,6,1,,8,,,,1,,,1,,,,,,2,,4,2,,,,20170920
01010430501,010104305,0101043,4,,,1,2008,8,,,9,,,,1,,,1,,,,,,,,,,,,,20170920
01010430602,010104306,0101043,6,,,1,2000,11,,,9,,,,1,,,1,,,,,,1,5,,,,,,20170920
01010430602,010104306,0101043,4,1,,1,1977,5,1,,7,,1,,1,,,1,1,1,,,,2,,4,2,,,,20170920
01010430602,010104306,0101043,1,,2,2,1918,9,5,2,1,,,,1,,,1,,,,,,2,,1,2,,,,20170920
01010430602,010104306,0101043,5,,,2,1979,6,1,,8,,,,1,,,1,,,,,,2,,2,2,,,,20170920
01010430602,010104306,0101043,8,,,1,2005,12,,,9,,,,1,,,1,,,,,,2,,,,,,,20170920
01010430602,010104306,0101043,7,,,2,2005,12,,,9,,,,1,,,1,,,,,,2,,,,,,,20170920
01010430701,010104307,0101043,3,1,,2,1975,9,6,,7,,1,,1,,,1,1,1,,,,2,,1,2,,,,20170920
01010430701,010104307,0101043,4,2,,1,1989,4,6,,7,,1,,1,,,1,1,1,,,,1,18,,1,9,2,1,20170920
01010430801,010104308,0101043,5,,,1,2007,7,,,9,,,,1,,,1,,,,,,,,,,,,,20170920
01010430801,010104308,0101043,2,1,,1,1978,10,1,,7,,,1,1,,,1,1,1,,,,2,,4,1,6,1,4,20170920
01010430801,010104308,0101043,4,,,1,2002,7,,,9,,,,1,,,1,,,,,,1,2,,,,,,20170920
01010430801,010104308,0101043,3,,,2,1976,2,1,,8,,,,1,,,1,,,,,,2,,2,1,6,1,4,20170920
01010430902,010104309,0101043,3,1,,2,1998,6,,,7,,1,,1,,,1,1,1,,,,1,5,,,,,,20170920
01010430902,010104309,0101043,4,2,,1,1991,4,6,,7,,1,,1,,,1,1,1,,,,2,,5,1,10,3,1,20170920
01010431002,010104310,0101043,6,1,,1,1971,1,1,,7,,1,,1,,,1,1,1,,,,2,,6,1,6,2,2,20170920
01010431002,010104310,0101043,4,,,2,1998,1,,,9,,,,1,,,1,,,,,,1,8,,,,,,20170920
01010431002,010104310,0101043,3,,,2,1974,3,2,,8,,,,1,,,1,,,,,,2,,4,1,6,3,2,20170920
01010431002,010104310,0101043,8,,,2,1982,8,1,,8,,,,1,,,3,,,,,,2,,8,1,6,1,2,20170920
01010431002,010104310,0101043,9,,,2,2008,5,,,9,,,,1,,,1,,,,,,,,,,,,,20170920
01010431002,010104310,0101043,7,2,,1,1973,3,2,,7,,1,,1,,,1,1,1,,,,2,,5,1,6,3,2,20170920
01010431002,010104310,0101043,5,,,2,1999,6,,,9,,,,1,,,1,,,,,,1,7,,,,,,20170920
01010431101,010104311,0101043,4,,,2,1984,2,1,,8,,,,1,,,1,,,,,,2,,2,2,,,,20170920
01010431101,010104311,0101043,6,,,2,2010,2,,,9,,,,1,,,1,,,,,,,,,,,,,20170920
01010431101,010104311,0101043,5,,,2,2005,1,,,9,,,,1,,,1,,,,,,1,1,,,,,,20170920
01010431101,010104311,0101043,3,1,,1,1947,5,2,,7,,1,,1,,,1,1,1,,,,2,,2,2,,,,20170920
01010431202,010104312,0101043,5,,,2,1987,8,1,,8,,,,1,,,3,,,,,,2,,4,2,,,,20170920
01010431202,010104312,0101043,4,2,,1,1983,5,6,,7,,1,,1,,,1,1,1,,,,2,,5,2,,,,20170920
01010431202,010104312,0101043,3,1,,1,1979,3,1,,7,,1,,1,,,1,1,1,,,,2,,4,1,3,2,4,20170920
01010431202,010104312,0101043,6,,,1,2010,8,,,9,,,,1,,,1,,,,,,,,,,,,,20170920
01010431501,010104315,0101043,6,,,2,2009,5,,,9,,,,1,,,1,,,,,,,,,,,,,20170920
01010431501,010104315,0101043,5,,,1,2004,3,,,9,,,,1,,,1,,,,,,1,1,,,,,,20170920
01010431501,010104315,0101043,4,,,2,1977,6,1,,8,,,,1,,,2,,,,,,2,,2,2,,,,20170920
01010431501,010104315,0101043,3,1,,1,1971,6,1,,7,,1,,1,,,1,1,1,,,,2,,4,2,,,,20170920
01010431601,010104316,0101043,7,,,1,2010,9,,,10,ÔøËï,,,1,,,1,,,,,,,,,,,,,20170920
01010431601,010104316,0101043,3,1,,1,1968,9,1,,7,,1,,1,,,1,1,1,,,,2,,4,2,,,,20170920
01010431601,010104316,0101043,4,,,2,1968,9,1,,8,,,,1,,,1,,,,,,2,,1,1,6,2,1,20170920
01010431601,010104316,0101043,5,,,1,1990,9,1,,9,,,,1,,,1,,,,,,2,,5,2,,,,20170920
01010431601,010104316,0101043,6,,,2,1988,7,1,,9,,,,1,,,4,,,,,,2,,2,2,,,,20170920
01010431701,010104317,0101043,5,,,1,1982,10,1,,8,,,,1,,,1,,,,,,2,,4,2,,,,20170920
01010431701,010104317,0101043,6,,,2,2007,7,,,9,,,,1,,,1,,,,,,,,,,,,,20170920
01010431701,010104317,0101043,4,1,,2,1986,9,1,,7,,1,,1,,,1,1,1,,,,2,,2,2,,,,20170920
01010431701,010104317,0101043,1,,3,1,1927,11,5,2,4,,,,1,,,1,,,,,,2,,2,2,,,,20170920
01010431802,010104318,0101043,3,1,,1,1993,3,6,,7,,1,,1,,,1,1,1,,,,2,,5,1,2,2,2,20170920
01010432001,010104320,0101043,6,,,2,2008,9,,,9,,,,1,,,1,,,,,,,,,,,,,20170920
01010432001,010104320,0101043,5,2,,1,1987,9,6,,7,,1,,1,,,1,1,1,,,,2,,4,1,3,2,2,20170920
01010432001,010104320,0101043,3,1,,1,1985,4,1,,7,,1,,1,,,1,1,1,,,,2,,4,1,1,2,2,20170920
01010432001,010104320,0101043,4,,,2,1986,12,1,,8,,,,1,,,3,,,,,,2,,5,1,1,2,2,20170920
01010432102,010104321,0101043,4,,,1,1985,8,1,,8,,,,1,,,1,,,,,,2,,4,2,,,,20170920
01010432102,010104321,0101043,5,,,2,2008,12,,,9,,,,1,,,1,,,,,,,,,,,,,20170920
01010432102,010104321,0101043,3,1,,2,1985,11,1,,7,,1,,1,,,1,1,1,,,,2,,2,2,,,,20170920
01010432202,010104322,0101043,5,,,1,2004,8,,,9,,,,1,,,1,,,,,,1,2,,,,,,20170920
01010432202,010104322,0101043,3,1,,2,1982,7,1,,7,,1,,1,,,1,1,1,,,,2,,5,1,6,3,1,20170920
01010432202,010104322,0101043,4,,,1,1978,7,1,,8,,,,1,,,1,,,,,,2,,5,1,6,3,1,20170920
01010432302,010104323,0101043,5,,,1,1996,3,,,9,,,,1,,,1,,,,,,1,11,,,,,,20170920
01010432302,010104323,0101043,3,1,,2,1971,3,1,,7,,1,,1,,,1,1,1,,,,2,,5,2,,,,20170920
01010432302,010104323,0101043,6,,,2,1997,9,,,9,,,,1,,,1,,,,,,1,8,,,,,,20170920
01010432302,010104323,0101043,4,,,1,1969,3,1,,8,,,,1,,,1,,,,,,2,,5,2,,,,20170920
01010432401,010104324,0101043,3,1,,1,1984,6,6,,7,,1,,1,,,1,1,1,,,,2,,4,1,3,1,2,20170920
01010432401,010104324,0101043,4,2,,2,1985,12,6,,7,,1,,1,,,1,1,1,,,,2,,4,2,,,,20170920
01010432501,010104325,0101043,5,,,1,1998,8,,,9,,,,1,,,1,,,,,,1,7,,,,,,20170920
01010432501,010104325,0101043,3,,,2,1971,12,1,,6,,,,1,,,1,,,,,,2,,2,2,,,,20170920
01010432501,010104325,0101043,4,,,2,1995,5,6,,9,,,,1,,,1,,,,,,2,,5,1,5,1,2,20170920
01010432501,010104325,0101043,2,1,,1,1971,3,1,,7,,,1,1,,,1,1,1,,,,2,,5,1,6,2,4,20170920
01010432601,010104326,0101043,5,,,1,2004,11,,,9,,,,1,,,1,,,,,,1,1,,,,,,20170920
01010432601,010104326,0101043,3,,,2,1976,12,1,,8,,,,1,,,1,,,,,,2,,2,2,,,,20170920
01010432601,010104326,0101043,4,,,1,1999,9,,,9,,,,1,,,1,,,,,,1,5,,,,,,20170920
01010432601,010104326,0101043,2,1,,1,1977,4,1,,7,,,1,1,,,1,1,1,,,,2,,2,2,,,,20170920
01010432701,010104327,0101043,5,,,1,1995,4,6,,9,,,,1,,,1,,,,,,2,,5,1,2,1,2,20170920
01010432701,010104327,0101043,4,,,2,1974,11,1,,8,,,,1,,,1,,,,,,2,,4,1,6,3,1,20170920
01010432701,010104327,0101043,3,1,,1,1972,4,1,,7,,1,,1,,,1,1,1,,,,2,,5,1,6,3,1,20170920
01010432701,010104327,0101043,6,,,2,1997,5,,,9,,,,1,,,1,,,,,,1,9,,,,,,20170920
01010432801,010104328,0101043,3,,,1,1971,9,1,,8,,,,1,,,1,,,,,,2,,2,2,,,,20170920
01010432801,010104328,0101043,6,,,2,1994,9,6,,9,,,,1,,,1,,,,,,2,,5,1,6,1,3,20170920
01010432801,010104328,0101043,4,1,,2,1969,1,1,,7,,1,,1,,,1,1,1,,,,2,,2,2,,,,20170920
01010432801,010104328,0101043,5,,,1,1992,12,6,,9,,,,1,,,1,,,,,,1,16,,1,6,1,1,20170920
01010432901,010104329,0101043,3,1,,2,1981,11,1,,7,,1,,1,,,1,1,1,,,,2,,1,2,,,,20170920
01010432901,010104329,0101043,5,,,1,2002,3,,,9,,,,1,,,1,,,,,,1,2,,,,,,20170920
01010432901,010104329,0101043,6,,,1,2007,1,,,9,,,,1,,,1,,,,,,,,,,,,,20170920
01010432901,010104329,0101043,4,,,1,1971,8,1,,8,,,,1,,,1,,,,,,2,,4,2,,,,20170920
01010433001,010104330,0101043,4,,,2,1993,10,6,,9,,,,1,,,1,,,,,,1,14,,1,6,2,2,20170920
01010433001,010104330,0101043,2,,,1,1973,12,1,,8,,,2,1,,,1,,,,,,2,,4,2,,,,20170920
01010433001,010104330,0101043,3,1,,2,1970,7,1,,7,,,1,1,,,1,1,1,,,,2,,4,2,,,,20170920
01010433001,010104330,0101043,5,,,2,1996,9,,,9,,,,1,,,1,,,,,,1,14,,,,,,20170920
01020610201,010206102,0102061,4,1,,1,1976,6,1,,7,,1,,1,,,1,1,1,,,,2,,5,2,,,,20170920
01020610201,010206102,0102061,6,,,2,2010,9,,,9,,,,4,,,2,,,,,,,,,,,,,20170920
01020610201,010206102,0102061,3,,3,1,1925,7,5,2,4,,,,1,,,2,,,,,,2,,1,2,,,,20170920
01020610201,010206102,0102061,5,,,2,1989,4,1,,8,,,,1,,,2,,,,,,2,,5,2,,,,20170920
01020610402,010206104,0102061,4,,,2,1986,0,1,,8,,,,1,,,1,,,,,,2,,4,2,,,,20170920
01020610402,010206104,0102061,5,,,1,2007,11,,,9,,,,1,,,1,,,,,,,,,,,,,20170920
01020610402,010206104,0102061,3,1,,1,1979,4,1,,7,,1,,1,,,2,1,1,,,,2,,2,2,,,,20170920
01020610502,010206105,0102061,2,1,,1,1965,11,1,,7,,1,,1,,,1,1,1,,,,2,,1,2,,,,20170920
01020610502,010206105,0102061,3,,,2,1968,10,1,,8,,,,1,,,1,,,,,,2,,2,2,,,,20170920
01020610602,010206106,0102061,3,1,,1,1980,7,1,,7,,1,,1,,,1,1,1,,,,2,,2,2,,,,20170920
01020610602,010206106,0102061,5,,,2,2003,7,,,9,,,,1,,,1,,,,,,1,2,,,,,,20170920
01020610602,010206106,0102061,6,,,1,2010,12,,,9,,,,1,,,1,,,,,,,,,,,,,20170920
01020610602,010206106,0102061,4,,,2,1980,1,1,,8,,,,1,,,1,,,,,,2,,2,2,,,,20170920
01020610702,010206107,0102061,5,,,2,1994,4,6,,9,,,,1,,,1,,,,,,1,12,,1,8,1,2,20170920
01020610702,010206107,0102061,4,,,2,1975,3,2,,8,,,,1,,,1,,,,,,2,,2,1,2,3,2,20170920
01020610702,010206107,0102061,6,,,1,2002,10,,,9,,,,1,,,1,,,,,,1,2,,,,,,20170920
01020610702,010206107,0102061,3,1,,1,1983,10,6,,7,,2,,1,,,1,1,1,,,,2,,2,2,,,,20170920
01020610802,010206108,0102061,4,2,,1,1992,7,6,,7,,1,,1,,,1,1,1,,,,2,,7,1,6,1,2,20170920
01020610802,010206108,0102061,3,1,,2,1990,11,6,,7,,1,,1,,,1,1,1,,,,2,,5,1,12,1,2,20170920
01020610901,010206109,0102061,3,1,,1,1989,8,6,,7,,1,,1,,,1,1,1,,,,2,,4,1,12,3,1,20170920
01020610901,010206109,0102061,4,2,,1,1991,2,6,,7,,1,,1,,,1,1,1,,,,2,,7,1,12,3,1,20170920
01020611001,010206110,0102061,2,,,2,1972,0,2,,8,,,,1,,,1,,,,,,2,,1,2,,,,20170920
01020611001,010206110,0102061,3,,,2,2010,9,,,9,,,,1,,,1,,,,,,,,,,,,,20170920
01020611101,010206111,0102061,5,,,2,1989,1,1,,8,,,,2,,,4,,,,,,2,,7,1,2,2,1,20170920
01020611101,010206111,0102061,6,,,2,2011,6,,,9,,,,2,,,4,,,,,,,,,,,,,20170920
01020611101,010206111,0102061,4,2,,2,1989,5,6,,7,,1,,1,,,1,1,1,,,,2,,5,2,,,,20170920
01020611101,010206111,0102061,3,1,,1,1987,6,1,,7,,1,,1,,,1,1,1,,,,2,,5,1,5,2,1,20170920
01020611202,010206112,0102061,4,,,2,1981,10,1,,8,,,,1,,,1,,,,,,2,,5,2,,,,20170920
01020611202,010206112,0102061,3,1,,1,1981,3,1,,7,,1,,1,,,1,1,1,,,,2,,4,2,,,,20170920
01020611202,010206112,0102061,5,,,2,2004,8,,,9,,,,1,,,1,,,,,,2,,,,,,,20170920
01020611301,010206113,0102061,3,1,,1,1984,1,1,,7,,1,,2,,,3,2,1,,,,2,,7,1,12,1,3,20170920
01020611401,010206114,0102061,2,,,1,1977,6,1,,9,,,,1,,,1,,,,,,2,,2,2,,,,20170920
01020611401,010206114,0102061,3,,,2,1975,9,1,,10,ËïÏ±¸¾,,,1,,,1,,,,,,2,,2,2,,,,20170920
01020611401,010206114,0102061,4,,,1,1986,3,6,,10,ÖØËï×Ó,,,1,,,1,,,,,,1,7,,2,,,,20170920
01020611401,010206114,0102061,5,,,1,2002,7,,,10,ÖØËï×Ó,,,1,,,1,,,,,,1,3,,,,,,20170920
01020611501,010206115,0102061,3,,,1,2003,6,,,9,,,,1,,,1,,,,,,2,,,,,,,20170920
01020611501,010206115,0102061,2,,,2,1979,0,1,,8,,,,1,,,1,,,,,,2,,1,2,,,,20170920
01020611501,010206115,0102061,1,1,,1,1969,9,1,,7,,,1,1,,,1,1,1,,,,2,,1,2,,,,20170920
01020611602,010206116,0102061,6,,,2,1999,1,,,10,Ö¶Å®,,,1,,,2,,,,,,1,5,,,,,,20170920
01020611602,010206116,0102061,5,,,1,2007,6,,,9,,,,1,,,1,,,,,,,,,,,,,20170920
01020611602,010206116,0102061,3,1,,1,1983,12,1,,7,,1,,1,,,1,1,1,,,,2,,5,2,,,,20170920
01020611602,010206116,0102061,4,,,2,1985,0,1,,8,,,,1,,,1,,,,,,2,,5,2,,,,20170920
01020611702,010206117,0102061,3,2,,1,1975,6,6,,7,,1,,1,,,1,1,1,,,,2,,4,1,12,2,3,20170920
01020611702,010206117,0102061,2,1,,2,1978,11,2,,7,,1,,1,,,1,1,1,,,,2,,4,2,,,,20170920
01020611702,010206117,0102061,4,,,1,2011,1,,,9,,,,4,,,,,,,,,,,,,,,,20170920
01020611802,010206118,0102061,3,1,,2,1994,5,6,,7,,1,,1,,,1,1,1,,,,1,17,,1,8,2,1,20170920
