feature,importance,rank
chronic_disease_1_2011,36,1
functional_difficulty_1_2011,32,2
newcho_2011,28,3
fi_2011,26,4
newglu_2011,25,5
alcohol_frequency_code_2011_3.0,22,6
functional_difficulty_5_2011,22,7
newldl_2011,20,8
pulse_pressure_2011,20,9
fi_broad_exploratory_2011,16,10
systolic_bp_mean_2011,15,11
functional_difficulty_12_2011,14,12
health_compared_peer_2011_4.0,14,13
chronic_disease_5_2011,13,14
diastolic_bp_mean_2011,13,15
newcrp_2011,12,16
newhba1c_2011,8,17
self_rated_health_2011_5.0,8,18
qc1_vb004_2011,7,19
chronic_disease_11_2011,5,20
sad_or_depressed_2011_3.0,5,21
health_compared_peer_2011_1.0,4,22
chronic_disease_6_2011,4,23
functional_difficulty_9_2011,2,24
education_code_2011_1.0,2,25
chronic_disease_2_2011,1,26
newhdl_2011,1,27
alcohol_frequency_code_2011_1.0,0,28
marital_code_2011_1.0,0,29
depressed_frequency_2011_4.0,0,30
sad_or_depressed_2011_1.0,0,31
marital_code_2011_2.0,0,32
sad_or_depressed_2011_4.0,0,33
sad_or_depressed_2011_2.0,0,34
education_code_2011_9.0,0,35
education_code_2011_8.0,0,36
marital_code_2011_3.0,0,37
depressed_frequency_2011_3.0,0,38
alcohol_frequency_code_2011_0.0,0,39
depressed_frequency_2011_2.0,0,40
marital_code_2011_4.0,0,41
marital_code_2011_5.0,0,42
marital_code_2011_6.0,0,43
self_rated_health_2011_1.0,0,44
self_rated_health_2011_2.0,0,45
self_rated_health_2011_3.0,0,46
self_rated_health_2011_4.0,0,47
education_code_2011_6.0,0,48
depressed_frequency_2011_1.0,0,49
health_compared_peer_2011_2.0,0,50
health_compared_peer_2011_3.0,0,51
alcohol_frequency_code_2011_2.0,0,52
health_compared_peer_2011_5.0,0,53
education_code_2011_7.0,0,54
current_smoking_2011,0,55
education_code_2011_5.0,0,56
functional_difficulty_10_2011,0,57
chronic_disease_3_2011,0,58
chronic_disease_4_2011,0,59
chronic_disease_8_2011,0,60
chronic_disease_9_2011,0,61
chronic_disease_10_2011,0,62
chronic_disease_12_2011,0,63
chronic_disease_13_2011,0,64
chronic_disease_14_2011,0,65
functional_difficulty_2_2011,0,66
functional_difficulty_3_2011,0,67
functional_difficulty_4_2011,0,68
functional_difficulty_6_2011,0,69
functional_difficulty_7_2011,0,70
functional_difficulty_8_2011,0,71
functional_difficulty_11_2011,0,72
education_code_2011_4.0,0,73
functional_difficulty_13_2011,0,74
functional_difficulty_14_2011,0,75
functional_difficulty_15_2011,0,76
functional_difficulty_16_2011,0,77
functional_difficulty_17_2011,0,78
functional_difficulty_18_2011,0,79
functional_difficulty_19_2011,0,80
functional_difficulty_20_2011,0,81
bmi_to_fi_2011,0,82
high_bp_measured_2011,0,83
fi_high_2011,0,84
fi_broad_high_2011,0,85
education_code_2011_2.0,0,86
education_code_2011_3.0,0,87
sad_or_depressed_2011_5.0,0,88
