target_column,feature_set,model,status,message,threshold,roc_auc,pr_auc,f1,recall,precision,specificity,fpr,fnr,tn,fp,fn,tp,predicted_positive_rate,predicted_negative_rate
heart_related_event_by_2020,literature_fi_minimal,logistic_regression,warning,ROC-AUC 低于 0.70，区分度偏弱；FPR 高于 0.40，误报偏多。,0.46145957340505184,0.6190290251203957,0.1964727974808521,0.26924987580725285,0.6843434343434344,0.16759431045145332,0.47442405310425617,0.5255759468957438,0.31565656565656564,1215,1346,125,271,0.54683801149814,0.45316198850185996
heart_related_event_by_2020,literature_fi_minimal,random_forest,warning,ROC-AUC 低于 0.70，区分度偏弱；FPR 高于 0.40，误报偏多。,0.4933321075871547,0.618688840770059,0.19544028562190857,0.2832338578404775,0.6590909090909091,0.18037318590186593,0.5368996485747755,0.46310035142522454,0.3409090909090909,1375,1186,135,261,0.4893473114643219,0.5106526885356781
heart_related_event_by_2020,literature_fi_minimal,xgboost,warning,ROC-AUC 低于 0.70，区分度偏弱。,0.5105242133140564,0.6221976697865023,0.20085747876483934,0.2563176895306859,0.35858585858585856,0.199438202247191,0.7774306911362749,0.2225693088637251,0.6414141414141414,1991,570,254,142,0.2407845789651674,0.7592154210348326
heart_related_event_by_2020,literature_fi_minimal,lightgbm,warning,ROC-AUC 低于 0.70，区分度偏弱。,0.38529519071522594,0.62150891973227,0.1977523145948485,0.27049754730203224,0.48737373737373735,0.1871968962172648,0.672784068723155,0.327215931276845,0.5126262626262627,1723,838,203,193,0.34866418667568483,0.6513358133243152
heart_related_event_by_2020,literature_fi_minimal,catboost,warning,ROC-AUC 低于 0.70，区分度偏弱；FPR 高于 0.40，误报偏多。,0.5020030251861655,0.6251513573848599,0.2009687231269286,0.288361320208454,0.6287878787878788,0.18707738542449287,0.577508785630613,0.42249121436938697,0.3712121212121212,1479,1082,147,249,0.450118363205952,0.549881636794048
heart_related_event_by_2020,broad_fi_minimal,logistic_regression,warning,ROC-AUC 低于 0.70，区分度偏弱。,0.522003529342667,0.6034475958333826,0.17349558298108464,0.2772727272727273,0.4621212121212121,0.19805194805194806,0.7106598984771574,0.2893401015228426,0.5378787878787878,1820,741,213,183,0.31247886371322287,0.6875211362867771
heart_related_event_by_2020,broad_fi_minimal,random_forest,warning,ROC-AUC 低于 0.70，区分度偏弱。,0.5395811820591538,0.6185872784857557,0.18819663149471988,0.2675862068965517,0.4898989898989899,0.1840607210626186,0.6641936743459587,0.3358063256540414,0.51010101010101,1701,860,202,194,0.35644234020967197,0.6435576597903281
heart_related_event_by_2020,broad_fi_minimal,xgboost,warning,ROC-AUC 低于 0.70，区分度偏弱。,0.6180282235145569,0.6238502755000217,0.19113328317042438,0.27344782034346105,0.5227272727272727,0.1851520572450805,0.6442795782897306,0.3557204217102694,0.4772727272727273,1650,911,189,207,0.3780858978694623,0.6219141021305377
heart_related_event_by_2020,broad_fi_minimal,lightgbm,warning,ROC-AUC 低于 0.70，区分度偏弱；FPR 高于 0.40，误报偏多。,0.3753322191756272,0.6224569987260342,0.19179400269360664,0.2754919499105546,0.5833333333333334,0.18032786885245902,0.5900039047247169,0.4099960952752831,0.4166666666666667,1511,1050,165,231,0.43320933378424076,0.5667906662157592
heart_related_event_by_2020,broad_fi_minimal,catboost,warning,ROC-AUC 低于 0.70，区分度偏弱。,0.5121587136190435,0.6240460047566647,0.1931647346289481,0.2749691738594328,0.5631313131313131,0.18189233278955955,0.608356110894182,0.39164388910581804,0.43686868686868685,1558,1003,173,223,0.41460940142035846,0.5853905985796415
